"individual_id","population_id","ecotype","elevation","DTF","Darker axillae","Days to budding","Disk diameter","Disk to phyllaries diameter ratio","Distance of first branching from ground","Flower FHDD ratio","Flower head diameter","Flowerhead to phyllaries diameter ratio","Internode length","LIR","Leaf C N ratio","Leaf area","Leaf circular","Leaf curved height","Leaf curved shape index","Leaf curvedHeight maxWidth","Leaf distal eccentricity","Leaf eccentricity","Leaf eccentricity area index","Leaf ellipsoid","Leaf height mid-width","Leaf maximum height","Leaf maximum width","Leaf obovoid","Leaf perimeter","Leaf proximal eccentricity","Leaf rectangular","Leaf shape index external I","Leaf shape index external II","Leaf shape index internal","Leaf total C","Leaf total N","Leaf width mid-height","Leaf width widest pos","Ligule LW ratio","Ligule length","Ligule width","Ligules number","Petiole main veins colour","Phyllaries LW ratio","Phyllaries diameter","Phyllaries length","Phyllaries width","Plant height at flowering","Primary branches","RGB proportion blue","RGB proportion green","RGB proportion red","SLA","Seed HW ratio","Seed area","Seed circular","Seed curved height","Seed curved shape index","Seed distal eccentricity","Seed eccentricity","Seed eccentricity area index","Seed ellipsoid","Seed height mid width","Seed maximum height","Seed maximum width","Seed ovoid","Seed perimeter","Seed proximal eccentricity","Seed rectangular","Seed shape index external I","Seed shape index external II","Seed shape index internal","Seed width mid height","Seed width widest pos","Stem colour","Stem diameter at flowering","Stem diameter final after 5th node","Stem diameter final before 1st node","TLN","Total RGB","Trichomes density center average","Trichomes density edge average","Trichomes density leaf center flat area","Trichomes density leaf center secondary veins","Trichomes density leaf edge flat area","Trichomes density leaf edge secondary veins","Trichomes density nonvein average","Trichomes density vein average","Trichomes length"
"ANN1084","ANN_29","north american desert",1465,75,"1",39,5.240975415,0.56590455,10,3.265401591,17.0577044,1.845761076,8.414814815,0.692307692,8.844187017,12531.9104,0.1377,174.6632,1.6695,1.482005159,0.8545,0.7309,0.3805,0.0998,155.702,163.576,117.856,0.4803,540.9953,0.8577,0.3937,1.3879,1.5678,1.4417,39.45,4.461,99.314,0.7194,3.503184049,6.163361945,1.766477054,34.66666667,2,2.441799743,9.262125901,3.464413165,1.42862927,227.2,24,0.22323374,0.466976588,0.309789672,20.98444474,1.813406358,11.60175,0.1825125,5.34735,1.83065,0.87655,0.7678875,0.381425,0.0521625,5.203025,5.2294875,2.9487875,0.228625,14.1743,0.866775,0.46475,1.777875,1.8247125,1.7611625,2.8588375,0.4016625,2,52,49,52,27,154.663,80.5,38.5,123,38,52,25,87.5,31.5,3.337273469
"ANN1087","ANN_29","north american desert",1465,62,"1",33,4.383124892,0.442289787,14,4.16474194,18.06255859,1.826478314,9.663157895,0.575757576,8.481307623,14021.7139,0.2097,225.8233,1.7834,1.774587046,0.886,0.697,0.4848,0.1278,177.038,195.58,127.254,0.5541,611.9647,0.9194,0.3053,1.5369,2.0931,2.015,42.779,5.044,84.582,0.7426,3.716831931,7.157554231,1.929280975,23,4,2.520493725,10.0545835,4.201685336,1.663935329,183.6,18,0.231882304,0.459909253,0.308208442,60.85813325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,39.6,36,49,19,181.825,48,48,48,48,56,40,52,44,3.555183673
"ANN1088","ANN_29","north american desert",1465,49,"0",22,4.898297131,0.596405018,14,3.55546596,17.31030901,2.116918095,6.782352941,0.772727273,5.979550093,6395.7937,0.1808,145.2815,1.6308,1.728019364,0.8862,0.732,0.4027,0.1059,121.158,127.254,84.074,0.4846,407.9511,0.8492,0.3526,1.5136,1.856,1.7767,41.284,6.904,65.278,0.7357,3.189182732,6.248606165,1.967788828,22.75,4,2.452662385,8.208846093,3.137411975,1.283871489,115.3,13,0.231581996,0.452060179,0.316357825,6.857289268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27.7,36,36,17,193.357,54.5,82,54,55,116,48,85,51.5,2.585216327
"ANN1090","ANN_29","north american desert",1465,51,"1",24,4.676528961,0.615169602,11,3.665193889,17.09933237,2.252887184,6.79047619,0.875,7.661128681,11946.6213,0.2094,187.7874,2.2414,1.839105653,0.8907,0.7843,0.4204,0.0991,171.196,174.498,102.108,0.5557,510.2309,0.9057,0.3982,1.709,2.1129,2.1181,42.099,5.495,81.026,0.7787,2.576218264,6.530493521,2.285909231,22,3,2.404961677,7.603348289,3.179896695,1.327067762,142.6,17,0.201672846,0.480892423,0.317434731,35.72554217,1.877148985,12.20315,0.1965375,5.557675,1.982475,0.8424,0.7427375,0.4069875,0.0561375,5.4120625,5.45835,2.9607,0.29395,14.847125,0.87245,0.466025,1.8530375,1.926175,1.7849875,2.8284,0.36415,2,37,50,59,21,167.499,16.5,18.5,19,14,17,20,18,17,3.188693878
"ANN1092","ANN_30","north american desert",1590,48,"0",22,NA,NA,17,NA,NA,NA,5.161111111,0.818181818,6.501807818,8517.2088,0.1339,141.6567,1.3645,1.433685201,0.7884,0.5408,0.5404,0.1039,116.586,128.016,98.806,0.4314,458.7548,0.6476,0.4269,1.2956,1.4479,0.9577,41.849,6.437,80.518,0.6672,NA,NA,NA,27,4,NA,NA,NA,NA,92.9,15,0.237257159,0.447744493,0.314998348,13.3729138,1.67557158,8.991875,0.1550125,4.5950875,1.7412375,0.8679375,0.7664875,0.381475,0.0506,4.3696,4.4225125,2.7424,0.2693875,12.4019875,0.87785,0.45535,1.615425,1.653775,1.6192875,2.648475,0.386325,1,27.1,32,42,18,187.674,81.5,93,83,80,90,96,86.5,88,3.078122449
"ANN1096","ANN_30","north american desert",1590,48,"1",24,3.568785671,0.468891326,17,3.492424455,13.41409744,1.651897491,5.16,0.833333333,6.747984876,8267.4673,0.1475,159.2667,1.6065,1.620243545,0.872,0.7836,0.3791,0.1095,130.048,130.556,98.298,0.5096,495.6116,0.9013,0.4086,1.3282,1.6306,1.5952,43.036,6.378,79.756,0.7577,2.674746626,4.832123307,1.82733698,16.66666667,4,3.622390809,7.603048167,3.257511999,0.909329819,103.2,18,0.185563393,0.485182252,0.329254355,15.19755018,2.11400275,8.87755,0.2244625,5.05355,2.198675,0.775825,0.690875,0.4444625,0.058225,4.852475,4.9133125,2.3905125,0.2668,12.9960125,0.8752125,0.465975,2.065525,2.1279125,1.8454625,2.2926125,0.36095,2,25.9,40,37,20,188.119,21,22,5,37,12,32,8.5,34.5,3.862530612
"ANN1097","ANN_30","north american desert",1590,61,"1",32,4.349873944,0.471035121,8,4.031591823,17.53240459,1.899120911,6.89047619,0.65625,7.829509859,13771.7789,0.2159,203.2278,2.4357,1.705990296,0.8617,0.7718,0.4206,0.1146,193.294,195.072,119.126,0.5375,567.0503,0.8902,0.3199,1.6375,2.3061,2.2256,28.477,3.637,83.82,0.7782,3.447526008,6.714669635,1.964013451,26.33333333,3,3.176928099,9.236026617,4.285473566,1.348214057,144.7,20,0.199565168,0.481776598,0.318658234,33.2571333,1.909544856,11.0009375,0.1994625,5.3681125,2.0016875,0.8079625,0.724775,0.4186125,0.0566875,5.232125,5.2665375,2.8112,0.2558625,14.0140125,0.8820625,0.454575,1.8778,1.9526875,1.7780625,2.6842,0.3792375,1,34.6,30,36,21,177.08,63.5,46,55,72,47,45,51,58.5,2.737763265
"ANN1104","ANN_31","north american desert",1380,68,"1",39,4.317213902,0.589999045,16,3.931553578,16.99050152,2.326947635,7.886956522,0.58974359,8.16997133,13400.1022,0.2045,207.1265,1.9928,1.720376923,0.8834,0.6201,0.4794,0.1187,171.45,189.484,120.396,0.5002,610.3809,0.7537,0.3358,1.5738,1.9014,1.5503,44.906,5.496,90.17,0.7291,4.176896287,6.268532723,1.510999605,29,2,2.725376326,7.331915583,2.892666691,1.063683133,181.4,19,0.222896105,0.468781718,0.308322177,20.95730716,1.742791965,8.665975,0.1624375,4.5742625,1.796875,0.8465125,0.745725,0.3924625,0.0475875,4.3894375,4.4172,2.624675,0.2247,12.206225,0.8693,0.466075,1.685525,1.730075,1.613475,2.5413125,0.405375,1,45.9,32,43,23,160.595,38.5,50,46,31,61,39,53.5,35,3.468979592
"ANN1105","ANN_31","north american desert",1380,43,"1",21,5.308044923,0.554642018,8.5,3.079115879,16.34406569,1.707800472,7.015789474,0.904761905,7.60311971,14452.0356,0.1596,212.9599,1.608,1.683583942,0.8285,0.5089,0.4913,0.0953,167.64,185.928,126.492,0.3549,678.8549,0.6252,0.372,1.4699,1.5904,0.9538,42.451,5.583,105.41,0.6302,3.448616712,5.625072871,1.636247303,33,3,3.373758552,9.19625079,3.980544242,1.174523939,133.3,16,0.22888411,0.455132438,0.315983452,17.83541355,2.261208926,8.793675,0.2493625,5.2110125,2.3817625,0.8732625,0.7664,0.39825,0.0666,5.015175,5.0919125,2.304525,0.3125125,13.1229125,0.8782625,0.4700625,2.2109125,2.321075,2.252425,2.16165,0.344475,3,31.5,36,55,19,177.177,57.5,90.5,58,57,132,49,95,53,3.151640816
"ANN1107","ANN_31","north american desert",1380,59,"0",35,4.830211321,0.682684545,12.7,2.978198621,14.37124393,2.033613715,5.642857143,0.6,7.038784905,7820.565,0.2128,159.3358,2.3494,1.889476805,0.8671,0.4983,0.5413,0.0911,143.256,153.162,84.328,0.3316,431.3962,0.5894,0.3413,1.8163,2.1527,1.2712,37.644,5.348,66.548,0.7078,3.011174065,4.717832728,1.569258011,30.66666667,1,1.900709803,7.07503568,2.382909265,1.255560361,118.5,18,0.196182234,0.479233684,0.324584082,29.75861872,1.97022864,9.6726875,0.2073875,5.1164375,2.0488625,0.851525,0.7568625,0.394525,0.05875,4.974175,4.99535,2.596875,0.28585,13.209175,0.87655,0.4563375,1.9262,2.0127375,1.912725,2.4751875,0.3548,2,24.1,23,27,21,202.684,18.5,19.5,21,16,22,17,21.5,16.5,2.417093878
"ANN1109","ANN_31","north american desert",1380,56,"0",32,4.723436791,0.59504671,14.5,3.504768118,16.48708606,2.07767656,7.39047619,0.65625,8.777195186,9420.0457,0.1815,169.7061,2.0246,1.621685078,0.8835,0.7358,0.432,0.1236,140.97,152.146,104.648,0.5682,496.4128,0.8853,0.3438,1.4539,1.8687,1.8333,45.042,5.132,75.438,0.7467,3.564725259,5.796199228,1.60165557,25,3,2.551965064,7.918384145,3.003470742,1.20484871,155.2,20,0.197481542,0.480357071,0.322161387,18.70912751,1.909497129,13.0892625,0.2012875,5.8277375,1.986025,0.8666,0.77735,0.3805625,0.0569125,5.711025,5.74675,3.051975,0.2708375,15.0923125,0.8894,0.4448875,1.883725,1.960075,1.927475,2.9143875,0.3765375,1,42.3,35,39,21,172.963,88,69.5,57,119,102,37,79.5,78,3.048171429
"ANN1112","ANN_32","north american desert",1295,55,"1",26,4.702185936,0.559237737,8.5,3.001772068,14.0550691,1.680686862,6.13,0.769230769,6.877339295,9359.0135,0.1764,195.5972,2.139,1.873644079,0.866,0.7598,0.435,0.1248,145.542,149.352,104.394,0.4781,583.8311,0.9047,0.3555,1.4307,1.9358,1.906,41.969,6.103,75.184,0.6734,2.586914797,4.910873219,1.90692324,21.33333333,3,3.65081054,8.460499733,3.718401835,1.021355846,122.6,21,0.210768042,0.471451535,0.317780422,28.77040732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.9,38,44,20,191.604,48.5,58.5,49,48,72,45,60.5,46.5,3.71877551
"ANN1113","ANN_32","north american desert",1295,57,"0",30,5.064037394,0.599895438,19,3.089102564,15.64325441,1.852661467,8.825,0.666666667,6.673315532,12199.9111,0.1637,194.0384,2.1161,1.748125191,0.8893,0.6966,0.4426,0.0988,148.59,170.18,110.998,0.5046,529.152,0.8727,0.3886,1.5332,1.6116,1.6181,42.82,6.417,92.202,0.7806,2.653004065,5.512296826,2.08632591,24.33333333,4,2.648315467,8.438833419,3.184258719,1.205343964,176.5,20,0.24383234,0.443625263,0.312542397,36.93584953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.8,42,47,20,168.054,52,80.5,47,57,127,34,87,45.5,3.640897959
"ANN1114","ANN_32","north american desert",1295,94,"0",65,4.081265792,0.63141407,14,3.257199531,13.29912519,2.056141237,8.571428571,0.646153846,10.70081256,10502.4951,0.1112,164.5435,1.6442,1.520678533,0.8978,0.7504,0.3213,0.0766,140.716,151.892,108.204,0.316,480.1462,0.8871,0.3773,1.4038,1.4025,1.4268,41.759,3.902,100.33,0.7027,3.002106927,4.844520929,1.590386705,29,1,2.619458414,6.448581025,2.473278418,0.942790578,360,40,0.226140508,0.45979839,0.314061102,21.17011711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40.4,33,41,42,174.396,48,23.5,72,24,34,13,53,18.5,3.436163265
"ANN1119","ANN_32","north american desert",1295,61,"0",33,4.973511038,0.557840466,19,3.079377,15.30370357,1.714535065,6.19047619,0.636363636,7.103609539,12293.9754,0.143,183.0942,1.5927,1.421781671,0.8721,0.5243,0.5017,0.1268,141.478,162.052,128.778,0.3347,623.552,0.7472,0.3472,1.2584,1.3519,0.9227,42.291,5.953,104.648,0.6192,2.832149637,5.380462891,1.910162539,27.25,2,3.071143278,8.9200683,3.521871365,1.149848053,130,18,0.235937705,0.452694502,0.311367794,28.14554808,1.787887349,10.2123875,0.1771375,4.9835125,1.8403875,0.8648625,0.768025,0.3902375,0.0520625,4.8114375,4.85115,2.787375,0.26925,13.1772,0.8796125,0.462375,1.741025,1.7951125,1.7455,2.680225,0.379625,0,31.6,35,43,21,175.487,64.5,58,75,54,83,33,79,43.5,2.698922449
"ANN1122","ANN_33","north american desert",1295,61,"1",35,4.660169821,0.475362418,24,3.645630076,16.95389764,1.867366141,8.376923077,0.742857143,7.130686732,10926.5588,0.1348,169.5568,1.7849,1.541677729,0.9284,0.7579,0.3431,0.0985,140.208,152.4,109.982,0.4588,492.5187,0.8731,0.3998,1.3857,1.5462,1.4551,42.797,6.002,90.678,0.6994,3.086138762,6.273474503,2.046734392,27,4,2.494224418,9.208301018,3.533457854,1.422249553,217.8,22,0.239942962,0.44738459,0.312672448,21.33260211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,41.6,37,39,26,172.516,92,81.5,127,57,104,59,115.5,58,3.037346939
"ANN1123","ANN_33","north american desert",1295,58,"0",33,5.444087193,0.561188385,17,3.268434477,17.76130838,1.83332761,7.22173913,0.696969697,8.616691797,14014.1655,0.1445,191.7073,1.4866,1.45424499,0.8842,0.6167,0.4989,0.1132,145.288,173.228,131.826,0.5098,618.6788,0.8015,0.3661,1.3141,1.4819,1.2727,43.706,5.072,98.044,0.7681,3.584628722,6.095146757,1.71924315,30.75,3,2.371140467,9.707381377,2.824075242,1.197730452,166.1,20,0.234514507,0.450670471,0.314815021,16.38508769,1.666972012,12.3023125,0.1567375,5.3455625,1.71105,0.85355,0.7373125,0.3935875,0.0509625,5.2069875,5.2440375,3.20675,0.222525,14.554525,0.853525,0.4409125,1.63895,1.6910125,1.570925,3.08505,0.384,1,38.3,41,52,23,179.426,88.5,58.5,82,95,70,47,76,71,3.377632653
"ANN1128","ANN_33","north american desert",1295,65,"1",35,4.954626296,0.553276047,11.5,3.450810548,17.09804729,1.910060524,7.725,0.685714286,7.171735707,24521.4348,0.163,282.2045,2.0387,1.693660577,0.8143,0.4687,0.5421,0.1043,239.776,247.396,166.624,0.3033,908.3505,0.6113,0.3421,1.4848,1.7913,0.9383,44.161,6.158,133.858,0.6244,3.243964915,6.056539183,1.87381165,25,3,2.611897154,8.985564922,3.335247975,1.278764032,185.4,21,0.228431485,0.456204666,0.315363849,23.07031216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.8,47,50,24,165.577,26.5,22.5,18,35,23,22,20.5,28.5,3.516489796
"ANN1131","ANN_34","north american desert",1295,90,"1",45,5.399864112,0.586109107,18,3.352358,18.08640477,1.963941572,10.15,0.666666667,9.13882063,13095.9093,0.1341,180.4913,1.737,1.412715048,0.9146,0.7835,0.292,0.1056,160.782,166.878,127.762,0.4283,585.9265,0.8986,0.3589,1.3062,1.563,1.4438,44.143,4.83,102.87,0.702,3.539316093,6.417665795,1.833005398,39.66666667,3,2.901630975,9.230732695,3.779950683,1.307423763,304.5,30,0.205001768,0.482317014,0.312681218,16.8674772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47.7,44,51,30,155.545,48,39,46,50,49,29,47.5,39.5,3.36362449
"ANN1137","ANN_34","north american desert",1295,51,"1",26,4.655612174,0.606350078,9,3.391713843,15.76018559,2.054289098,8.223809524,0.807692308,7.341869045,6253.3423,0.1534,132.6721,1.6921,1.568561869,0.844,0.7066,0.4171,0.103,110.744,118.872,84.582,0.5027,387.4823,0.8707,0.3803,1.4054,1.6208,1.5138,43.59,5.937,68.326,0.7293,3.397664082,5.637884306,1.660035556,25.5,4,2.290240655,7.715275758,2.437467707,1.075190927,172.7,18,0.237412451,0.450824857,0.311762692,16.2889875,1.691730067,12.5177,0.1603375,5.3421875,1.7625625,0.873725,0.7712125,0.38855,0.0505625,5.196425,5.234775,3.157825,0.2556625,14.5340375,0.8732,0.4748,1.6585125,1.709875,1.66615,3.0400625,0.3679,3,30,35,46,21,172.333,86,89.5,63,109,68,111,65.5,110,3.265959184
"ANN1138","ANN_34","north american desert",1295,52,"1",26,4.561018027,0.544681026,10.5,3.927798534,17.86500907,2.139184739,6.615789474,0.730769231,8.013721402,12306.8141,0.1335,194.1667,1.9501,1.654623002,0.8863,0.721,0.3901,0.0982,146.304,162.306,117.348,0.4652,626.8417,0.9073,0.4128,1.3831,1.4769,1.4286,42.352,5.285,99.06,0.7811,3.205230793,6.826448714,2.145769117,26.5,3,2.519865433,8.372988627,3.170373734,1.257592182,125.7,18,0.205434715,0.474968565,0.319596721,21.13483445,1.785012195,9.6964625,0.1703375,4.866925,1.8171375,0.8422875,0.7449875,0.399725,0.0482875,4.6394625,4.685775,2.72655,0.2408,12.9316125,0.875925,0.46995,1.7260625,1.757775,1.64325,2.6524375,0.393925,2,36.3,34,37,19,175.759,63.5,87,58,69,103,71,80.5,70,3.305828571
"ANN1141","ANN_35","north american desert",1670,49,"0",24,3.178058016,0.4146275,19,3.835981318,12.21547697,1.592538319,5.973684211,0.791666667,6.9897271,10469.1404,0.144,167.9076,1.4958,1.573937008,0.8872,0.7841,0.3741,0.0897,150.368,153.162,106.68,0.3993,477.4693,0.899,0.3906,1.4357,1.7209,1.7226,43.779,6.263,87.376,0.7297,2.722974742,4.435108945,1.603076318,20.33333333,3,3.703357222,7.69469598,3.364998698,0.909496729,113.5,16,0.209725594,0.47216209,0.318112316,23.26475644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34.8,NA,NA,19,182.467,69,74,91,47,92,56,91.5,51.5,4.044
"ANN1143","ANN_35","north american desert",1670,43,"0",20,4.371572193,0.57443909,12,3.130829889,13.55984736,1.735545897,7.270588235,0.85,6.493887302,5540.7631,0.1324,126.6391,1.7934,1.618763422,0.8895,0.7218,0.4027,0.0929,100.33,110.744,78.232,0.4287,325.413,0.9023,0.3752,1.4156,1.5134,1.5096,40.867,6.293,66.294,0.6674,2.736819079,4.907802693,1.799743905,21.25,3,2.72875576,7.635716541,3.16372469,1.159652992,123.6,17,0.200923288,0.474482648,0.324594064,38.9919993,1.66307232,13.1405625,0.16435,5.5310875,1.7619875,0.8481375,0.7590625,0.38925,0.0584125,5.4345375,5.468925,3.325825,0.287925,14.9667625,0.8859625,0.4280375,1.651325,1.7418875,1.6896375,3.1339875,0.3582625,2,27.9,32,42,17,212.718,71,54,84,58,76,32,80,45,3.914693878
"ANN1146","ANN_35","north american desert",1670,57,"0",33,4.745721695,0.582346692,21,3.319307339,15.74626714,1.932177418,8.5,0.575757576,7.061377974,12341.4592,0.1867,214.8096,2.3092,1.999307533,0.8339,0.6805,0.394,0.1058,162.052,183.896,107.442,0.4287,671.098,0.9336,0.3953,1.7116,1.7576,1.64,44.114,6.247,92.202,0.6746,3.177840166,5.60990441,1.767224179,24.66666667,3,2.47012512,8.158758014,3.262728493,1.321841195,161.5,16,0.216694166,0.469038352,0.314267482,25.90022917,1.740535459,13.2437125,0.1782625,5.5308125,1.809775,0.8504125,0.76255,0.409575,0.0570625,5.4041125,5.4451125,3.17765,0.286775,15.0225625,0.887825,0.4749125,1.713975,1.7859125,1.7248625,3.0268375,0.360525,3,48.1,38,48,19,173.941,86,71,78,94,87,55,82.5,74.5,4.404489796
"ANN1147","ANN_35","north american desert",1670,48,"0",22,4.323296911,0.584174363,21,2.96895259,12.77118655,1.722143383,5.029411765,0.772727273,5.970355008,11649.9122,0.1295,182.9258,1.7959,1.614754069,0.902,0.6459,0.4058,0.0869,151.13,163.068,113.284,0.3266,514.8408,0.8008,0.3646,1.4395,1.5415,1.2545,42.567,7.13,98.044,0.6503,2.529965508,4.258516362,1.687748523,22,2,3.083426596,7.59340515,3.216898607,1.054493467,85.5,13,0.193471022,0.487860653,0.318668325,27.93074131,1.739439994,10.090375,0.1697375,4.9014375,1.8093625,0.8700625,0.771075,0.390375,0.0560125,4.7347125,4.7730875,2.817825,0.2976,13.190975,0.879325,0.4655625,1.6956,1.7764875,1.7233625,2.668325,0.3357125,0,28,43,44,17,179.293,19,21,16,22,36,6,26,14,4.066285714
"ANN1152","ANN_36","north american desert",2040,50,"0",22,5.321530801,0.567361406,17.5,2.745423606,14.58247242,1.55621403,6.183333333,0.818181818,7.70721586,13223.4574,0.1387,183.4969,1.6752,1.453578954,0.8684,0.7207,0.4229,0.1139,150.368,163.068,126.238,0.4924,551.7144,0.9094,0.3798,1.2918,1.5025,1.4172,43.812,5.685,100.076,0.6518,2.511911053,4.995349278,2.001845437,24.33333333,3,3.089376989,9.383284915,3.976934526,1.288494476,111.3,14,0.224690778,0.460163092,0.315146129,17.9935466,1.95060294,12.3302125,0.2109875,5.708025,2.0467625,0.8789875,0.767475,0.387525,0.06385,5.566825,5.6237,2.9262875,0.2901,14.985425,0.8680125,0.4502,1.926975,2.012175,1.9341625,2.778125,0.3563125,0,30.5,30,38,18,178.917,99,69.5,93,105,91,48,92,76.5,3.832897959
"ANN1153","ANN_36","north american desert",2040,35,"0",9,4.993421917,0.485646472,20.5,2.880708373,14.64844482,1.415780029,4.953333333,1.666666667,7.146675501,9919.5285,0.1642,159.6355,1.5426,1.471864685,0.8889,0.8,0.3768,0.1105,154.94,155.194,108.458,0.4904,457.567,0.8905,0.3367,1.4309,1.9427,1.952,42.902,6.003,79.756,0.7267,2.540519722,4.799693271,1.899139446,21.5,3,3.478032608,9.324391792,4.017186094,1.152411281,74.3,10,0.209284764,0.467927091,0.322788145,20.70450532,1.919921829,10.3092625,0.20385,5.133175,1.9843625,0.8206375,0.7269875,0.425675,0.0585,4.994,5.03105,2.6736375,0.2786875,13.7368375,0.8727625,0.4814125,1.8898125,1.973375,1.76285,2.543975,0.362525,0,20,31,36,15,184.065,63.5,50.5,78,49,61,40,69.5,44.5,3.61444898
"ANN1154","ANN_36","north american desert",2040,32,"0",9,3.858933389,0.535116285,20.5,3.358324843,12.7407218,1.792043181,4.538461538,1.444444444,6.95830838,6537.0837,0.1206,130.0232,1.4084,1.537244331,0.8173,0.5279,0.508,0.0789,109.982,118.618,84.582,0.2449,362.5274,0.6474,0.3693,1.4024,1.4728,0.9535,41.521,5.967,74.676,0.5963,2.743804684,4.48841016,1.645650296,21.5,4,2.794927299,7.18298014,3.071912865,1.091331453,59,10,0.233189911,0.443176081,0.323634009,17.31677801,1.978267228,10.2600625,0.2150875,5.2420125,2.071825,0.828175,0.7386375,0.419025,0.063025,5.101175,5.150125,2.6498,0.293575,13.690075,0.881425,0.4615875,1.9450375,2.044825,1.8956625,2.49765,0.3606125,2,13.1,NA,20,13,182.212,67,34,96,38,47,21,71.5,29.5,4.287673469
"ANN1159","ANN_36","north american desert",2040,39,"0",18,4.716470103,0.62590131,18,3.064905136,14.40773491,1.913751984,4.94375,0.888888889,6.311395583,5848.3109,0.1633,124.5005,1.9606,1.707872644,0.8878,0.7773,0.3893,0.082,113.538,116.586,72.898,0.4701,338.7698,0.8812,0.4202,1.5993,1.8024,1.798,40.918,6.483,62.992,0.7473,2.99733153,4.999382245,1.679047376,26.2,1,2.680357419,7.533506342,3.108452751,1.161714117,79.1,9,0.162666575,0.516169304,0.321164121,19.70455155,1.708449355,9.9125,0.1666125,4.816375,1.76525,0.836125,0.7199125,0.4285375,0.0548375,4.6011,4.695025,2.81915,0.271575,13.2530875,0.8566,0.4625375,1.6682125,1.7190875,1.574625,2.6802375,0.3681125,0,17.9,35,37,16,174.621,64,40,69,59,54,26,61.5,42.5,4.781877551
"ANN1166","ANN_37","the great plains",1550,55,"0",34,5.565329342,0.59141349,16.5,2.734662762,15.21994673,1.617632971,5.52,0.735294118,7.566851645,15351.5177,0.1368,216.8657,1.8027,1.598880091,0.9321,0.7007,0.4228,0.1071,151.384,179.324,135.636,0.4801,653.1481,0.8697,0.3933,1.3221,1.4224,1.3955,41.827,5.528,106.426,0.6962,3.131337141,5.132723313,1.677155881,30,3,2.909579599,9.450516664,3.630778501,1.248753737,138,19,0.23477127,0.451890993,0.313337737,26.83362646,1.931382703,10.6904125,0.2014625,5.3145375,2.0167875,0.8373375,0.7455375,0.408025,0.0588625,5.1223375,5.173925,2.751675,0.2799,13.88125,0.882775,0.4693625,1.880425,1.960725,1.838675,2.61275,0.3510625,3,44.2,26,42,25,175.622,66,65,79,53,68,62,73.5,57.5,3.905632653
"ANN1168","ANN_37","the great plains",1550,63,"0",38,4.80847437,0.704039683,21,2.255655478,10.90014648,1.596480176,4.644444444,0.710526316,10.78856018,13888.8754,0.127,198.0236,1.496,1.591062189,0.7542,0.5137,0.5091,0.0836,162.814,176.276,124.46,0.2553,579.7495,0.6235,0.3741,1.4163,1.4702,0.9418,44.397,4.115,110.744,0.5798,2.277937969,3.110876946,1.353270068,29,0,2.506909846,6.830704136,2.919169319,1.170521881,125.4,25,0.189011687,0.49003607,0.320952244,19.57558196,1.742284796,10.520775,0.172525,4.971675,1.824975,0.8838875,0.77905,0.3939875,0.0544875,4.770425,4.833925,2.8535375,0.277425,13.4242625,0.8830625,0.4805375,1.7028125,1.7600375,1.7499625,2.7265375,0.366625,0,31.8,31,34,27,173.275,61,60,75,47,67,53,71,50,4.806367347
"ANN1169","ANN_37","the great plains",1550,62,"0",38,4.85745201,0.551676996,2.5,2.85452004,13.88586451,1.575297942,9.323076923,0.684210526,8.086459444,17430.3522,0.1455,226.5753,1.6498,1.610160181,0.8596,0.5254,0.5138,0.1056,185.166,195.58,140.716,0.3239,718.3201,0.6548,0.3755,1.3899,1.6456,0.9758,43.159,5.337,112.522,0.6335,3.248914028,4.830987441,1.485099331,27,1,2.875037732,8.455697154,3.335499594,1.175321204,242.4,27,0.238035927,0.45366603,0.308298043,17.65635353,2.012532475,10.633775,0.2154625,5.33545,2.102525,0.885975,0.791125,0.3823625,0.0620875,5.204375,5.254625,2.6511125,0.2970625,13.6653375,0.891175,0.476275,1.9844375,2.0532375,2.060675,2.5386875,0.3534375,1,37.1,38,38,26,144.516,48.5,31.5,66,31,42,21,54,26,3.435477551
