"ecotype","DTF","Darker.axillae","Days.to.budding","Disk.diameter","Disk.to.phyllaries.diameter.ratio","Distance.of.first.branching.from.ground","Flower.FHDD.ratio","Flower.head.diameter","Flowerhead.to.phyllaries.diameter.ratio","Internode.length","LIR","Leaf.C.N.ratio","Leaf.area","Leaf.circular","Leaf.curved.height","Leaf.curved.shape.index","Leaf.curvedHeight.maxWidth","Leaf.distal.eccentricity","Leaf.eccentricity","Leaf.eccentricity.area.index","Leaf.ellipsoid","Leaf.height.mid.width","Leaf.maximum.height","Leaf.maximum.width","Leaf.obovoid","Leaf.perimeter","Leaf.proximal.eccentricity","Leaf.rectangular","Leaf.shape.index.external.I","Leaf.shape.index.external.II","Leaf.shape.index.internal","Leaf.total.C","Leaf.total.N","Leaf.width.mid.height","Leaf.width.widest.pos","Ligule.LW.ratio","Ligule.length","Ligule.width","Ligules.number","Petiole.main.veins.colour","Phyllaries.LW.ratio","Phyllaries.diameter","Phyllaries.length","Phyllaries.width","Plant.height.at.flowering","Primary.branches","RGB.proportion.blue","RGB.proportion.green","RGB.proportion.red","SLA","Seed.HW.ratio","Seed.area","Seed.circular","Seed.curved.height","Seed.curved.shape.index","Seed.distal.eccentricity","Seed.eccentricity","Seed.eccentricity.area.index","Seed.ellipsoid","Seed.height.mid.width","Seed.maximum.height","Seed.maximum.width","Seed.ovoid","Seed.perimeter","Seed.proximal.eccentricity","Seed.rectangular","Seed.shape.index.external.I","Seed.shape.index.external.II","Seed.shape.index.internal","Seed.width.mid.height","Seed.width.widest.pos","Stem.colour","Stem.diameter.at.flowering","Stem.diameter.final.after.5th.node","Stem.diameter.final.before.1st.node","TLN","Total.RGB","Trichomes.density.center.average","Trichomes.density.edge.average","Trichomes.density.leaf.center.flat.area","Trichomes.density.leaf.center.secondary.veins","Trichomes.density.leaf.edge.flat.area","Trichomes.density.leaf.edge.secondary.veins","Trichomes.density.nonvein.average","Trichomes.density.vein.average","Trichomes.length"
"the great plains",53,"1",32,3.559584984,0.47465946,7,3.481285007,12.41364021,1.653051253,5.483333333,0.75,6.907585873,9317.9168,0.1988,174.6394,1.8056,1.727529379,0.8769,0.7132,0.4019,0.1173,149.352,167.64,101.092,0.4485,495.5543,0.8514,0.3037,1.6583,2,2.0085,44.014,6.372,74.676,0.6939,3.43568197,4.477200791,1.304389665,23.66666667,3,3.821867739,7.503756718,2.801727271,0.736129601,131.6,21,0.212787234,0.470988935,0.31622383,43.48071302,1.933699909,7.03305,0.2036125,4.277175,2.0391625,0.8744875,0.780075,0.4059375,0.05975,4.0878125,4.13015,2.2119125,0.307025,11.1111875,0.8888625,0.4860875,1.866725,1.960525,1.942625,2.084925,0.3537375,1,27.6,30,41,24,185.998,67.5,47.5,61,74,46,49,53.5,61.5,3.466481633
"the great plains",44,"1",24,4.010942967,0.604121788,7,3.597391293,14.41768674,2.194092496,4.333333333,0.875,6.479439704,8298.6931,0.1823,169.274,2.1687,1.763050452,0.8687,0.6165,0.4959,0.1146,117.348,141.986,96.012,0.5189,508.0968,0.8113,0.3634,1.4788,1.6441,1.4333,43.312,6.685,71.374,0.7583,4.030807518,5.401095925,1.354646145,23.33333333,3,2.84626878,6.512878005,2.109906665,0.738655901,91,18,0.219423532,0.468724775,0.311851693,29.45932943,1.88082071487971,10.1250782103817,0.193174194140376,5.05519287749456,1.95060099002698,0.852055449926367,0.75460949744414,0.403856036557936,0.0569811855479099,4.87905681926982,4.92480753616142,2.70106123009811,0.27618110074999,13.3388873817611,0.87751148148213,0.469318653955149,1.8363400695436,1.90654796505863,1.8123241044082,2.57863430290943,0.365805324433765,3,31.2,36,53,21,182.109,72.5,42.5,70,75,48,37,59,56,2.917469388
"the great plains",51,"1",26,3.163220358,0.542183719,6.5,3.56856007,12.25737428,1.9894221,5.243478261,0.884615385,7.086534715,13497.0053,0.1628,200.9798,1.6454,1.490130047,0.8331,0.7108,0.414,0.1317,167.894,176.784,134.874,0.4707,631.4405,0.8774,0.3032,1.3107,1.7721,1.5633,42.664,6.02,94.742,0.7317,3.112053469,4.462784538,1.458367146,18.75,4,3.01932161,5.835126967,2.075945305,0.692346056,120.6,24,0.193136146,0.487160829,0.319703025,26.80104309,2.092964626,8.8258875,0.222625,4.981125,2.1412625,0.8533,0.7521875,0.412675,0.0594125,4.783675,4.8207125,2.3799375,0.2764875,12.8007375,0.87095,0.4874625,2.0283625,2.1050375,1.9885625,2.2754125,0.383175,4,31.5,37,39,23,175.907,61.5,42,70,53,66,18,68,35.5,3.65044898
"the great plains",44,"1",20,3.255225571,0.515835109,10,3.152610129,10.26587872,1.624173945,5.363636364,1.1,7.030146472,9955.9801,0.1897,180.5761,1.9967,1.630572311,0.7848,0.4944,0.4888,0.1251,152.908,159.512,110.744,0.2743,572.8436,0.6008,0.3036,1.4404,1.9111,0.9568,43.67,6.212,80.01,0.6576,2.826721567,3.803335914,1.34745009,19.66666667,4,3.229464385,6.329353626,1.999049441,0.627022519,118,19,0.193352082,0.489171776,0.317476142,22.81911552,2.039891254,8.5797625,0.2225875,4.79275,2.137025,0.7865,0.704575,0.459875,0.0625625,4.6183,4.6540125,2.3495125,0.2929875,12.737425,0.877725,0.505525,1.9933125,2.0910375,1.8177375,2.2225125,0.3363625,3,26.3,30,38,22,173.528,25.5,39.5,30,21,42,37,36,29,3.111844898
"north american desert",45,"1",22,3.898959242,0.462789468,11.5,3.522378571,13.6975906,1.624559022,6.172222222,0.818181818,6.700465473,7578.1784,0.2243,166.1169,1.8279,1.884736436,0.885,0.7059,0.3562,0.1193,128.27,147.066,88.138,0.5045,480.9667,0.9315,0.3575,1.6686,1.8566,1.7288,43.189,6.446,69.088,0.7374,3.061698023,5.026688929,1.642151953,20,3,2.977441185,8.432226653,3.298896091,1.107547927,111.1,20,0.221221439,0.462389884,0.316388677,26.60877247,1.88259307169647,10.0968505791895,0.19352430005329,5.05514431472734,1.95160321569586,0.85238792767391,0.754367114511347,0.403279086753792,0.0570412017037241,4.87858421446973,4.92416466261223,2.69840155368418,0.275188879870117,13.329036335749,0.87673959549658,0.467830545241012,1.83775914944353,1.90857180459784,1.81379601017123,2.57536427678627,0.366612310577185,1,26.6,30,40,18,202.286,80,62.5,97,63,53,72,75,67.5,3.652653061
"north american desert",57,"0",32,4.772140559,0.520127389,13.5,3.727649995,17.78086115,1.937775555,6.357692308,0.8125,7.328578721,14172.3588,0.212,237.9288,1.8979,1.744371618,0.8409,0.6825,0.4703,0.1533,172.974,193.04,136.398,0.5989,684.4063,0.9829,0.2736,1.4153,2.045,1.8112,43.127,5.885,84.582,0.7481,3.915324049,6.840493404,1.767231005,20.66666667,2,3.289271062,9.203769976,3.849613208,1.171076023,165.3,21.1762024866729,0.215853574,0.465024641,0.319121785,22.22069426,1.88398089096562,10.0757415274506,0.193310144456933,5.05300287286291,1.9517652077552,0.850043255979793,0.752774758597478,0.403922633433966,0.0567844917475016,4.87636483997358,4.92081894692019,2.69543147709731,0.273071424405002,13.3217691104397,0.876949890486346,0.468266938397151,1.83857382003514,1.90800849850104,1.80887795252522,2.57529136851692,0.368096244980789,0,39.9,37,43,26,187.289,55,73.5,57,53,82,65,69.5,59,4.199265306
"north american desert",48,"1",24,3.572846846,0.501874293,16,3.665674114,13.07263542,1.840539371,6.105,0.833333333,6.424037157,13926.9399,0.2371,230.4597,2.2681,1.825596888,0.8602,0.6828,0.3781,0.135,191.516,210.82,126.238,0.4031,685.0948,0.846,0.2776,1.67,2.142,1.8742,42.166,6.564,89.408,0.7059,3.524194916,4.859207812,1.37936672,19.25,4,3.294623654,7.117293245,2.541680117,0.771942478,122.1,17,0.226181831,0.461054035,0.312764134,23.33993615,1.817343866,10.8694875,0.1891625,5.2051,1.9376375,0.815475,0.7327375,0.43245,0.062875,5.04695,5.0813125,2.864125,0.3327375,13.966,0.8853875,0.4600125,1.7757625,1.8938375,1.758725,2.667,0.3259875,2,30.5,42,47,20,168.002,48.5,26,58,39,33,19,45.5,29,3.336710204
"north american desert",50,"1",24,3.4946924,0.489474487,13.5,3.472202158,12.13463749,1.699730983,6.171428571,0.875,7.095388523,8507.2088,0.281,181.2304,2.9361,2.032779236,0.8804,0.5501,0.5308,0.1274,159.766,180.34,89.154,0.401,504.7979,0.669,0.286,2.0228,2.5779,1.9307,44.423,6.261,61.976,0.7131,2.953246176,4.46478223,1.503039409,20.33333333,4,4.039182718,7.139260965,2.99128212,0.748913469,129.6,18,0.211854437,0.471983677,0.316161886,25.18415867,1.972391002,8.037725,0.2115125,4.71505,2.1063,0.8607,0.76795,0.3965375,0.0676875,4.5468875,4.5825625,2.390525,0.3559625,12.0694375,0.8854875,0.4524,1.9201,2.059275,2.00325,2.2132375,0.3099125,2,31.1,39,44,21,175.951,23,35,26,20,49,21,37.5,20.5,3.043689796
"north american desert",57,"0",34,3.796229489,0.531191353,6,3.892743185,14.67361202,2.056174701,5.084615385,0.764705882,7.543773176,9674.1742,0.1842,173.3069,2.0994,1.644122,0.8398,0.6935,0.3784,0.1135,146.558,157.734,105.41,0.4344,530.3572,0.8583,0.3284,1.4964,1.9106,1.558,44.005,5.833,76.708,0.7205,3.107848865,5.556986477,1.805689021,21,4,2.756479253,7.146513684,2.789291475,1.01789298,132.2,21,0.236491435,0.454262091,0.309246475,20.328166,1.66559287,8.38215,0.1544125,4.3496125,1.718125,0.8595125,0.7697,0.3956375,0.05125,4.216125,4.239975,2.61145,0.274525,11.7667625,0.885725,0.4785875,1.62495,1.6901375,1.6465,2.497675,0.3602125,0,36.5,30,45,26,159.769,47,57.5,57,37,90,25,73.5,31,3.954122449
"north american desert",98,"1",47,4.975685,0.552143483,21,3.127196351,15.58197647,1.72694303,6.456521739,0.978723404,10.96377827,8905.4015,0.2074,167.7846,2.2392,1.756833222,0.899,0.6791,0.4245,0.1079,138.684,163.322,95.504,0.3869,443.3536,0.9008,0.2981,1.7101,1.8635,1.8793,40.85,3.726,74.422,0.689,4.07087464,5.393971856,1.330078743,32,3,3.143273945,9.008816178,3.476875935,1.110295414,297,44,0.246956024,0.440642473,0.312401503,20.16165157,1.88408165177899,10.0931208587091,0.19276446322509,5.06264541864773,1.94989416075395,0.850382579952666,0.752730451540429,0.403301254738647,0.0564704032827691,4.88220466019983,4.92811275914286,2.69842750977696,0.270916950647183,13.3401291755128,0.877045206196859,0.467519009478181,1.83778446017128,1.90588779623464,1.80995324557537,2.57926437023252,0.369689472684066,3,48.1,37,55,46,185.284,50.5,61.5,47,54,76,47,61.5,50.5,3.003306122
"north american desert",67,"1",44,4.483678434,0.573522352,22,3.598940101,16.11975888,2.063078334,7.420689655,0.659090909,9.102729972,13228.8768,0.1803,213.3267,1.7786,1.717523308,0.9139,0.7735,0.3155,0.106,185.674,192.024,124.206,0.3152,630.1991,0.893,0.323,1.546,1.8987,1.9085,44.768,4.918,97.79,0.6296,3.703416487,5.876872735,1.588346537,26.33333333,2,3.036892624,7.819480215,3.026845498,0.998445002,215.2,27,0.214896555,0.471940259,0.313163186,20.70570794,1.87360944995125,10.0926604054625,0.191580332884799,5.04593594955569,1.93948616329883,0.849603515530241,0.752175420393251,0.403924286424791,0.0565197511207234,4.86809338506212,4.91311603321003,2.70619723807189,0.272157743282157,13.3211537925338,0.876923450392365,0.467416137014451,1.82799490880665,1.89647761298255,1.7984581557552,2.58593281294543,0.369018795105283,3,44.4,45,45,29,165.112,67,40,63,71,41,39,52,55,3.081257143
"north american desert",76,"1",52,4.433216261,0.536340992,12,3.811027766,16.88517068,2.046179108,8.119444444,0.692307692,13.65193773,9150.5623,0.1295,145.908,1.6895,1.414879175,0.8894,0.7431,0.399,0.104,128.27,137.668,103.124,0.5106,429.0935,0.9013,0.3715,1.335,1.4897,1.4889,38.708,2.835,86.106,0.6863,3.401393602,6.345325782,1.870954531,24,3,2.925044973,8.219173272,2.656986855,0.909152134,292.3,36,0.180174794,0.494989152,0.324836053,24.84540402,2.079245673,9.8188875,0.2285875,5.2758,2.21575,0.755575,0.6786375,0.4693375,0.0655125,5.089275,5.121,2.5373625,0.3141,13.7501125,0.871725,0.4688,2.0283625,2.1704125,1.8044,2.358775,0.322675,3,50.4,43,53,36,162.248,76.5,84,117,36,86,82,101.5,59,2.872555102
"north american desert",65,"1",39,4.42568115,0.560608365,10,3.411494007,15.09137111,1.913221767,8.42962963,0.692307692,7.66797118,11558.1059,0.1884,189.0033,1.5839,1.746731174,0.8811,0.6108,0.4495,0.0947,170.688,179.07,108.204,0.3626,526.0934,0.6958,0.326,1.6549,1.9145,1.4726,43.329,5.651,89.154,0.717,3.754317822,5.324905581,1.423045299,26.33333333,3,3.122962664,7.90922443,2.93195869,0.941997358,227.6,26,0.258607923,0.437768898,0.303623179,19.85246633,1.88500654565382,10.1394749309313,0.193361337312688,5.07548373857643,1.95261672109647,0.848847274229788,0.751955979345786,0.403942850849615,0.0564679231571144,4.89785341607055,4.94224677848471,2.70163896393575,0.270319154884758,13.3670635535377,0.877450889968292,0.467517096581409,1.83940232376343,1.90816444325558,1.80946521093876,2.58220546848568,0.369564104246351,3,49.3,45,52,27,156.658,55.5,43.5,60,51,58,29,59,40,3.635020408
"north american desert",68,"1",34,5.421834671,0.525111919,20,2.706641497,14.60890228,1.418727414,7.52,0.882352941,8.768544361,9168.6913,0.2003,167.7437,1.6047,1.646903411,0.8961,0.7395,0.4504,0.1255,141.986,151.384,101.854,0.5698,489.4073,0.8286,0.3511,1.4863,2.0327,1.9469,41.478,4.73,69.85,0.7365,2.597934679,4.666987106,1.798050796,28.33333333,2,3.294354093,10.3137877,4.081701935,1.243396799,225.6,27,0.241848119,0.449219265,0.308932616,14.94976569,1.906517209,11.0087,0.1938,5.3066,1.8854,0.8843,0.7796,0.3834,0.0543,5.1541,5.1964,2.7834,0.2258,13.7759,0.8741,0.4645,1.8669,1.9098,1.8911,2.6988,0.4163,1,43.9,50,48,30,166.894,41,53.5,42,40,58,49,50,44.5,2.937453061
"north american desert",61,"1",38,4.191293445,0.555796749,25.4,3.15603166,13.20853194,1.748098748,5.8625,0.631578947,7.80288426,12681.394,0.1448,193.7522,1.6755,1.537911163,0.8737,0.6453,0.4571,0.1169,145.542,166.37,125.984,0.5153,571.1989,0.8162,0.3686,1.3206,1.4768,1.3106,42.634,5.464,98.552,0.7425,2.968909677,4.611839201,1.577685845,25.5,2,2.585418904,7.585061872,2.967741685,1.151551148,140.7,19,0.235904173,0.453924246,0.310171581,26.64158403,1.88122420400831,9.86159492674478,0.192405413159028,4.98748586152702,1.94795574782693,0.849885590218392,0.752137804276106,0.405357599485175,0.0564354800331781,4.80848810375534,4.85309209479396,2.66383334929119,0.272578923681515,13.1651542317493,0.87647032587316,0.47134457848044,1.83444865963925,1.90270648940657,1.80148420935727,2.54629056754335,0.368128357987448,1,35.4,41,40,24,173.562,65,40,75,55,48,32,61.5,43.5,3.463591837
"north american desert",58,"1",32,4.804833899,0.537376589,24,3.507026831,16.83862496,1.885445471,6.85862069,0.90625,7.505073158,11605.009,0.1632,168.9244,1.8372,1.442639247,0.849,0.4564,0.5758,0.1166,131.826,166.116,117.094,0.4271,554.4847,0.6395,0.3389,1.4187,1.4703,0.9141,39.313,5.238,89.662,0.7323,3.575574653,6.13997918,1.726043299,26,2,2.765056246,8.954355831,3.610084426,1.310805495,198.9,25,0.199272505,0.478902105,0.32182539,24.85012634,1.8723634132317,10.1058276989803,0.191270187207806,5.04205011218884,1.94117444511044,0.8510513662721,0.754700669340763,0.404082311030225,0.0567857067875901,4.86388362966815,4.90869993776827,2.70592634993076,0.276610280991897,13.3207351101426,0.878899825637909,0.470395820786639,1.82679178109936,1.89674766803453,1.80433791762691,2.5840742350774,0.365904496960611,1,33.4,39,39,29,186.393,73.5,37.5,93,54,44,31,68.5,42.5,2.513485714
"north american desert",56,"1",32,3.755592699,0.427192175,23,3.837848611,14.40329457,1.640798287,6.643478261,0.71875,7.172851477,12298.556,0.1507,170.894,1.73,1.359214189,0.8597,0.7242,0.3501,0.1224,158.496,167.894,125.73,0.4912,555.7379,0.8707,0.3212,1.3354,1.664,1.4485,43.112,6.01,95.25,0.735,4.340097596,5.353093488,1.256574879,24,3,2.647762446,8.786760033,3.369923814,1.27675854,152.8,18,0.245211101,0.445955086,0.308833813,21.33314137,1.916500251,9.1361125,0.1996125,4.87045,1.973775,0.8434625,0.7384125,0.4034625,0.053625,4.740025,4.78235,2.541325,0.230325,12.7089,0.8665,0.4622375,1.886175,1.9355375,1.7933375,2.454,0.3829125,0,33.5,39,40,23,174.466,66.16666667,51.16666667,79,53.33333333,65,37.33333333,72,45.33333333,2.307518449
"north american desert",61,"1",35,4.59865762,0.521179271,22,3.287271512,15.11301274,1.714906734,6.626923077,0.742857143,6.387854119,8949.2079,0.1809,169.4519,2.0543,1.676214735,0.8914,0.6678,0.4691,0.1119,125.984,150.114,101.092,0.4515,512.6327,0.8383,0.3472,1.4849,1.6478,1.6555,42.77,6.695,76.454,0.6949,3.370632344,5.448929971,1.617481475,21,3,2.915185276,8.844662664,3.439699425,1.18030639,172.3,23,0.228583042,0.464895661,0.306521297,30.58512611,2.134516676,11.150575,0.2319,5.6504125,2.2029,0.832725,0.74535,0.409025,0.058975,5.5364125,5.5642,2.6471625,0.2501375,14.3791,0.8821625,0.470025,2.105925,2.1901125,2.0440875,2.5307375,0.360675,0,33.7,33,39,26,152.531,66.75,54.5,84,49.5,60.5,48.5,72.25,49,3.034285714
"north american desert",56,"0",30,5.232384685,0.493880656,17.5,3.103558088,16.24347288,1.53102113,7.060869565,0.766666667,6.556912148,12801.2002,0.2005,197.8681,2.2328,1.643477358,0.8926,0.6667,0.4543,0.1379,152.4,183.896,120.396,0.572,600.8883,0.8909,0.3248,1.5274,1.8237,1.6853,42.51,6.483,83.566,0.8024,3.387709262,5.658245271,1.676392583,26.66666667,4,2.891135708,10.62011782,4.369659727,1.508274322,162.4,21,0.20731007,0.481043667,0.311646262,23.06107044,1.940758881,9.083525,0.2009125,4.893575,1.9756375,0.86925,0.7774625,0.3893125,0.0568375,4.6831375,4.7148875,2.521475,0.2602875,12.6030375,0.887,0.475575,1.8711375,1.9307,1.8933625,2.4275625,0.3745125,1,42.1,42,45,23,163.692,60.5,59.5,70,51,75,44,72.5,47.5,4.157877551
"north american desert",71,"0",44,4.940742076,0.482500669,18,3.116597126,15.40383085,1.503066599,6.024242424,0.75,8.786771084,10286.4956,0.2141,175.0087,2.369,1.636604822,0.9537,0.629,0.4642,0.1274,134.62,166.624,106.934,0.5079,554.0409,0.8126,0.325,1.5582,1.7845,1.5606,44.778,5.096,75.438,0.7166,2.825821058,5.493522609,1.952134933,24.25,3,3.052739434,10.24087198,3.565316206,1.170423447,198.8,30,0.233832193,0.457223837,0.30894397,22.53833392,1.81125882,11.4750125,0.1813125,5.393725,1.848525,0.8443625,0.758225,0.3718125,0.05295,5.24405,5.277125,2.9778875,0.236875,14.1134,0.8881375,0.43305,1.774575,1.825,1.7449125,2.87735,0.3854125,1,33.6,31,37,33,166.179,39,33,36,42,28,38,32,40,3.996979592
"north american desert",54,"0",32,4.461930443,0.608699629,22,3.125893824,13.92599444,1.913620665,7.013043478,0.71875,6.172271682,9357.7877,0.1687,149.1152,1.6589,1.407836251,0.875,0.7292,0.3723,0.1203,136.652,146.558,105.918,0.5166,473.15,0.8607,0.3328,1.3837,1.7874,1.5217,42.255,6.846,76.454,0.7337,2.965450647,4.975533965,1.681440952,21,4,2.644810305,7.468539414,2.647287155,1.023488094,161.3,33,0.232503468,0.456584454,0.310912078,26.30809024,1.708801713,9.16175,0.164725,4.6478125,1.774925,0.874575,0.7726125,0.3917625,0.0545125,4.4476625,4.4767375,2.719925,0.2850375,12.4248875,0.87775,0.466325,1.64665,1.7221625,1.6799625,2.5836625,0.3586,1,29.7,32,36,23,172.277,49,44.5,68,30,63,26,65.5,28,2.579216327
"north american desert",58,"1",35,4.839463693,0.551605641,16.5,2.746333504,13.2887943,1.515050728,5.5,0.742857143,8.901398406,13615.5857,0.1822,191.3858,2.0483,1.513026911,0.8877,0.6496,0.4224,0.1219,153.67,188.722,126.492,0.38,611.7966,0.9251,0.3231,1.492,1.4938,1.4969,40.147,4.51,102.87,0.6985,2.950271366,4.355135175,1.478539421,24.66666667,3,2.765420984,8.773874933,3.117300966,1.131691997,143,25,0.254874954,0.436826466,0.308298581,14.42940409,2.010296755,8.86652,0.21946,4.93166,2.11504,0.8855,0.79064,0.389,0.06342,4.7371,4.79214,2.4532,0.33276,12.54872,0.89168,0.4598,1.95728,2.05646,2.0749,2.30718,0.3371,3,40.1,41,62,26,156.822,92,72,106,78,107,37,106.5,57.5,2.969265306
"north american desert",61,"1",35,3.798975371,0.527458869,11,3.34416243,12.68602849,1.760743959,6.962962963,0.771428571,11.50444451,9950.6253,0.1615,160.6348,1.8991,1.642650578,0.9051,0.7459,0.375,0.0838,144.272,156.21,97.79,0.4423,454.9355,0.8724,0.4013,1.5974,1.7212,1.709,44.457,3.864,83.82,0.7253,2.873680358,4.622234118,1.624692004,21.66666667,3,2.240494963,7.209114222,3.012371783,1.35067261,188,28,0.241275407,0.449104257,0.309620336,16.61483603,1.945094221,7.869875,0.2013875,4.544275,2.0423375,0.8471625,0.7388625,0.41835,0.0544625,4.302125,4.386775,2.336275,0.2465,11.921725,0.874275,0.4788625,1.8891375,1.9316625,1.8193,2.24105,0.382375,4,41.7,43,39,27,182.53,54,47,50,58,37,57,43.5,57.5,4.269061224
"north american desert",65,"1",35,4.269770962,0.555377461,12,3.370111498,14.38993977,1.872776165,6.513793103,0.828571429,7.05407384,10055.0121,0.1692,186.1013,1.6542,1.696023804,0.9063,0.7682,0.3359,0.1205,147.32,153.67,109.728,0.4983,553.0055,0.8821,0.3355,1.4005,1.8893,1.6338,43.661,6.19,77.978,0.6878,3.498910066,5.171861396,1.479734528,28.5,4,3.112292435,7.57417288,3.129760325,1.003649501,188.9,25,0.248088355,0.446533039,0.305378606,28.94361572,1.902190716,10.5348,0.19615,5.198925,1.94345,0.832425,0.747325,0.409875,0.0536,5.035,5.056175,2.733125,0.253375,13.659975,0.8833,0.476525,1.85365,1.909075,1.8095,2.64055,0.394425,2,43.1,51,43,29,169.226,53,70,73,33,98,42,85.5,37.5,3.282097959
"north american desert",55,"1",33,4.236194064,0.516692821,7.5,3.564674951,15.09290477,1.83992882,5.520833333,0.727272727,7.344126608,10888.7524,0.1658,178.9127,2.0267,1.572278368,0.8837,0.717,0.4313,0.1202,145.288,161.798,113.792,0.486,528.164,0.8702,0.3258,1.4219,1.6973,1.7015,42.676,5.811,85.598,0.6845,2.820388043,5.576042691,1.988586013,21.66666667,3,2.513404159,8.231192135,3.177419776,1.267715752,132.5,23,0.256522229,0.443256457,0.300221314,26.48042899,2.056226691,9.126925,0.2215625,5.1276125,2.1887375,0.850825,0.73795,0.4058625,0.06375,4.9701875,4.9860875,2.4937,0.288725,13.1625875,0.8504125,0.4526125,2.0026625,2.1397625,1.9622375,2.327025,0.3447,2,25.4,31,30,24,168.539,55,54.5,68,42,79,30,73.5,36,3.336734694
"north american desert",51,"1",27,4.01780926,0.507838923,17,3.046808086,12.2207157,1.546157748,5.87826087,0.851851852,6.908197594,11393.5256,0.1457,170.1093,1.321,1.579532202,0.8868,0.7021,0.4083,0.0779,147.066,167.386,107.696,0.3591,487.7257,0.8851,0.3602,1.5542,1.6083,1.6042,41.711,6.038,91.44,0.6995,2.865166821,4.30534036,1.512226098,25.33333333,4,2.793283133,7.910056707,3.083599179,1.104677029,135.2,21,0.212588689,0.47000665,0.317404662,26.68272974,1.846948297,8.9694875,0.191125,4.7010375,1.88995,0.8493875,0.751875,0.421675,0.057525,4.5045125,4.538925,2.5453,0.2898125,12.6046875,0.8768,0.4919375,1.7858625,1.8626375,1.7574125,2.4209375,0.3569,3,38.9,37,37,23,181.957,33,42.5,47,19,54,31,50.5,25,3.859102041
"the great plains",62,"1",39,3.964566355,0.525541479,6.5,3.505847742,13.90026507,1.843209327,3.45,0.871794872,8.838739909,8275.1447,0.2347,182.946,1.8365,1.989668073,0.8854,0.6386,0.4741,0.1286,132.588,156.972,91.948,0.467,550.5944,0.8437,0.3391,1.7072,1.8913,1.8073,43.383,4.908,70.104,0.7132,2.771674953,5.16363512,1.869579023,21,4,3.040596339,7.544935021,2.876711473,0.950609926,117.3,35,0.251386673,0.442637733,0.305975595,25.49336014,1.708737906,10.3755,0.169325,4.9098875,1.80665,0.8700875,0.7775625,0.4015125,0.0581375,4.7268,4.7545625,2.8734,0.3148,13.268275,0.884,0.47285,1.66145,1.759625,1.7277125,2.6961,0.3359375,3,30.8,38,48,34,168.569,82,76,101,63,101,51,101,57,4.435836735
"the great plains",68,"0",46,2.919141884,0.511857142,7,4.509547641,13.13405613,2.30549704,6.073529412,0.739130435,9.017633719,17874.2868,0.1621,221.2202,1.9183,1.595138588,0.8889,0.7442,0.3485,0.0934,191.008,207.772,138.684,0.4022,660.8385,0.8761,0.3645,1.4982,1.6786,1.6085,41.027,4.55,113.792,0.7005,2.886017625,5.243713975,1.818703745,20,2,2.783978707,5.693251422,2.3052897,0.829589158,206.5,34,0.070961597,0.60409577,0.324942633,19.67666975,1.912300442,10.527025,0.2008375,5.183625,1.9417625,0.8573125,0.765525,0.401925,0.051175,5.0019375,5.0297375,2.710675,0.2444125,13.655675,0.8827375,0.4813875,1.8567125,1.9181875,1.8430875,2.6088,0.373575,1,42.3,34,38,34,115.485,34,33.5,40,28,43,24,41.5,26,2.873412245
"the great plains",61,"1",39,3.655395763,0.565001076,7,3.534142592,12.91269549,1.996353234,5.5,0.769230769,7.819890013,10244.3021,0.2103,180.9207,2.431,1.767459604,0.8135,0.3964,0.6395,0.1214,153.416,170.688,102.362,0.4135,563.549,0.5028,0.3172,1.6675,2.0614,0.9708,42.604,5.448,74.422,0.7069,2.29906888,4.700367028,2.051301681,20.33333333,2,2.251640543,6.467108354,2.201034648,0.975444121,165,30,0.223676979,0.47187793,0.304445091,19.87641075,1.886374658,7.5966375,0.1952875,4.4245625,1.984725,0.839475,0.7442,0.418525,0.0588375,4.2386375,4.2717,2.3455375,0.29335,11.6304375,0.876125,0.4715125,1.8209875,1.907875,1.7948,2.2211875,0.3671625,2,32.4,30,41,30,154.665,37.5,45.5,51,24,55,36,53,30,3.032791837
"the great plains",52,"1",33,3.81125738,0.503389424,2.5,3.61959665,13.81158067,1.82318755,5.438095238,0.636363636,7.472143519,9588.8195,0.1452,150.5258,1.6741,1.368640323,0.8757,0.5786,0.5035,0.1178,126.746,142.494,109.982,0.4869,480.0366,0.7281,0.367,1.2956,1.4985,1.1172,42.1,5.634,84.582,0.7145,2.88737849,5.011079922,1.752093905,28.33333333,2,2.673362252,7.56972877,2.507877197,0.939144989,114.2,22,0.221306241,0.469050798,0.309642961,27.74542679,1.671995291,6.9821625,0.1522375,4.0124125,1.7309125,0.8406125,0.7420125,0.42,0.0545875,3.767675,3.8153,2.399775,0.2903,11.037175,0.8749625,0.4806375,1.5964125,1.6476125,1.5577625,2.2979125,0.374725,0,22.5,37,45,21,172.25,55,42.5,70,40,65,20,67.5,30,4.171346939
