"population_id","sitename","longitude","latitude","Ecoregions","individual_id","genotype_id","DTF","Darker.axillae","Days.to.budding","Disk.diameter","Disk.to.phyllaries.diameter.ratio","Distance.of.first.branching.from.ground","Flower.FHDD.ratio","Flower.head.diameter","Flowerhead.to.phyllaries.diameter.ratio","Internode.length","LIR","Leaf.C.N.ratio","Leaf.area","Leaf.circular","Leaf.curved.height","Leaf.curved.shape.index","Leaf.curvedHeight.maxWidth","Leaf.distal.eccentricity","Leaf.eccentricity","Leaf.eccentricity.area.index","Leaf.ellipsoid","Leaf.height.mid.width","Leaf.maximum.height","Leaf.maximum.width","Leaf.obovoid","Leaf.perimeter","Leaf.proximal.eccentricity","Leaf.rectangular","Leaf.shape.index.external.I","Leaf.shape.index.external.II","Leaf.shape.index.internal","Leaf.total.C","Leaf.total.N","Leaf.width.mid.height","Leaf.width.widest.pos","Ligule.LW.ratio","Ligule.length","Ligule.width","Ligules.number","Petiole.main.veins.colour","Phyllaries.LW.ratio","Phyllaries.diameter","Phyllaries.length","Phyllaries.width","Plant.height.at.flowering","Primary.branches","RGB.proportion.blue","RGB.proportion.green","RGB.proportion.red","SLA","Seed.HW.ratio","Seed.area","Seed.circular","Seed.curved.height","Seed.curved.shape.index","Seed.distal.eccentricity","Seed.eccentricity","Seed.eccentricity.area.index","Seed.ellipsoid","Seed.height.mid.width","Seed.maximum.height","Seed.maximum.width","Seed.ovoid","Seed.perimeter","Seed.proximal.eccentricity","Seed.rectangular","Seed.shape.index.external.I","Seed.shape.index.external.II","Seed.shape.index.internal","Seed.width.mid.height","Seed.width.widest.pos","Stem.colour","Stem.diameter.at.flowering","Stem.diameter.final.after.5th.node","Stem.diameter.final.before.1st.node","TLN","Total.RGB","Trichomes.density.center.average","Trichomes.density.edge.average","Trichomes.density.leaf.center.flat.area","Trichomes.density.leaf.center.secondary.veins","Trichomes.density.leaf.edge.flat.area","Trichomes.density.leaf.edge.secondary.veins","Trichomes.density.nonvein.average","Trichomes.density.vein.average","Trichomes.length"
"ANN_22","Colorado",-108.46384,39.00672,"NORTH AMERICAN DESERTS","ANN1018","ANN1018",49,1,22,4.369057469,0.490447825,9,3.268492107,14.2435725,1.600575575,7.477777778,0.818181818,8.11328445,14385.8422,0.1052,178.6722,1.4308,1.25166167,0.9128,0.621,0.3993,0.0984,157.48,167.132,142.748,0.336,571.3508,0.7542,0.3359,1.1708,1.2653,0.9761,43.495,5.361,124.46,0.603,3.320806109,4.915932822,1.4754938,27,3,3.021793747,8.895520897,3.982601386,1.326430664,134.6,16,0.250621732,0.442060633,0.307317635,16.29754413,1.633117154,10.8626375,0.1510625,4.8978,1.6816,0.8791875,0.776275,0.3852875,0.0464625,4.68445,4.7426375,2.99905,0.22725,13.3398375,0.8819125,0.476775,1.58575,1.6205125,1.591475,2.8971875,0.4007625,3,44.3,42,62,18,164.862,70.5,58,97,44,85,31,91,37.5,5.091673469
"ANN_22","Colorado",-108.46384,39.00672,"NORTH AMERICAN DESERTS","ANN1019","ANN1019",54,1,32,5.060481257,0.540164315,17,3.204106687,16.16147419,1.72184356,6.568181818,0.6875,8.088148897,11849.3311,0.1522,177.6792,1.7302,1.48204324,0.8827,0.6389,0.4512,0.1097,138.176,164.846,119.888,0.4456,538.8488,0.8519,0.3462,1.375,1.4021,1.3355,42.794,5.291,98.552,0.6847,3.66695092,5.280922785,1.443094773,27.66666667,3,3.730796892,9.384931431,4.093194104,1.096895275,144.5,19,0.231766371,0.45879867,0.309434959,20.28995051,1.990525764,9.1115,0.2074375,4.89005,2.024025,0.884125,0.78665,0.3846375,0.0559125,4.7479625,4.799525,2.4566625,0.2503625,12.51665,0.889175,0.48575,1.9576875,1.9923625,1.9934625,2.3865375,0.3672625,1,28.4,33,38,22,147.653,69.5,61,103,36,81,41,92,38.5,3.547861224
"ANN_22","Colorado",-108.46384,39.00672,"NORTH AMERICAN DESERTS","ANN1020","ANN1020",50,1,26,5.129167744,0.593412719,10.5,3.14676944,16.14270075,1.867993364,4.945454545,0.846153846,6.335292015,15095.3892,0.1723,223.1197,2.0313,1.715671906,0.8958,0.7227,0.4277,0.1137,175.006,193.548,130.048,0.4976,650.5041,0.8987,0.3637,1.4883,1.7712,1.7742,41.76,6.592,98.806,0.7152,2.655621183,5.66576218,2.134939978,22,3,3.494547756,8.644634703,3.841289232,1.111283081,108.8,19,0.212969399,0.474232344,0.312798257,40.47021233,1.797692238,13.3437,0.1837125,5.6982125,1.8533875,0.8475,0.7581125,0.4010375,0.056075,5.572125,5.6171125,3.1697375,0.26605,15.2952125,0.886375,0.455525,1.7728,1.84405,1.776925,3.0228875,0.3602125,2,33.5,38,41,22,171.203,48,40,76,20,58,22,67,21,4.560244898
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1021","ANN1021",39,0,18,4.172229358,0.587705812,9,3.841421736,15.82608923,2.239773167,5.293333333,0.833333333,6.353905682,5866.6979,0.1638,135.5884,1.9993,1.700040122,0.8624,0.5863,0.4544,0.0988,113.792,122.428,79.756,0.352,377.1436,0.698,0.3276,1.535,1.7165,1.2589,42.145,6.633,66.294,0.6551,3.77714431,5.905300115,1.572949443,21.5,0,3.58650785,7.100376781,3.007300923,0.842683279,79.4,12,0.205169645,0.469059603,0.325770752,20.84084512,1.916321022,10.316525,0.1984375,5.1919125,1.9850875,0.8665625,0.7780375,0.3809625,0.0571625,5.05355,5.0733875,2.7093125,0.2890625,13.3989875,0.8903375,0.4635125,1.8755625,1.94595,1.9132,2.6008625,0.3673375,0,15.4,21,28,15,194.907,69,39,74,64,45,33,59.5,48.5,3.342685714
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1022","ANN1022",42,0,18,4.403825282,0.502068234,19,3.90156446,17.31122538,1.885583766,5.747058824,0.944444444,7.292272596,10663.7851,0.1565,173.9889,1.8869,1.623212486,0.8976,0.7463,0.3413,0.1003,147.066,155.448,107.188,0.4497,515.756,0.903,0.3757,1.4502,1.6686,1.5,42.679,5.853,88.138,0.6772,3.909044627,6.216814193,1.611000813,24.5,4,3.968945563,9.198418616,3.985071873,1.01124505,97.7,11,0.191468088,0.480649664,0.327882248,21.60410271,1.775171012,9.589625,0.1750875,4.82365,1.8022125,0.863975,0.771575,0.38045,0.0518625,4.6553375,4.7003375,2.7172875,0.2451125,12.6637125,0.8876125,0.461675,1.7313125,1.7672,1.7331375,2.636575,0.3924,3,25.1,31,34,17,197.025,54,51,56,52,67,35,61.5,43.5,3.882612245
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1023","ANN1023",39,0,13,4.794269461,0.506821173,17.5,3.472099082,16.59820806,1.757280626,8.066666667,1.153846154,7.050574224,6501.7289,0.2027,134.3032,2.1493,1.75083694,0.8894,0.7946,0.3865,0.0946,130.556,131.318,76.708,0.4937,357.7146,0.8952,0.3664,1.7119,2.124,2.1354,43.316,6.144,61.468,0.7621,2.929484331,6.101693688,2.123408971,20.33333333,4,2.730829366,9.454445217,3.531321348,1.294011805,121,12,0.217322718,0.462190637,0.320486644,23.10493568,1.750640173,12.94933333,0.174283333,5.549033333,1.8258,0.869366667,0.757683333,0.392,0.056383333,5.40985,5.4469,3.169716667,0.284183333,14.9649,0.861966667,0.4619,1.7193,1.79425,1.7,3.018033333,0.355833333,3,18,31,35,15,189.543,69,63,85,53,87,39,86,46,3.702122449
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1024","ANN1024",38,0,12,2.807587459,0.439653602,14,4.840754875,13.54189727,2.118897844,3.938461538,1.083333333,6.53033635,6550.4385,0.1382,143.5291,1.5793,1.637899121,0.9118,0.6458,0.4389,0.1012,115.316,122.174,87.63,0.43,395.9141,0.726,0.3371,1.3942,1.6569,1.3248,41.534,6.36,69.596,0.7076,3.17085328,5.470637359,1.731080465,16,0,3.088659137,6.393131081,2.867383193,0.930341422,51.2,20,0.190979151,0.474247867,0.334772982,48.77467238,2.017712396,10.1823875,0.214025,5.277125,2.102775,0.8162375,0.7228125,0.4201125,0.057425,5.1197,5.150125,2.6154,0.2485625,13.6484125,0.870425,0.474075,1.9752875,2.056175,1.8430125,2.4963375,0.39015,0,13.2,22,27,13,210.468,42.5,46,56,29,56,36,56,32.5,4.046693878
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1025","ANN1025",40,1,13,3.712853836,0.440097166,25.5,3.7387189,13.80500094,1.638858765,5.326666667,1.153846154,6.949067459,4230.5077,0.2343,120.6802,2.5543,1.877940307,0.9062,0.7699,0.3685,0.1185,108.458,111.76,64.262,0.5374,342.5978,0.9062,0.3326,1.7391,2.4124,2.1667,41.502,5.972,44.958,0.7269,3.265091604,5.243608714,1.610864065,20.66666667,4,3.863032173,8.423992213,3.905957707,1.010774928,79.9,12,0.222131139,0.462418152,0.315450709,23.07969285,1.888599078,12.8270125,0.2034375,5.683975,1.9835625,0.853975,0.755725,0.41075,0.0593125,5.5615625,5.5840375,3.009625,0.2805875,15.0603625,0.872375,0.467875,1.858175,1.954575,1.8466125,2.8508875,0.354475,3,18,37,46,15,197.622,97,78,105,89,93,63,99,76,3.858857143
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1026","ANN1026",37,0,20,4.443440588,0.617621298,11,3.947783034,17.51591951,2.43512743,6,0.75,6.956532912,5411.2795,0.141,121.6547,1.6656,1.668834536,0.8563,0.6226,0.3821,0.0604,116.078,119.38,72.898,0.1861,325.4297,0.7139,0.3558,1.6376,1.6989,1.292,40.189,5.777,68.326,0.6008,3.921391172,6.583276122,1.69753179,20.33333333,0,3.030253865,7.192853254,2.768028796,0.914786022,90,13,0.213229008,0.467049971,0.319721021,31.18893084,2.039568182,11.526825,0.2205125,5.6229875,2.1323625,0.8313625,0.729025,0.42345,0.0596,5.418675,5.5086375,2.75695,0.25735,14.6644125,0.8719875,0.4713125,2.0080625,2.067925,1.9164125,2.6352375,0.370375,0,19.3,32,43,15,200.015,53.5,51.5,65,42,75,28,70,35,3.377338776
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1027","ANN1027",44,0,20,4.553660934,0.521272877,NA,3.322398977,15.0792652,1.72578177,7.229411765,0.85,7.291513796,10451.721,0.1217,154.024,1.5071,1.284732417,0.8555,0.5441,0.5051,0.1116,130.556,141.224,119.888,0.3583,501.8824,0.755,0.362,1.178,1.3562,0.8935,43.96,6.029,96.266,0.6161,2.297630274,5.30430353,2.281262303,22.25,2,3.07506281,8.732396086,3.690324626,1.205160715,122.9,16,0.229620047,0.459731342,0.310648611,27.94577807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26.4,NA,NA,17,183.207,38,31.5,42,34,39,24,40.5,29,4.413061224
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1028","ANN1028",44,0,13,3.709494876,0.454150947,8.5,4.396850907,15.4868995,1.945277709,4.4,1.384615385,12.45769926,7885.7907,0.1499,152.9765,1.912,1.68702993,0.824,0.6931,0.3486,0.0824,132.08,140.97,90.678,0.2874,431.6409,0.8807,0.3397,1.5546,1.6508,1.4545,42.174,3.385,80.01,0.6797,3.180807502,5.925114247,1.882871844,18.75,2,3.151765089,8.14667129,3.543183831,1.127246327,79.2,17,0.209225774,0.467731698,0.323042528,26.88643266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21.1,28,32,18,178.023,49.25,55,46.5,52,65,45,55.75,48.5,4.067142857
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1029","ANN1029",30,0,10,2.930806535,0.545368529,14,4.467591844,13.00498577,2.433915324,4.016666667,1.2,8.974633756,5256.5056,0.1389,121.5551,1.8265,1.595211286,0.8951,0.6954,0.4129,0.0961,100.584,106.172,76.2,0.4623,321.2873,0.788,0.3545,1.3933,1.5777,1.381,38.304,4.268,63.754,0.7009,2.889529367,5.175813315,1.792125441,14.66666667,0,2.710542092,5.35351665,2.189668374,0.809842373,48.2,9,0.205151348,0.466855647,0.327993005,23.90407276,1.807102557,11.639475,0.181775,5.3048625,1.8807625,0.8504625,0.751275,0.410925,0.052475,5.14615,5.181875,2.9355625,0.270875,14.2378375,0.872075,0.4848625,1.7672375,1.8276875,1.731,2.819125,0.3797875,0,14.8,30,42,12,212.721,82,58,85,79,82,34,83.5,56.5,4.040326531
"ANN_23","Nevada",-116.23876,40.66257,"NORTH AMERICAN DESERTS","ANN1030","ANN1030",46,1,22,4.133741296,0.594396679,25,3.616900891,14.91581587,2.144549076,7.06,0.681818182,7.064599594,6992.8892,0.2167,159.9486,2.4265,2.156571567,0.881,0.7642,0.3115,0.075,141.224,147.828,74.168,0.3039,436.5497,0.9043,0.4034,1.9932,2.0746,2.0748,41.599,5.888,68.072,0.732,3.185991139,5.341309108,1.690872009,20.33333333,4,2.695466219,6.815168823,2.735426536,1.018187514,105.9,12,0.240095919,0.447609207,0.312294874,14.25665484,1.966150229,13.494925,0.2090125,6.04225,2.0434625,0.8751875,0.775825,0.3797,0.0591375,5.860525,5.8949375,3.0731375,0.2882125,15.6859,0.877475,0.4582625,1.9246625,2.0168125,1.9633,2.914375,0.3633,1,22.2,29,34,15,180.986,NA,NA,NA,NA,NA,NA,NA,NA,4.413306122
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1041","ANN1041",92,1,62,3.29319189,0.600930411,7,3.144823546,10.35096239,1.891896888,5.422222222,0.725806452,10.52428291,9925.7866,0.1725,167.7383,1.9951,1.426321831,0.8927,0.7979,0.4291,0.1444,148.59,148.59,117.602,0.6672,511.1896,0.9283,0.318,1.2635,1.9371,1.9417,40.398,3.839,76.708,0.8359,2.201127745,3.667567057,1.740469949,20.8,2,1.987131914,5.495739812,2.089059768,1.054183398,244,45,0.20173733,0.483424333,0.314838337,17.58021006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47.8,36,52,45,166.117,31,35,25,37,40,30,32.5,33.5,2.340465306
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1042","ANN1042",63,0,39,3.982911179,0.510303497,9,3.075710332,12.20171433,1.561723683,7.576923077,0.666666667,7.812406413,9868.4964,0.185,169.999,2.0051,1.632408297,0.8763,0.6819,0.4334,0.1242,135.636,155.956,104.14,0.4846,547.727,0.9048,0.3663,1.4976,1.6182,1.5833,44.473,5.693,83.82,0.6619,2.334043431,4.247148777,1.860639842,23.66666667,2,3.321934559,7.81146039,3.311007126,1.000750714,197,25,0.207111821,0.479937459,0.31295072,37.45159924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37,30,41,26,176.523,61.5,45.5,75,48,53,38,64,43,2.728897959
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1043","ANN1043",93,1,53,3.521093245,0.536283964,13,3.42477017,12.08432994,1.839414683,6.931818182,0.830188679,9.017503729,8699.8536,0.2299,168.1431,2.1673,1.798860621,0.8594,0.7023,0.4338,0.122,147.066,157.226,93.472,0.5675,487.0191,0.8493,0.3297,1.6821,2.2015,1.9375,43.7,4.846,66.802,0.747,2.219889681,4.414915158,1.997874454,21,2,3.027582902,6.552792873,2.631118632,0.878242057,305,42,0.249007726,0.433850248,0.317142027,18.74968448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,43.6,37,41,44,178.882,76.5,51,71,82,58,44,64.5,63,3.604432653
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1044","ANN1044",72,1,46,3.72559066,0.474797966,7.5,3.387356175,12.61064854,1.607699006,7.190322581,0.673913043,9.450467718,14213.1974,0.1519,191.1976,1.2684,1.484707015,0.8951,0.6761,0.4342,0.1137,151.892,179.832,128.778,0.4393,628.5668,0.9122,0.372,1.3964,1.4375,1.4398,43.56,4.609,105.664,0.7373,2.991756127,4.532923776,1.52702596,23.33333333,3,3.702363401,7.8429547,3.482054798,0.945649828,222.9,31,0.233690541,0.455161342,0.311148116,16.07282302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42.7,40,50,31,166.943,72,59.5,84,60,83,36,83.5,48,3.780979592
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1045","ANN1045",50,0,28,3.728656155,0.624558584,19.5,3.46365312,12.87608975,2.157380889,4.813636364,0.785714286,6.551905881,7823.5973,0.1454,140.7604,1.8913,1.518287132,0.8741,0.7389,0.3963,0.1008,124.206,131.572,92.71,0.4747,392.3432,0.8904,0.3855,1.4192,1.692,1.5656,43.083,6.576,73.406,0.7468,2.252330425,4.707455003,2.1106863,20,3,2.626945382,5.966260488,2.478450877,0.945056214,105.9,19,0.198209662,0.475119788,0.326670549,28.40812382,1.946227673,7.15225,0.20215,4.41565,2.0092625,0.8015125,0.7101875,0.43235,0.0571875,4.1618875,4.2359625,2.268825,0.2538,11.387975,0.8746375,0.4502875,1.874875,1.9227,1.748,2.17355,0.3991625,1,27.4,40,40,22,204.319,21,34,15,27,39,29,27,28,4.310204082
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1046","ANN1046",65,1,41,4.23735036,0.598162244,19.5,3.31200295,14.04140361,1.979881684,4.244444444,0.658536585,7.284221554,10363.2051,0.1436,169.7081,1.7309,1.518504832,0.8491,0.701,0.3686,0.1088,138.176,153.162,111.76,0.3845,487.3005,0.9275,0.3256,1.3705,1.4945,1.3791,43.684,5.997,92.456,0.6608,2.372389645,4.9933418,2.116286083,24,2,3.157481405,7.098446787,2.979284529,0.945243517,114.6,25,0.215460744,0.475414735,0.309124521,25.12901334,1.801330187,11.002925,0.186675,5.14255,1.872225,0.8761625,0.77955,0.3965625,0.0560875,4.9927,5.0244375,2.8548625,0.2798125,13.7658375,0.8828,0.477675,1.7689875,1.8451125,1.8169375,2.7199125,0.3444625,1,39.2,38,45,27,143.887,15,19,5,25,19,19,12,22,4.038857143
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1047","ANN1047",78,1,50,3.747226602,0.605073606,10.5,3.5794331,13.39041999,2.163498573,7.664516129,0.62,10.3739716,10905.3975,0.1257,159.8343,1.5811,1.370956204,0.8885,0.7871,0.356,0.1087,146.812,149.352,116.586,0.4967,469.373,0.9023,0.3666,1.281,1.5372,1.54,41.587,4.009,95.504,0.7109,2.395459582,4.891860602,2.065427444,19.66666667,3,2.880851474,6.216137578,2.799068507,0.978663888,237.6,32,0.229741485,0.454687395,0.315571119,20.83568494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,49.1,39,51,31,179.332,79,53.5,74,84,58,49,66,66.5,3.011779592
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1048","ANN1048",78,1,50,3.244326915,0.496866205,6.5,3.689188135,11.97276905,1.833449297,7.265625,0.64,8.476702591,11259.2678,0.1909,186.519,2.136,1.646472582,0.8609,0.7149,0.4571,0.1283,147.574,165.1,113.284,0.6376,572.3002,0.8821,0.369,1.4574,1.7822,1.7846,44.706,5.274,82.804,0.7831,2.871724922,4.387489769,1.539594503,21.66666667,4,2.939099593,6.528161254,2.6895106,0.916984905,232.5,33,0.23859823,0.448447107,0.312954663,23.88981074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,46.9,35,45,32,177.604,49,50.5,47,51,48,53,47.5,52,2.69035102
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1049","ANN1049",83,1,53,3.616873899,0.583917358,14.5,3.158393235,11.38790943,1.84402252,7.837837838,0.698113208,9.246499601,12408.1042,0.184,192.3804,2.0391,1.488021905,0.8696,0.7345,0.4224,0.1443,165.862,180.086,129.286,0.5597,613.1313,0.9386,0.2872,1.3929,1.915,1.9118,43.565,4.711,86.614,0.7729,2.830651266,4.004350022,1.426229469,22.33333333,2,3.476421502,6.197772233,2.674710108,0.772008545,290,38,0.237564704,0.449881145,0.312554151,19.2284274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,56.4,48,66,37,180.052,62.5,65,59,66,57,73,58,69.5,3.536816327
"ANN_25","Nevada",-114.09841,36.79654,"NORTH AMERICAN DESERTS","ANN1050","ANN1050",NA,1,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1051","ANN1051",58,1,34,4.180154752,0.480248921,13.5,3.507566701,14.64558955,1.681506081,6.756,0.735294118,7.566159856,12421.459,0.188,212.0289,2.0384,1.826607109,0.8655,0.7141,0.4061,0.114,169.418,178.816,116.078,0.5218,625.5294,0.8494,0.3631,1.5405,1.8476,1.731,43.647,5.769,91.694,0.7378,3.105554284,5.353934218,1.732296568,21,3,3.377074818,8.712513253,3.798475449,1.124988735,168.9,22,0.220953563,0.460486204,0.318560232,24.40844763,1.810583762,6.3941375,0.1768375,3.9521875,1.8214125,0.8387875,0.7537125,0.414775,0.0545,3.74255,3.7716375,2.182825,0.2683125,10.587575,0.8874,0.49545,1.7300875,1.7756375,1.6895375,2.11005,0.3784875,3,36.3,43,46,25,180.418,62,44,70,54,60,28,65,41,3.81844898
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1052","ANN1052",64,1,39,3.380135595,0.538730497,7,3.571223376,12.04948619,1.918217478,6.766666667,0.692307692,7.286113627,9801.9159,0.1677,175.0379,2.0066,1.776096883,0.8767,0.7332,0.4025,0.1028,145.542,155.448,98.552,0.5152,470.864,0.8907,0.3769,1.5773,1.8484,1.7364,43.197,5.929,78.74,0.7112,2.900193779,4.356051815,1.513796491,21,4,3.933698639,6.336306868,2.887251547,0.736083591,182.7,25,0.237900388,0.451357517,0.310742094,26.82516667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,59.7,42,67,27,176.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1053","ANN1053",119,1,82,NA,NA,9,NA,NA,NA,4.436619718,0.865853659,10.39250678,9661.7871,0.2042,170.1771,1.5739,1.67916938,0.8906,0.7117,0.4111,0.1123,158.496,165.862,101.346,0.4368,467.6249,0.8155,0.3179,1.6366,2.08,1.9174,40.782,3.924,76.2,0.6982,NA,NA,NA,NA,2,NA,NA,NA,NA,315,76,0.224513551,0.448951818,0.326534631,24.67259219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40.9,35,43,71,172.68,27.5,30.5,39,16,41,20,40,18,3.900979592
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1054","ANN1054",82,1,48,2.978697165,0.449984302,17.5,4.460153506,13.23461899,2.007281192,7.838709677,0.645833333,10.65568788,15358.4209,0.2382,219.3848,2.5528,1.755527815,0.8641,0.5047,0.5559,0.1227,202.692,214.63,124.968,0.4613,641.3047,0.578,0.3005,1.7175,2.354,1.3481,43.195,4.054,86.106,0.7219,2.53180954,5.437944106,2.132460083,19.66666667,3,3.971457164,6.620750973,3.160335294,0.798098909,243,27,0.1991933,0.476510964,0.324295736,15.37533377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41.1,38,61,31,172.059,22.5,22.5,25,20,26,19,25.5,19.5,3.613469388
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1055","ANN1055",61,1,36,3.161196916,0.584679991,13,3.405297822,10.76347,1.989776181,5.662068966,0.805555556,7.834507489,11525.1382,0.165,185.4662,1.8819,1.637179125,0.8282,0.5554,0.4545,0.102,167.386,172.212,113.284,0.359,526.4077,0.633,0.3327,1.5202,1.7859,1.1394,43.696,5.577,93.726,0.6493,2.96427668,3.906355168,1.2963502,20,3,3.29717555,5.40775639,2.237853535,0.680345215,164.2,27,0.230960265,0.457014756,0.312024979,26.05728736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32.5,34,35,29,179.992,66.75,58,66.5,67,69.5,46.5,68,56.75,2.917506122
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1056","ANN1056",114,1,83,2.88413215,0.540123668,12,3.967770796,11.44357532,2.143086917,6.192307692,0.626506024,11.51777856,9841.5932,0.1578,157.5553,1.8332,1.49830062,0.9405,0.8007,0.3118,0.113,143.256,150.622,105.156,0.5127,481.6403,0.881,0.3589,1.4324,1.8077,1.6809,38.487,3.342,79.248,0.7128,3.386424607,4.213242753,1.208723865,21,2,3.143061076,5.339762575,2.140181112,0.681485054,322,52,0.23506322,0.448825831,0.316110949,20.26269961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.9,NA,40,52,161.263,67.75,54.5,79.5,56,55.5,53.5,67.5,54.75,2.802587755
"ANN_26","Utah",-113.51348,37.13733,"NORTH AMERICAN DESERTS","ANN1057","ANN1057",66,0,47,3.089459163,0.520675766,10.5,3.452668789,10.67399618,1.797822698,5.71,0.638297872,8.510782943,10583.5272,0.2201,186.6091,2.4809,1.685049303,0.872,0.6724,0.523,0.129,155.702,177.8,110.744,0.459,515.2946,0.8818,0.3081,1.6055,2.4229,2.217,43.549,5.117,64.262,0.7587,2.416995004,3.84075706,1.546519552,20,3,3.770892284,5.964279947,2.576236335,0.686404334,171.3,27,0.233976268,0.456139334,0.309884398,25.01424533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,54.8,63,69,30,189.703,43.5,49,54,33,69,29,61.5,31,2.61355102
