"population_id","sitename","longitude","latitude","Ecoregions","individual_id","genotype_id","DTF","Darker.axillae","Days.to.budding","Disk.diameter","Disk.to.phyllaries.diameter.ratio","Distance.of.first.branching.from.ground","Flower.FHDD.ratio","Flower.head.diameter","Flowerhead.to.phyllaries.diameter.ratio","Internode.length","LIR","Leaf.C.N.ratio","Leaf.area","Leaf.circular","Leaf.curved.height","Leaf.curved.shape.index","Leaf.curvedHeight.maxWidth","Leaf.distal.eccentricity","Leaf.eccentricity","Leaf.eccentricity.area.index","Leaf.ellipsoid","Leaf.height.mid.width","Leaf.maximum.height","Leaf.maximum.width","Leaf.obovoid","Leaf.perimeter","Leaf.proximal.eccentricity","Leaf.rectangular","Leaf.shape.index.external.I","Leaf.shape.index.external.II","Leaf.shape.index.internal","Leaf.total.C","Leaf.total.N","Leaf.width.mid.height","Leaf.width.widest.pos","Ligule.LW.ratio","Ligule.length","Ligule.width","Ligules.number","Petiole.main.veins.colour","Phyllaries.LW.ratio","Phyllaries.diameter","Phyllaries.length","Phyllaries.width","Plant.height.at.flowering","Primary.branches","RGB.proportion.blue","RGB.proportion.green","RGB.proportion.red","SLA","Seed.HW.ratio","Seed.area","Seed.circular","Seed.curved.height","Seed.curved.shape.index","Seed.distal.eccentricity","Seed.eccentricity","Seed.eccentricity.area.index","Seed.ellipsoid","Seed.height.mid.width","Seed.maximum.height","Seed.maximum.width","Seed.ovoid","Seed.perimeter","Seed.proximal.eccentricity","Seed.rectangular","Seed.shape.index.external.I","Seed.shape.index.external.II","Seed.shape.index.internal","Seed.width.mid.height","Seed.width.widest.pos","Stem.colour","Stem.diameter.at.flowering","Stem.diameter.final.after.5th.node","Stem.diameter.final.before.1st.node","TLN","Total.RGB","Trichomes.density.center.average","Trichomes.density.edge.average","Trichomes.density.leaf.center.flat.area","Trichomes.density.leaf.center.secondary.veins","Trichomes.density.leaf.edge.flat.area","Trichomes.density.leaf.edge.secondary.veins","Trichomes.density.nonvein.average","Trichomes.density.vein.average","Trichomes.length"
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1123","ANN1123",58,0,33,5.444087193,0.561188385,17,3.268434477,17.76130838,1.83332761,7.22173913,0.696969697,8.616691797,14014.1655,0.1445,191.7073,1.4866,1.45424499,0.8842,0.6167,0.4989,0.1132,145.288,173.228,131.826,0.5098,618.6788,0.8015,0.3661,1.3141,1.4819,1.2727,43.706,5.072,98.044,0.7681,3.584628722,6.095146757,1.71924315,30.75,3,2.371140467,9.707381377,2.824075242,1.197730452,166.1,20,0.234514507,0.450670471,0.314815021,16.38508769,1.666972012,12.3023125,0.1567375,5.3455625,1.71105,0.85355,0.7373125,0.3935875,0.0509625,5.2069875,5.2440375,3.20675,0.222525,14.554525,0.853525,0.4409125,1.63895,1.6910125,1.570925,3.08505,0.384,1,38.3,41,52,23,179.426,88.5,58.5,82,95,70,47,76,71,3.377632653
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1124","ANN1124",52,1,26,4.467586862,0.467985509,10.5,4.005367341,17.77656378,1.864389694,9.055,0.769230769,6.97601627,16539.9024,0.1462,198.726,1.7993,1.402125138,0.8263,0.493,0.5514,0.1169,149.86,181.61,141.732,0.4253,721.1801,0.6629,0.3946,1.2814,1.3379,0.8462,41.738,5.983,112.014,0.6699,4.120473402,6.933333031,1.696616565,25.66666667,4,2.441988199,9.534675113,3.240228454,1.328018973,181.1,NA,0.199504263,0.474280259,0.326215477,21.61231203,1.706120189,9.973475,0.16685,4.852675,1.7679625,0.8415,0.7514375,0.4104125,0.0556375,4.6421,4.6699125,2.844275,0.2904625,13.143675,0.883875,0.4622125,1.6433625,1.7161,1.6371875,2.7067,0.373975,2,36.4,42,45,20,184.372,50.5,42,51,50,58,26,54.5,38,3.204
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1125","ANN1125",98,0,55,4.571680367,0.565551532,14,3.396000448,16.55945543,1.928156547,8.026315789,0.690909091,11.72021806,13621.005,0.2408,229.3331,2.3318,2.165194773,0.8576,0.6002,0.4759,0.0958,164.592,219.456,105.918,0.3057,641.199,0.8548,0.3345,2.0719,1.9059,1.9044,42.746,3.647,86.36,0.7512,3.05248388,5.879842009,1.926721103,29,1,2.770425773,8.081588926,3.301901715,1.193074984,305,37,0.179954469,0.489566746,0.330478786,16.43659346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43.2,40,43,38,169.554,14.5,43,20,9,39,47,29.5,28,3.28677551
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1126","ANN1126",84,0,46,4.727337011,0.524830494,15,2.989063642,14.08808491,1.566594906,7.675675676,0.804347826,11.46608672,10856.2364,0.1715,173.7664,1.7227,1.500262467,0.8587,0.7524,0.3584,0.1268,154.686,160.274,115.824,0.5064,542.6725,0.8943,0.3361,1.3838,1.8125,1.6345,41.406,3.611,85.344,0.6964,4.373958792,4.799078915,1.1020794,32.25,2,3.525262782,9.001513856,3.766478522,1.0757363,284,37,0.227376015,0.457990115,0.314633869,21.80842989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.2,39,46,37,176.03,31,40.16666667,31.66666667,30.33333333,40.66666667,39.66666667,36.16666667,35,3.577518367
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1127","ANN1127",65,0,32,5.138683732,0.635949637,14.6,2.945206713,15.13292961,1.883141186,6.668181818,0.6875,7.522695905,16528.8057,0.1322,225.6301,1.7988,1.645013852,0.8878,0.7143,0.4216,0.0979,168.91,188.722,137.16,0.3689,606.1699,0.8923,0.3921,1.3759,1.4877,1.4888,43.214,5.744,113.538,0.6756,2.675555569,5.078859769,1.902301098,28.66666667,1,2.381819988,7.979567753,3.220417591,1.360548311,146.7,20,0.212727462,0.472765856,0.314506682,21.69704082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41.2,41,45,22,163.049,23.5,23.5,23,24,22,25,22.5,24.5,3.501306122
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1128","ANN1128",65,1,35,4.954626296,0.553276047,11.5,3.450810548,17.09804729,1.910060524,7.725,0.685714286,7.171735707,24521.4348,0.163,282.2045,2.0387,1.693660577,0.8143,0.4687,0.5421,0.1043,239.776,247.396,166.624,0.3033,908.3505,0.6113,0.3421,1.4848,1.7913,0.9383,44.161,6.158,133.858,0.6244,3.243964915,6.056539183,1.87381165,25,3,2.611897154,8.985564922,3.335247975,1.278764032,185.4,21,0.228431485,0.456204666,0.315363849,23.07031216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.8,47,50,24,165.577,26.5,22.5,18,35,23,22,20.5,28.5,3.516489796
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1129","ANN1129",58,1,35,5.117557172,0.595572517,10.5,3.426972453,17.54322805,2.040324824,7.025,0.685714286,6.419299467,7762.2425,0.1446,150.1774,1.8867,1.670196628,0.8884,0.7917,0.3113,0.0838,134.112,135.636,89.916,0.3561,416.6083,0.8884,0.38,1.5085,1.6762,1.688,39.163,6.101,80.01,0.7116,3.022516812,6.442456245,2.142774602,28.33333333,4,3.115257924,8.590936902,3.625796911,1.176160984,168.6,20,0.220784615,0.460185691,0.319029694,29.50301216,1.675736373,11.457075,0.1602875,5.0832625,1.743425,0.8370875,0.747,0.411575,0.0544125,4.9543125,4.9874,3.03345,0.2841625,13.8964625,0.880375,0.4758,1.6447,1.7048375,1.6115375,2.9077875,0.3559875,2,29.4,35,36,24,190.208,61.5,54.5,80,43,67,42,73.5,42.5,2.574195918
"ANN_33","Utah",-112.15004,40.77115,"NORTH AMERICAN DESERTS","ANN1130","ANN1130",52,1,32,5.158310819,0.530931341,10.5,3.151719528,16.23538115,1.673108981,6.058333333,0.75,6.894312503,9655.9807,0.1587,167.8619,2.0374,1.519249706,0.7778,0.6007,0.4766,0.1226,119.38,154.178,110.49,0.4113,567.3976,0.8505,0.3219,1.3954,1.4242,1.3285,41.899,6.077,83.82,0.6651,3.399506788,5.826169488,NA,31.66666667,3,2.479652331,9.712829743,3.377287954,1.389535545,145.4,23,0.196175496,0.485432843,0.318391661,27.67549642,1.697560172,12.5434375,0.1626625,5.412225,1.7363375,0.8620125,0.7659875,0.381825,0.0509625,5.2506625,5.2850625,3.1882375,0.25875,14.6199,0.87975,0.453275,1.65995,1.71205,1.6545625,3.0704875,0.3939875,1,34.8,42,52,24,179.788,56,44.5,75,37,63,26,69,31.5,2.449077551
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1131","ANN1131",90,1,45,5.399864112,0.586109107,18,3.352358,18.08640477,1.963941572,10.15,0.666666667,9.13882063,13095.9093,0.1341,180.4913,1.737,1.412715048,0.9146,0.7835,0.292,0.1056,160.782,166.878,127.762,0.4283,585.9265,0.8986,0.3589,1.3062,1.563,1.4438,44.143,4.83,102.87,0.702,3.539316093,6.417665795,1.833005398,39.66666667,3,2.901630975,9.230732695,3.779950683,1.307423763,304.5,30,0.205001768,0.482317014,0.312681218,16.8674772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,47.7,44,51,30,155.545,48,39,46,50,49,29,47.5,39.5,3.36362449
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1132","ANN1132",NA,1,32,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1133","ANN1133",94,1,55,4.325663541,0.515194184,5.7,3.589507466,15.53848421,1.847363044,7.381578947,0.690909091,11.54637443,10051.8509,0.1115,166.8069,1.6334,1.556208717,1.035,0.4797,0.5583,0.0787,127.254,156.972,107.188,0.2056,539.8143,0.6338,0.3526,1.4645,1.2879,1,39.474,3.419,98.806,0.5679,3.155539333,5.797330877,1.846560718,25,2,2.853244657,8.442827637,3.033183444,1.063612922,280.5,25,0.251529377,0.442439827,0.306030797,18.25286163,1.766638117,13.03935,0.1796375,5.6464625,1.851675,0.86445,0.7677875,0.391225,0.0607125,5.4888,5.525825,3.1961625,0.3165125,15.1960125,0.881725,0.45105,1.7310875,1.8319625,1.775875,3.0003875,0.338825,1,38.3,33,45,38,167.225,46.5,54.5,75,18,80,29,77.5,23.5,2.740995918
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1134","ANN1134",77,0,45,5.734958879,0.573876209,15,3.601899453,20.60239163,2.068315167,8.753846154,0.577777778,8.75567298,9517.6584,0.173,189.2679,1.7273,1.925450162,0.7754,0.6761,0.3392,0.0921,153.924,161.036,98.298,0.2822,544.6429,0.8992,0.3572,1.6382,1.7464,1.4759,42.327,4.834,88.138,0.6786,4.48486478,7.689453361,1.757623992,39.25,1,3.512088721,10.00136628,4.140787411,1.176125939,227.6,23,0.237307124,0.454230555,0.308462321,20.65464063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.6,30,35,26,165.132,22,51,9,35,46,56,27.5,45.5,3.096906122
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1135","ANN1135",52,1,27,5.325310985,0.507955957,8.5,3.706708063,19.63714499,1.876054099,7.2,0.740740741,7.137777595,12952.2322,0.1204,194.4703,1.5237,1.513104945,0.8814,0.7348,0.4137,0.1081,145.288,154.432,128.524,0.5008,587.1573,0.9065,0.3982,1.2016,1.4336,1.3274,42.26,5.921,101.346,0.7052,3.90095886,7.429605805,1.97264259,29,3,2.807805101,10.46507531,4.081713468,1.461971876,144,19,0.217936059,0.464817904,0.317246036,21.58345642,1.716479725,11.0261625,0.1703125,5.0615125,1.787125,0.8826375,0.7859625,0.379275,0.0565375,4.93845,4.9728375,2.948775,0.2654625,13.5178375,0.88315,0.4587625,1.690775,1.7599375,1.7516125,2.8138375,0.3598125,1,35,42,51,20,176.226,67.5,67.5,74,61,80,55,77,58,3.469959184
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1136","ANN1136",52,0,27,5.187182916,0.477887642,9,4.067319492,21.08381931,1.938097364,7.595,0.740740741,6.681655788,8756.9502,0.1289,137.0742,1.55,1.246333036,0.9247,0.6785,0.4705,0.1152,106.68,129.032,109.982,0.5026,442.7179,0.8665,0.3697,1.1732,1.3003,1.2932,40.543,6.068,82.042,0.7337,4.043127212,7.960194871,1.973838902,29.33333333,3,3.77973941,10.90956716,4.556217247,1.21222676,151.9,20,0.193016685,0.485572525,0.321410789,26.81246234,1.731807605,10.51775,0.1674125,4.9120125,1.779575,0.8606875,0.7541,0.4045125,0.052025,4.7254625,4.7916125,2.83635,0.239625,13.310775,0.872175,0.487875,1.6891875,1.7118875,1.6316875,2.759625,0.395025,1,32.5,36,52,20,172.726,71.5,64.5,72,71,91,38,81.5,54.5,3.153404082
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1137","ANN1137",51,1,26,4.655612174,0.606350078,9,3.391713843,15.76018559,2.054289098,8.223809524,0.807692308,7.341869045,6253.3423,0.1534,132.6721,1.6921,1.568561869,0.844,0.7066,0.4171,0.103,110.744,118.872,84.582,0.5027,387.4823,0.8707,0.3803,1.4054,1.6208,1.5138,43.59,5.937,68.326,0.7293,3.397664082,5.637884306,1.660035556,25.5,4,2.290240655,7.715275758,2.437467707,1.075190927,172.7,18,0.237412451,0.450824857,0.311762692,16.2889875,1.691730067,12.5177,0.1603375,5.3421875,1.7625625,0.873725,0.7712125,0.38855,0.0505625,5.196425,5.234775,3.157825,0.2556625,14.5340375,0.8732,0.4748,1.6585125,1.709875,1.66615,3.0400625,0.3679,3,30,35,46,21,172.333,86,89.5,63,109,68,111,65.5,110,3.265959184
"ANN_34","Utah",-112.26423,40.69149,"NORTH AMERICAN DESERTS","ANN1138","ANN1138",52,1,26,4.561018027,0.544681026,10.5,3.927798534,17.86500907,2.139184739,6.615789474,0.730769231,8.013721402,12306.8141,0.1335,194.1667,1.9501,1.654623002,0.8863,0.721,0.3901,0.0982,146.304,162.306,117.348,0.4652,626.8417,0.9073,0.4128,1.3831,1.4769,1.4286,42.352,5.285,99.06,0.7811,3.205230793,6.826448714,2.145769117,26.5,3,2.519865433,8.372988627,3.170373734,1.257592182,125.7,18,0.205434715,0.474968565,0.319596721,21.13483445,1.785012195,9.6964625,0.1703375,4.866925,1.8171375,0.8422875,0.7449875,0.399725,0.0482875,4.6394625,4.685775,2.72655,0.2408,12.9316125,0.875925,0.46995,1.7260625,1.757775,1.64325,2.6524375,0.393925,2,36.3,34,37,19,175.759,63.5,87,58,69,103,71,80.5,70,3.305828571
