"Ecoregions","Total.RGB","Primary.branches","RGB.proportion.red","Total_Leaf_Number","Phyllaries.length","Leaf.total.N","Specific_Leaf_Area","Leaf.C.N.ratio","Seed.rectangular","Leaf.shape.index.external.I","Seed.maximum.height","Seed.curved.height","Seed.proximal.eccentricity","Ligule.width","Seed.area","Seed.height.mid.width","Seed.perimeter","Flower.FHDD.ratio","Days.to.budding","Disk.diameter","Leaf.shape.index.internal","Phyllaries.diameter","Seed.width.mid.height","Phyllaries.width","Seed.maximum.width","Flower.head.diameter","Seed.ellipsoid","Ligules.number","Stem.colour","RGB.proportion.blue","Stem.diameter.at.flowering","Plant.height.at.flowering","Distance.of.first.branching.from.ground","Days_to_flowering"
"NORTH AMERICAN DESERTS",163.235,17,0.306055687,22,4.87525223,5.606,22.97602455,7.405845364,0.469790975729476,1.5761,5.06901904740834,5.19420731575059,0.878206127257953,1.71421753302286,10.8405470458679,5.01775962910887,13.7925954302981,3.3415617022637,24,5.137914791,1.2125,10.75060047,2.68002786238471,1.102423445,2.80976070524444,15.308995599142,0.0567679053843002,34,1,0.22949735,30.8,163.9,21,58
"NORTH AMERICAN DESERTS",176.57,15,0.312850428,18,4.449321019,4.967,25.53991139,8.292563417,0.470011414896149,1.4859,5.10418939780584,5.22501648231297,0.876954188110854,1.745415968,10.986089800885,5.05032738756091,13.8890616809397,2.953538399,20,5.655375992,1.45,10.4290013,2.70062048184628,1.14688827,2.82904126484172,16.66921457,0.0566522256246858,29.66666667,4,0.226907176,36.1,129,18,49
"NORTH AMERICAN DESERTS",155.594,19,0.305474504,22,3.494423921,6.521,20.5225603,6.797172679,0.45955,1.4752,4.676525,4.8472,0.8885625,1.676155932,9.176725,4.5667125,12.6901625,3.052437157,26,4.980855467,1.5662,8.501028692,2.483125,1.049853639,2.6114375,15.20610416,0.0583875,23.5,2,0.234751983,33.2,103.3,20,51
"NORTH AMERICAN DESERTS",172.8,19,0.310601852,20,3.578789773,5.977,17.86987727,7.112689637,0.465675,1.7225,5.2903375,5.3922375,0.88325,1.274683011,10.8731375,5.2387625,14.074175,2.711813965,21,4.788157188,1.7327,8.005675372,2.5545625,1.078164285,2.729175,12.98487006,0.063075,18.66666667,2,0.233020833,37.5,118.4,8.5,49
"NORTH AMERICAN DESERTS",151.523,24,0.303458881,23,3.078229956,5.602,18.0137966,7.603541208,0.488525,1.7531,4.9212375,5.023725,0.889125,1.313707533,11.1337875,4.863025,13.7429125,3.205743568,28,5.103338576,1.5667,8.747050059,2.8310375,1.070086185,2.9276125,16.33111285,0.052775,29.66666667,2,0.255314375,45.2,157.7,6,63
"NORTH AMERICAN DESERTS",166.605,14,0.313267909,18,3.679203028,6.82,45.31997175,6.314316437,0.466,1.3631,4.815425,4.956975,0.877,1.630419379,8.730075,4.7426625,12.8316875,3.34773484,13,3.762437088,1.1417,7.989630862,2.2569,1.057030376,2.3905125,12.57868372,0.062375,20.5,1,0.233732481,29,90.4,7.5,44
"NORTH AMERICAN DESERTS",175.334,16,0.315512108,19,4.304781993,6.109,20.49233582,7.004803358,0.4565125,1.4575,5.1368875,5.2761125,0.8835,1.766940276,11.9229625,5.0575125,14.3052875,3.059105838,26,5.089501653,1.0138,9.711507055,2.9540875,1.127449585,3.083725,15.57017838,0.054775,30,4,0.229459204,32.8,141.2,20.5,51
"NORTH AMERICAN DESERTS",166.837,18,0.309182016,21,4.470166542,5.644,21.33896296,7.603590913,0.4705125,1.6445,5.7838,5.8977375,0.8816875,2.233019133,13.6896625,5.736175,15.6408125,2.872598435,32,5.644650074,1.9037,10.39961542,2.9845,1.299255608,3.1313375,16.22135217,0.05695,20.66666667,0,0.223565516,38.8,93.7,8,55
"NORTH AMERICAN DESERTS",205.614,23,0.323256199,24,3.53335378,6.316,24.90237036,6.965018246,0.4679875,1.5272,5.144825,5.2430125,0.8572125,1.74125225040799,11.091325,5.0218,13.926975,2.958412364,32,5.089755081,1.472,8.861863465,2.7648875,1.238012464,2.849575,15.04989612,0.0519,27,0,0.206620172,34.2,150.1,11,58
"NORTH AMERICAN DESERTS",193.92,21.7099400042785,0.309179043,22,3.559828687,5.722,31.55387182,7.336166696,0.468381707808879,1.204,5.11850656412827,5.24020827464209,0.87584081800507,2.371079015,11.0443557260893,5.06734305019025,13.9181355074828,3.404739739,32,4.716913605,1.6434,8.650643802,2.7152401516,1.163895571,2.84134728460359,15.93784572,0.0562526583500274,22,2,0.250061881,25,90.6,14.9014921496336,58
"NORTH AMERICAN DESERTS",191.384,14,0.326803704,19,3.94576976,7.352,35.48203645,5.711254165,0.47075526550483,1.5146,5.09864231470301,5.21933117806399,0.876297954621222,1.595697697,10.9173341305693,5.04627796827507,13.8517273434002,3.754576891,18,3.402181041,1.8558,8.404798211,2.68304193041487,0.998559001,2.81222681489518,12.77488682,0.0569230283727957,20.33333333,2,0.197540024,32,123.5,26,43
"NORTH AMERICAN DESERTS",189.05,16,0.315757736,21,3.099651324,5.239,22.81937119,8.353021362,0.4587625,1.2901,4.6500625,4.8046875,0.8357125,1.346561412,9.10305,4.5508375,12.810125,3.202429131,33,4.780373369,1.7232,8.378433191,2.5082375,0.989127582,2.6022,15.29633168,0.0516625,27.66666667,2,0.211467866,25.5,139.8,33,53
"NORTH AMERICAN DESERTS",195.512,20,0.319387045,20,3.779443075,5.827,25.80739838,7.419717713,0.4402125,1.5888,5.4927625,5.58295,0.86185,1.540653483,10.49295,5.462325,14.14325,3.240159975,24,4.448433283,1.6688,8.891920131,2.4593,0.91377005,2.5955625,14.41022654,0.0636125,31,3,0.216979009,33.2,131.5,21.5,47
"NORTH AMERICAN DESERTS",190.347,18,0.329550768,20,3.318795478,5.259,22.77957452,8.209358514,0.471043083840135,1.806,5.02330359557303,5.14714003802868,0.876057161224786,1.81520222,10.6247525523352,4.9707928958867,13.6592314788276,3.153393628,26,4.42598542,1.9655,7.779406101,2.64760385409422,1.120182769,2.7741793376317,13.97291076,0.0567142504843903,23.33333333,0,0.194917703,35.1,135.6,13,51
"NORTH AMERICAN DESERTS",182.072,17,0.314479986,20,3.678980411,6.416,23.17203352,6.87518889,0.46715,1.5747,5.58405,5.6141,0.879975,1.904510337,12.392725,5.461,14.74195,3.093021795,22,5.510759684,1.9452,8.28105894,2.8151875,1.284014914,2.94215,17.01490884,0.0580375,28.66666667,0,0.237230326,37.7,124.3,22.5,50
"NORTH AMERICAN DESERTS",192.39,18,0.320962628,19,3.949425101,6.014,30.59324556,6.995766227,0.485325,1.5134,5.55625,5.6738625,0.8834875,1.271877642,11.934375,5.5245,14.6122875,2.860838154,24,4.872156621,1.4153,10.10497069,2.6987625,0.971639304,2.8006125,13.92022835,0.0572625,25.66666667,1,0.205125006,33.2,101.7,11,49
"NORTH AMERICAN DESERTS",158.707,18,0.311151997,21,4.218928148,5.744,23.2669067,7.410025236,0.45825,1.3857,5.8936,5.9817,0.88465,1.511503591,13.4464125,5.8592,15.4141,2.767385158,26,5.493038855,1.6736,10.62175584,2.8456,1.241142233,3.0466875,15.2022628,0.0634,31,4,0.20027472,31.7,156.7,23.5,51
"NORTH AMERICAN DESERTS",185.576,20,0.317805104,23,4.220093913,5.971,25.22718252,7.28177266,0.5010125,1.5959,5.550975,5.6494375,0.8880625,1.822848353,11.9231625,5.520525,14.6516875,3.251956818,30,5.200498916,0.9506,9.459711141,2.636575,1.341215817,2.763575,16.05795049,0.059125,27.66666667,1,0.215787602,41.8,163.2,18.5,56
"NORTH AMERICAN DESERTS",186.904,16,0.314947781,19,3.585613628,6.057,23.72416092,6.954688178,0.47472,1.4212,5.01436,5.13752,0.88156,1.91846858,11.67658,4.97416,13.86704,3.334518898,24,4.65339106,1.2658,8.977747724,2.9591,1.206279647,3.06068,15.51883746,0.04954,21.33333333,3,0.220771091,31.9,131,27,47
"NORTH AMERICAN DESERTS",147.653,19,0.309434959,22,4.093194104,5.291,20.28995051,8.088148897,0.48575,1.375,4.799525,4.89005,0.889175,1.443094773,9.1115,4.7479625,12.51665,3.204106687,32,5.060481257,1.3355,9.384931431,2.3865375,1.096895275,2.4566625,16.16147419,0.0559125,27.66666667,1,0.231766371,28.4,144.5,17,54
"NORTH AMERICAN DESERTS",171.203,19,0.312798257,22,3.841289232,6.592,40.47021233,6.335292015,0.455525,1.4883,5.6171125,5.6982125,0.886375,2.134939978,13.3437,5.572125,15.2952125,3.14676944,26,5.129167744,1.7742,8.644634703,3.0228875,1.111283081,3.1697375,16.14270075,0.056075,22,2,0.212969399,33.5,108.8,10.5,50
"NORTH AMERICAN DESERTS",197.025,11,0.327882248,17,3.985071873,5.853,21.60410271,7.292272596,0.461675,1.4502,4.7003375,4.82365,0.8876125,1.611000813,9.589625,4.6553375,12.6637125,3.90156446,18,4.403825282,1.5,9.198418616,2.636575,1.01124505,2.7172875,17.31122538,0.0518625,24.5,3,0.191468088,25.1,97.7,19,42
"NORTH AMERICAN DESERTS",189.543,12,0.320486644,15,3.531321348,6.144,23.10493568,7.050574224,0.4619,1.7119,5.4469,5.549033333,0.861966667,2.123408971,12.94933333,5.40985,14.9649,3.472099082,13,4.794269461,2.1354,9.454445217,3.018033333,1.294011805,3.169716667,16.59820806,0.056383333,20.33333333,3,0.217322718,18,121,17.5,39
"NORTH AMERICAN DESERTS",210.468,20,0.334772982,13,2.867383193,6.36,48.77467238,6.53033635,0.474075,1.3942,5.150125,5.277125,0.870425,1.731080465,10.1823875,5.1197,13.6484125,4.840754875,12,2.807587459,1.3248,6.393131081,2.4963375,0.930341422,2.6154,13.54189727,0.057425,16,0,0.190979151,13.2,51.2,14,38
"NORTH AMERICAN DESERTS",197.622,12,0.315450709,15,3.905957707,5.972,23.07969285,6.949067459,0.467875,1.7391,5.5840375,5.683975,0.872375,1.610864065,12.8270125,5.5615625,15.0603625,3.7387189,13,3.712853836,2.1667,8.423992213,2.8508875,1.010774928,3.009625,13.80500094,0.0593125,20.66666667,3,0.222131139,18,79.9,25.5,40
"NORTH AMERICAN DESERTS",200.015,13,0.319721021,15,2.768028796,5.777,31.18893084,6.956532912,0.4713125,1.6376,5.5086375,5.6229875,0.8719875,1.69753179,11.526825,5.418675,14.6644125,3.947783034,20,4.443440588,1.292,7.192853254,2.6352375,0.914786022,2.75695,17.51591951,0.0596,20.33333333,0,0.213229008,19.3,90,11,37
"NORTH AMERICAN DESERTS",183.207,16,0.310648611,17,3.690324626,6.029,27.94577807,7.291513796,0.470483639733505,1.178,5.09457868880073,5.21763440295907,0.877405794496917,2.281262303,10.9855121686891,5.04102010373582,13.8712670362271,3.322398977,20,4.553660934,0.8935,8.732396086,2.70682620322142,1.205160715,2.83374018374107,15.0792652,0.0563925561254516,22.25,3,0.229620047,26.4,122.9,15.0685050113963,44
"NORTH AMERICAN DESERTS",178.023,17,0.323042528,18,3.543183831,3.385,26.88643266,12.45769926,0.469503844423931,1.5546,5.07978483263179,5.20185230696552,0.876138820944943,1.882871844,10.819374190805,5.02768385095425,13.8109125142449,4.396850907,13,3.709494876,1.4545,8.14667129,2.67094039439046,1.127246327,2.80011959043319,15.4868995,0.0569224103909374,18.75,2,0.209225774,21.1,79.2,8.5,44
"NORTH AMERICAN DESERTS",212.721,9,0.327993005,12,2.189668374,4.268,23.90407276,8.974633756,0.4848625,1.3933,5.181875,5.3048625,0.872075,1.792125441,11.639475,5.14615,14.2378375,4.467591844,10,2.930806535,1.381,5.35351665,2.819125,0.809842373,2.9355625,13.00498577,0.052475,14.66666667,0,0.205151348,14.8,48.2,14,30
"NORTH AMERICAN DESERTS",166.117,45,0.314838337,45,2.089059768,3.839,17.58021006,10.52428291,0.473406160484013,1.2635,4.78907196129813,4.92654053199174,0.875240350188131,1.740469949,9.77374146537445,4.74132335875271,13.0823541164036,3.144823546,62,3.29319189,1.9417,5.495739812,2.55480591236431,1.054183398,2.67219259596281,10.35096239,0.0554799337377355,20.8,0,0.20173733,47.8,244,7,92
"NORTH AMERICAN DESERTS",178.882,42,0.317142027,44,2.631118632,4.846,18.74968448,9.017503729,0.468049137407166,1.6821,5.02325675038022,5.14973257362841,0.876018177717357,1.997874454,10.5103038438209,4.9719300162147,13.620329886611,3.42477017,53,3.521093245,1.9375,6.552792873,2.63003622221032,0.878242057,2.75383782170305,12.08432994,0.0567475222582894,21,1,0.249007726,43.6,305,13,93
"NORTH AMERICAN DESERTS",166.943,31,0.311148116,31,3.482054798,4.609,16.07282302,9.450467718,0.470131549245262,1.3964,4.96407409043642,5.09406292067478,0.876372960102545,1.52702596,10.4240607796303,4.91527654783237,13.5183809301566,3.387356175,46,3.72559066,1.4398,7.8429547,2.63642013376587,0.945649828,2.75797950316677,12.61064854,0.0559807775158036,23.33333333,1,0.233690541,42.7,222.9,7.5,72
"NORTH AMERICAN DESERTS",204.319,19,0.326670549,22,2.478450877,6.576,28.40812382,6.551905881,0.4502875,1.4192,4.2359625,4.41565,0.8746375,2.1106863,7.15225,4.1618875,11.387975,3.46365312,28,3.728656155,1.5656,5.966260488,2.17355,0.945056214,2.268825,12.87608975,0.0571875,20,1,0.198209662,27.4,105.9,19.5,50
"NORTH AMERICAN DESERTS",177.604,33,0.312954663,32,2.6895106,5.274,23.88981074,8.476702591,0.47170713313503,1.4574,4.88889644775709,5.02173560796348,0.875564082602411,1.539594503,10.1136248537027,4.84204506385629,13.3178882637321,3.689188135,50,3.244326915,1.7846,6.528161254,2.59019687440821,0.916984905,2.71168478804885,11.97276905,0.0561770499492616,21.66666667,3,0.23859823,46.9,232.5,6.5,78
"NORTH AMERICAN DESERTS",180.052,38,0.312554151,37,2.674710108,4.711,19.2284274,9.246499601,0.469695560074979,1.3929,4.95957797329207,5.08821790452642,0.875128793862941,1.426229469,10.2593889644234,4.91055977807662,13.4555728998841,3.158393235,53,3.616873899,1.9118,6.197772233,2.59398533008528,0.772008545,2.71713624692685,11.38790943,0.0567186355010948,22.33333333,3,0.237564704,56.4,290,14.5,83
"NORTH AMERICAN DESERTS",174.199017044014,25.157217422507,0.31425723149899,27.0166375863318,3.32982273005459,5.35570373691897,22.6694451664598,8.27009168958381,0.466983302327129,1.50096973708282,5.05466667482543,5.17932887902625,0.875535020777364,1.66083877447952,10.6848456153085,5.00392218320633,13.7187538639557,3.34716964017305,36.2687046976342,4.48316398016903,1.59233867360794,8.33793126099992,2.66105140974027,1.10578146970467,2.78598828333351,14.82879898848,0.0564913961531654,25.9626663674055,1,0.221807446454875,37.5260685183289,180.055455504601,19,64.0358408332775
"NORTH AMERICAN DESERTS",180.418,22,0.318560232,25,3.798475449,5.769,24.40844763,7.566159856,0.49545,1.5405,3.7716375,3.9521875,0.8874,1.732296568,6.3941375,3.74255,10.587575,3.507566701,34,4.180154752,1.731,8.712513253,2.11005,1.124988735,2.182825,14.64558955,0.0545,21,3,0.220953563,36.3,168.9,13.5,58
"NORTH AMERICAN DESERTS",176.204,25,0.310742094,27,2.887251547,5.929,26.82516667,7.286113627,0.471070670803302,1.5773,4.95328421634162,5.08188992008807,0.876212194957153,1.513796491,10.2832543559036,4.90519979564124,13.457948227313,3.571223376,39,3.380135595,1.7364,6.336306868,2.59794624168937,0.736083591,2.7219118200775,12.04948619,0.056746591507167,21,3,0.237900388,59.7,182.7,7,64
"NORTH AMERICAN DESERTS",172.68,76,0.326534631,71,3.24458715397046,3.924,24.67259219,10.39250678,0.470100147959667,1.6366,4.92254698689766,5.05312727389372,0.875678524176939,1.66146615979092,10.206495783841,4.87390652005312,13.3862938386841,3.4172348718403,82,4.32872529222314,1.9174,8.07754774185012,2.59727968091045,1.0665270965905,2.71831295517074,14.6186961521086,0.0563482649811631,25.215975784823,2,0.224513551,40.9,315,9,119
"NORTH AMERICAN DESERTS",172.059,27,0.324295736,31,3.160335294,4.054,15.37533377,10.65568788,0.47133290591279,1.7175,4.92644122790117,5.05897672077599,0.877604111047991,2.132460083,10.1832754627397,4.87492510407931,13.3800729405558,4.460153506,48,2.978697165,1.3481,6.620750973,2.5891875967643,0.798098909,2.71002433686103,13.23461899,0.0564621387275355,19.66666667,4,0.1991933,41.1,243,17.5,82
"NORTH AMERICAN DESERTS",161.263,52,0.316110949,52,2.140181112,3.342,20.26269961,11.51777856,0.472488493165599,1.4324,4.88466135218792,5.01817327685689,0.876369558019986,1.208723865,10.0044042468686,4.83737279976825,13.26548189194,3.967770796,83,2.88413215,1.6809,5.339762575,2.5603282201574,0.681485054,2.68248788596298,11.44357532,0.0565544496593235,21,1,0.23506322,46.9,322,12,114
"NORTH AMERICAN DESERTS",189.703,27,0.309884398,30,2.576236335,5.117,25.01424533,8.510782943,0.473562004130536,1.6055,4.82037076091991,4.95691260675068,0.876254942347428,1.546519552,9.72092072824889,4.77344500766062,13.0937929605736,3.452668789,47,3.089459163,2.217,5.964279947,2.51629122444418,0.686404334,2.63695287482156,10.67399618,0.0568852375388689,20,3,0.233976268,54.8,171.3,10.5,66
"NORTH AMERICAN DESERTS",180.527,63,0.32530314,66,1.651758921,3.57,20.04700909,12.12785411,0.475293169859191,1.5085,4.68265884973633,4.82363935463399,0.875066344700727,1.60820213085953,9.28037011122203,4.63489355311833,12.7801495645207,3.45571420752112,84,2.097198198,1.662,3.812526969,2.47319925153995,0.693620416,2.59080002025134,13.688729588724,0.0561362662409436,19,2,0.201221978,45.4,373,9.7,119
"NORTH AMERICAN DESERTS",183.734,29,0.321072855,30,2.603946409,5.304,23.98266507,8.407663064,0.47198581344537,1.5784,4.84632358455291,4.98063873576058,0.874737435836739,1.273518115,9.93180051252421,4.79787754920384,13.2025649170299,4.092443006,46,2.619534409,1.7563,5.626797109,2.56281591038025,0.670071213,2.68270754007582,10.69350782,0.0562207307612418,18.66666667,0,0.195314966,36.3,163.6,9,70
"NORTH AMERICAN DESERTS",149.639,20.6841548840146,0.309986033,17,3.261484684,6.75,20.14261113,6.326849085,0.471373197538177,1.5739,5.06416187112676,5.18809821107303,0.877468088374213,1.252563631,10.7203111469886,5.01281850042522,13.7342785869453,3.750301234,20,4.340746153,1.3377,8.036201287,2.65209589007336,0.812383793,2.77851615892818,16.14333884,0.0569192488997494,31.66666667,3,0.218853374,22.9,89.2,22.5,46
"NORTH AMERICAN DESERTS",182.338,19.0886962177643,0.314734175,13,3.672480574,5.746,22.21076544,7.427083933,0.470511890224298,1.7422,5.08578003686811,5.20704666023823,0.87610919745974,1.72479526324177,10.8696058076534,5.03303409353484,13.821330204704,3.35666536008245,18,4.978830027,2.0556,8.346700023,2.67843105280618,1.216777546,2.80665202788701,15.0920132590432,0.0568255658255393,29,4,0.224209984,27.3,95.9,14.6844647025875,48
"NORTH AMERICAN DESERTS",165.163,18,0.308337824,16,3.40511361557869,6.705,33.74473162,6.427566052,0.47101446079465,1.5448,5.04984604615889,5.17283782255345,0.876439175567476,1.71368118715734,10.7301288135504,4.99841241704526,13.7328139126483,3.37786835800761,24,4.49268960751367,1.7813,8.39430621438639,2.66378872391281,1.11900087509413,2.79018859928599,14.929897784785,0.0566243130379482,24.630500888982,0,0.23360559,32.5,112.5,6,57
"NORTH AMERICAN DESERTS",177.55,15,0.311591101,19,2.774295071,6.358,25.68253647,6.915497268,0.470001703311528,1.543,5.05606587261061,5.18129910764054,0.877344644606055,1.66139326,10.8442636097337,5.00343750408092,13.7757835126839,3.24785979,32,4.394278992,1.3774,7.02228377,2.68958954562518,1.314847007,2.81789562134879,14.24668746,0.0564641103592425,22,3,0.242269783,36.5,90.3,9,51
"NORTH AMERICAN DESERTS",179.991,15,0.317399203,16,1.887651514,5.787,20.71351908,7.292136922,0.48195,1.287,4.3669625,4.5324375,0.8837875,0.935351548,9.2906625,4.319325,12.3387375,3.036198441,24,3.061583293,1.474,4.488256494,2.656425,0.712491483,2.7702,9.304823408,0.0500875,27.66666667,4,0.216721947,24.4,94.6,14,51
"NORTH AMERICAN DESERTS",168.367,17,0.315625984,22,3.399722763,6.599,19.10444234,6.255633773,0.483375,2.063,5.0231125,5.1766,0.886975,1.658791188,10.9233875,4.9715125,13.9145,3.081736197,26,5.406586746,1.0971,8.584201521,2.7027125,1.158314074,2.820475,16.66557601,0.055475,30.66666667,0,0.244163049,36.3,108,8,58
"NORTH AMERICAN DESERTS",190.616,18,0.316494943,18,3.52677612279833,6.682,16.55438388,6.376831084,0.4721,1.3009,5.1554125,5.2683625,0.871475,2.211648382,11.7308875,5.1077875,14.50295,3.517138222,21,4.914618982,1.4545,8.73476628078546,2.919675,1.16649591512106,3.020225,17.25136846,0.052125,28.33333333,2,0.232446384,35.7,111.3,9,51
"NORTH AMERICAN DESERTS",169.763,18.8676283892661,0.316753356,13,3.51373425676497,6.651,19.38761964,6.415997793,0.4707375,1.5182,4.953,5.0882625,0.8733875,1.74128727381203,11.128775,4.9199375,13.9492875,3.35889671727884,14,4.61573339116397,1.5968,8.65613134844772,2.8151875,1.15298107993174,2.981875,15.2659737214767,0.056025,29,2,0.208549566,31.7,93,17,44
"NORTH AMERICAN DESERTS",175.628,16,0.314995331,19,3.854768427,6.095,26.64862504,7.052596504,0.4766125,1.3852,5.30225,5.408675,0.87715,1.75477418127741,12.166925,5.2546125,14.509025,3.541011512,26,4.75631779,1.7323,8.966956405,2.8641125,1.211301071,3.0122875,16.78441637,0.057725,24.8211267259351,0,0.213234792,28.4,118.5,19,49
"NORTH AMERICAN DESERTS",160.75,12,0.315228616,14,4.74562945,6.839,26.14454143,6.163013894,0.512675,1.5438,5.2586,5.3605375,0.88055,1.679868292,11.115275,5.2268625,14.072275,3.017851411,13,5.020061367,1.9,10.58481173,2.5783625,1.106700374,2.68685,14.96748108,0.0589625,24.66666667,4,0.189337481,22.5,66.1,15.5,37
"NORTH AMERICAN DESERTS",178.234,14,0.31810429,17,3.658132409,6.243,35.18274044,7.049260002,0.5023125,1.2867,5.2877,5.3881875,0.8892,1.952916105,12.50205,5.2096625,14.8100125,3.342425178,20,5.606594702,1.6176,9.362082104,2.8614875,1.263842046,3.0189125,18.40191527,0.05905,21.33333333,3,0.227498682,30.8,113.3,6,43
"NORTH AMERICAN DESERTS",192.83,16,0.319141212,15,2.937746896,6.495,21.78337989,6.692179062,0.498975,1.7175,4.93315,5.061975,0.8863875,1.241077166,10.8078625,4.90935,13.5477625,2.814926955,20,4.879718297,2.0638,8.322421058,2.7146375,1.163712135,2.821775,13.72882482,0.0525125,29.33333333,1,0.208722709,37,103.4,23,49
"NORTH AMERICAN DESERTS",196.015,18,0.319404127,19,3.59001184,5.918,11.06432145,7.491906655,0.470996236743223,1.6265,5.05016797416638,5.17386320792903,0.876713007184873,1.459450732,10.7670439939988,4.99868467806641,13.7454547400675,3.384730113,22,5.63789573,1.9904,10.68573014,2.67002224766557,1.13719246,2.79847382549127,19.06605451,0.0567814961188131,40.66666667,2,0.206596434,28.9,177.6,12.5,51
"NORTH AMERICAN DESERTS",185.56,20,0.324213192,23,3.839116999,6.834,22.8543306,6.02834172,0.468491723570147,1.7451,5.15192004866778,5.27111713222075,0.877129322715702,1.893403975,11.2058078807926,5.09930776176655,14.0133134473779,3.555905701,28,4.565249564,2.2349,8.549716311,2.73415058146256,1.181906554,2.86408476377284,16.15536353,0.0565430315161256,23.5,1,0.183794999,41.7,160.7,16.5,54
"NORTH AMERICAN DESERTS",179.646,17,0.316082741,18,5.365782132,3.804,18.81696796,11.09887694,0.47061328662752,1.5594,5.08012774013459,5.20209504437844,0.876174969618913,1.550650078,10.8065510132827,5.02854457098099,13.7947984838845,2.998246519,25,5.550966317,1.7465,11.29208861,2.66347369439976,1.706635459,2.79225881965163,16.57714231,0.0571108749008454,25,1,0.213970809,34.5,124.6,6,50
"NORTH AMERICAN DESERTS",154.663,24,0.309789672,27,3.464413165,4.461,20.98444474,8.844187017,0.46475,1.3879,5.2294875,5.34735,0.866775,1.766477054,11.60175,5.203025,14.1743,3.265401591,39,5.240975415,1.4417,9.262125901,2.8588375,1.42862927,2.9487875,17.0577044,0.0521625,34.66666667,2,0.22323374,52,227.2,10,75
"NORTH AMERICAN DESERTS",168.88,17,0.309367598,20,3.339461533,5.71,42.77776489,7.717341324,0.4689125,1.3038,5.151425,5.2736875,0.8625,2.023313475,11.1808125,5.09855,14.019025,4.13653955,26,4.296933724,1.373,7.984040557,2.7993,1.304340507,2.87205,17.77454015,0.047975,22.33333333,3,0.239726433,37.1,145.7,22,54
"NORTH AMERICAN DESERTS",181.825,18,0.308208442,19,4.201685336,5.044,60.85813325,8.481307623,0.469434753745046,1.5369,5.15447779775437,5.27410603300215,0.877226469770245,1.929280975,11.2477314408701,5.10251057324741,14.0282148808933,4.16474194,33,4.383124892,2.015,10.0545835,2.74231161684028,1.663935329,2.87055480082344,18.06255859,0.0563262108759436,23,3,0.231882304,39.6,183.6,14,62
"NORTH AMERICAN DESERTS",193.357,13,0.316357825,17,3.137411975,6.904,6.857289268,5.979550093,0.469451184396034,1.5136,5.12593212807288,5.24571961946274,0.876881894220062,1.967788828,11.0751163058571,5.07216863103985,13.9437423474756,3.55546596,22,4.898297131,1.7767,8.208846093,2.71314501135087,1.283871489,2.84194756012028,17.31030901,0.0566102599905361,22.75,3,0.231581996,27.7,115.3,14,49
"NORTH AMERICAN DESERTS",167.499,17,0.317434731,21,3.179896695,5.495,35.72554217,7.661128681,0.466025,1.709,5.45835,5.557675,0.87245,2.285909231,12.20315,5.4120625,14.847125,3.665193889,24,4.676528961,2.1181,7.603348289,2.8284,1.327067762,2.9607,17.09933237,0.0561375,22,2,0.201672846,37,142.6,11,51
"NORTH AMERICAN DESERTS",183.476,16,0.311931806,20,3.074478706,6.708,27.71645224,6.311948151,0.44195,1.4591,5.267875,5.4283625,0.876125,1.906529432,10.502975,5.156725,13.98645,3.061315853,24,5.013029979,1.6045,7.193063189,2.60615,1.387787712,2.6921375,15.30869952,0.05645,28,3,0.24175369,63.3,169.6,11.5,50
"NORTH AMERICAN DESERTS",187.674,15,0.314998348,18,3.29312795849246,6.437,13.3729138,6.501807818,0.45535,1.2956,4.4225125,4.5950875,0.87785,1.70439263965886,8.991875,4.3696,12.4019875,3.41313510070638,22,4.36798422758925,0.9577,8.22393516005542,2.648475,1.09707127369842,2.7424,14.6982421853034,0.0506,27,1,0.237257159,27.1,92.9,17,48
"NORTH AMERICAN DESERTS",176.932,19,0.312905523,21,3.368795388,5.729,35.04499165,7.692099786,0.4818875,1.493,4.7373625,4.860175,0.8817875,1.908041964,10.0911,4.6910875,13.012725,3.863611402,22,4.706940059,1.5526,8.645548086,2.6723,1.197717507,2.7662125,18.14272977,0.0505875,24.75,1,0.251797301,25.2,127.5,17,44
"NORTH AMERICAN DESERTS",174.856,14,0.315705495,18,4.142028108,5.815,15.3478298,7.094270888,0.466725,1.9563,5.10515,5.1813125,0.8404875,1.752323218,11.15145,4.9926875,14.2072875,3.527348636,24,5.093812696,2,9.734376971,2.7754875,1.136499305,2.9170375,17.97416032,0.0538625,20.66666667,2,0.19958137,37.9,118.7,15.5,51
"NORTH AMERICAN DESERTS",163.986,18,0.316892905,22,3.290753064,3.944,26.27731456,7.51770298,0.4754375,1.4209,4.5786125,4.73405,0.884,2.340080096,9.2921875,4.5468625,12.623925,4.111899116,28,3.872654455,1.4722,7.51854812,2.5294375,1.303839212,2.6617,15.89739891,0.0565625,20,2,0.195906968,44.6,150.7,20,55
"NORTH AMERICAN DESERTS",168.09,17,0.312564697,20,4.286771072,5.843,14.02142143,6.983619748,0.470254791104219,1.5211,5.12038910154308,5.24068604524343,0.876198306574053,2.12265161,11.0188378561541,5.06782875978425,13.9237276905756,3.675774242,21,4.426348928,1.7939,9.223632468,2.69962031478835,1.113355142,2.82922005154381,16.27143888,0.0568479523342999,26,1,0.199952406,33.5,143.1,21,49
