"Ecoregions","Total.RGB","Primary.branches","RGB.proportion.red","Total_Leaf_Number","Phyllaries.length","Leaf.total.N","Specific_Leaf_Area","Leaf.C.N.ratio","Seed.rectangular","Leaf.shape.index.external.I","Seed.maximum.height","Seed.curved.height","Seed.proximal.eccentricity","Ligule.width","Seed.area","Seed.height.mid.width","Seed.perimeter","Flower.FHDD.ratio","Days.to.budding","Disk.diameter","Leaf.shape.index.internal","Phyllaries.diameter","Seed.width.mid.height","Phyllaries.width","Seed.maximum.width","Flower.head.diameter","Seed.ellipsoid","Ligules.number","Stem.colour","RGB.proportion.blue","Stem.diameter.at.flowering","Plant.height.at.flowering","Distance.of.first.branching.from.ground","Days_to_flowering"
"GREAT PLAINS",146.265,61,0.308303422,62,2.923558274,3.072,14.46457502,12.56685129,0.470200240008875,1.5705,5.05472010832035,5.18287040657744,0.877861929888928,1.6256728502813,10.6675409744183,5.00865254764703,13.6859868369378,3.025470065,85,4.377300283,1.6667,7.637090804,2.64974528336834,1.187978094,2.77126223486623,14.83755125,0.0563569368374384,29.66666667,3,0.259720371,55.2,422,22,118
"GREAT PLAINS",125.332,44,0.32344493,31.1833975059061,2.629148572,3.223,13.28730802,11.98931357,0.473770079188853,2.1599,4.93266913163047,5.066406202716,0.87825110091379,1.658103176,10.2383294032502,4.88680706459985,13.4085519719395,3.492204173,86,4.398417298,1.1417,7.793647627,2.60197851466485,1.139205773,2.72239933795484,15.3445654,0.056147526783322,31,1,0.216712412,40.462118150334,214.579629067187,8.5,72.5485930001188
"GREAT PLAINS",151.724,43,0.313134376,47,3.273400645,4.099,13.35092192,9.961249671,0.470102066435357,1.5496,5.12876355341709,5.25456376425395,0.87987642834862,1.73527034,10.9470773422663,5.0829873801858,13.8677588211616,3.673241367,62,4.507338177,1.0606,8.149685107,2.68096338685185,1.32689927,2.8060155167386,16.56695735,0.0568064210224423,26.66666667,1,0.245643405,58.2,284.5,21,102
"GREAT PLAINS",155.353,23,0.300361113,27,3.895826868,5.949,24.90233395,7.184182265,0.4480625,1.3283,5.54965,5.6592,0.886525,1.5472837,12.6545875,5.5086375,14.7740125,3.633486162,41,4.513279337,1.5319,9.705580032,2.947475,1.175478268,3.0705,16.40554544,0.0556625,26.33333333,3,0.250429667,26.9,191.7,27,61
"GREAT PLAINS",169.36,26,0.303158951,27,2.829736738,5.753,21.16273962,6.733116705,0.4844875,1.1524,5.5178875,5.6211375,0.8826875,1.757194839,13.4168625,5.42925,15.0647375,3.23153109,33,4.617844937,1.0581,7.827641796,3.0678625,1.316129736,3.1459,14.88838341,0.0504375,32.33333333,4,0.238102267,39.5,198.7,11,56
"GREAT PLAINS",165.321,25,0.303821051,28,3.821289106,5.638,18.75449214,7.771814803,0.459925,1.4938,4.6818,4.8226625,0.88055,1.878797501,10.1116125,4.6447875,13.18995,3.284788351,36,5.08185344,1.5957,9.629884803,2.78605,1.256256439,2.8985,16.65589076,0.04955,31.66666667,1,0.251734504,26.2,150.5,17.5,58
"GREAT PLAINS",150.322,26,0.310613217,30,3.189135167,5.22,19.15482945,8.399341424,0.463375,1.3548,5.3287,5.43375,0.8800625,1.595646608,11.79665,5.2797625,14.509375,3.067858016,37,4.516436044,0.8352,7.787075007,2.80855,1.114872615,2.9567375,13.87104933,0.05665,30.66666667,4,0.225209883,35.3,155.9,22,61
"GREAT PLAINS",160.807,22,0.304626042,25,3.585763353,6.219,26.0680502,6.851191465,0.470858664765876,1.5,5.11441258723904,5.23612306692862,0.878966658259845,1.465748483,10.983828293913,5.0632015710246,13.8674454034053,3.504185657,32,4.580139901,1.496,8.873532729,2.69310242518998,1.154946409,2.8179901317891,16.05013326,0.0564956009617835,31.66666667,4,0.238385145,21.6,114.1,18,52
"GREAT PLAINS",176.281,25,0.310969418,25,3.958569292,5.43,17.93140233,7.558194977,0.4514,1.4282,4.3934,4.5598875,0.85345,1.558648943,8.9653875,4.3696125,12.251475,3.35769656,35,4.761605251,1.9677,10.08248181,2.6656875,1.282511212,2.754325,15.96754119,0.0482,29.33333333,1,0.23111396,34.9,165,11.5,59
"GREAT PLAINS",155.352,25,0.300897317,26,3.12801449,5.659,20.36727737,7.806168917,0.44315,1.401,4.4159,4.6093625,0.8795,1.491193639,8.962325,4.345775,12.5052125,3.94264841,35,4.610968809,1.6641,8.873629331,2.64185,1.035170189,2.7821125,17.32179386,0.055325,30.66666667,4,0.257228745,40.9,171.2,17.5,58
"GREAT PLAINS",186.036,21,0.31450902,25,3.283012153,5.992,22.02350972,7.028138189,0.4608375,1.4329,4.4397125,4.6298625,0.8761375,2.141845548,9.8409375,4.4039875,12.8735375,3.733416282,35,4.434237457,1.5414,8.624183255,2.8641375,1.073721513,2.9686125,16.54058267,0.050525,21.66666667,1,0.221113118,40.8,171.8,11,58
"GREAT PLAINS",167.631,22,0.303273261,26,3.843158655,5.181,17.50280955,8.563152301,0.469185714,1.3439,5.08,5.202185714,0.886128571,1.669382383,11.68278571,5.027071429,14.12564286,3.130219904,33,5.556002993,1.3778,9.967953332,2.954257143,1.420037008,3.038928571,17.38910956,0.048928571,33.66666667,3,0.233280241,38.2,187.1,14.5,53
"GREAT PLAINS",191.819,21,0.313498663,21,2.880877849,6.629,33.53243826,6.340278824,0.4773125,1.3123,4.718825,4.8575125,0.8807375,2.360705518,9.2367125,4.6910625,12.687525,3.284894714,24,4.211589974,1.5276,8.245438255,2.5082625,1.218905057,2.5744,13.82246871,0.0476125,20.66666667,3,0.219003331,36.9,113.9,9.5,48
"GREAT PLAINS",165.603,30,0.307089847,29,2.778309778,4.871,23.09015834,8.479126253,0.4766375,1.4921,4.66195,4.8316875,0.8573125,1.658117333,8.860625,4.6354875,12.7451,3.766272655,39,4.250071635,1.6466,7.347023946,2.33495,0.944274158,2.5109,16.01436465,0.059775,21.33333333,2,0.239971498,37.8,154,14,61
"GREAT PLAINS",181.905,20,0.319771309,24,2.728813414,5.878,19.87730486,7.327035551,0.4867375,1.1475,4.5230375,4.726575,0.8624125,1.649063831,8.89915,4.4423625,12.435,3.071533039,28,3.780575353,0.8083,7.20027006,2.500325,1.124133247,2.5559,11.85049742,0.04785,21,4,0.193051318,30.9,116.8,9.5,51
"GREAT PLAINS",179.407,21,0.319296349,26,2.120232536,5.802,25.74022317,7.33494143,0.4776,1.3381,5.1104375,5.2441625,0.8489,1.653538641,9.511275,5.05485,13.495975,3.868490861,33,3.748307851,1.2938,6.006149904,2.31245,0.833902219,2.4474,14.43174576,0.06295,24,4,0.186848897,34.5,129,7,52
"GREAT PLAINS",173.826,18,0.305604455,19,2.370437314,6.107,21.78855811,7.075150484,0.483328571,1.2586,4.640014286,4.778057143,0.887571429,2.14931748,8.418242857,4.575028571,12.3473,3.582913503,33,3.975958519,1.3,7.387790964,2.239128571,1.044949184,2.369157143,14.20699274,0.059928571,21,4,0.232882308,35,150.7,9,52
"GREAT PLAINS",179.276,22,0.314793949,23,2.169785235,5.806,19.94148979,7.494171376,0.4961625,1.3854,4.26905,4.4119625,0.8859,1.640886571,7.6253875,4.2359625,11.6652,4.322610833,35,3.2793656,1.7703,6.437669289,2.1907375,0.886256031,2.321725,14.18473835,0.059025,22,2,0.208499743,46.2,132.2,7,55
"GREAT PLAINS",185.998,21,0.31622383,24,2.801727271,6.372,43.48071302,6.907585873,0.4860875,1.6583,4.13015,4.277175,0.8888625,1.304389665,7.03305,4.0878125,11.1111875,3.481285007,32,3.559584984,2.0085,7.503756718,2.084925,0.736129601,2.2119125,12.41364021,0.05975,23.66666667,1,0.212787234,27.6,131.6,7,53
"GREAT PLAINS",185.775,20,0.311570448,21,2.484003684,6.035,24.20003764,7.344354389,0.4842375,1.5065,4.9107,5.0569875,0.857375,1.392836158,9.178775,4.8551,13.3008875,3.809394633,24,3.219378522,2.0374,6.341538062,2.2674875,0.929932359,2.4354875,12.27456699,0.0655625,20.25,4,0.222354999,28.2,123,8,43
"GREAT PLAINS",162.001,19,0.326318973,19,2.106836938,2.322,13.94713524,17.33577794,0.498375,1.4114,5.073375,5.1976125,0.8794125,1.457788302,9.956375,5.0244125,13.5593875,3.261824183,26,3.327077465,0.8986,5.997607345,2.3918375,0.831796685,2.512225,10.88965959,0.058375,20,4,0.185875396,32.8,145.1,10,50
"GREAT PLAINS",185.368,23,0.314450175,22,2.79706018,5.661,27.85959916,7.499681017,0.4841,1.4225,4.9979875,5.14195,0.8834875,1.509207623,9.3336875,4.9702,13.1663875,3.838320898,35,3.712391426,1.2248,7.366077865,2.309825,0.997165654,2.4354875,14.25128849,0.062,22.66666667,3,0.201642139,40.7,164.3,5,54
"GREAT PLAINS",182.109,18,0.311851693,21,2.109906665,6.685,29.45932943,6.479439704,0.471958739855102,1.4788,5.07023548689751,5.19234568574585,0.876993060360956,1.354646145,10.8002959306491,5.01950431512196,13.7827381208699,3.597391293,24,4.010942967,1.4333,6.512878005,2.66676157528954,0.738655901,2.7955618268175,14.41768674,0.0569209940786271,23.33333333,3,0.219423532,31.2,91,7,44
"GREAT PLAINS",127.263,22,0.330480972,25,3.025671504,2.385,13.41626119,14.94104385,0.472659830764327,1.5981,4.93410460330995,5.06545376025143,0.879163243503791,1.374880203,10.1864163913601,4.88536434484829,13.370219903119,3.701637611,27,4.027548908,0.989,7.103387136,2.58302122451785,0.675374952,2.70610508191035,14.90832963,0.056758415503158,24,1,0.244823712,35.4,126.4,9,51
"GREAT PLAINS",175.907,24,0.319703025,23,2.075945305,6.02,26.80104309,7.086534715,0.4874625,1.3107,4.8207125,4.981125,0.87095,1.458367146,8.8258875,4.783675,12.8007375,3.56856007,26,3.163220358,1.5633,5.835126967,2.2754125,0.692346056,2.3799375,12.25737428,0.0594125,18.75,4,0.193136146,31.5,120.6,6.5,51
"GREAT PLAINS",173.528,19,0.317476142,22,1.999049441,6.212,22.81911552,7.030146472,0.505525,1.4404,4.6540125,4.79275,0.877725,1.34745009,8.5797625,4.6183,12.737425,3.152610129,20,3.255225571,0.9568,6.329353626,2.2225125,0.627022519,2.3495125,10.26587872,0.0625625,19.66666667,3,0.193352082,26.3,118,10,44
"GREAT PLAINS",162.356,17,0.310613713,17,2.519443544,6.359,23.50505892,6.674662735,0.4878125,1.4651,4.554825,4.672725,0.812575,1.475840898,7.4627,4.5058625,12.0180375,4.294454145,24,3.092620922,1.8741,6.875417455,1.98835,0.73747154,2.116675,13.27372177,0.064975,22.33333333,3,0.218242627,35.6,144,12,48
"NORTH AMERICAN DESERTS",187.289,21.878661593418,0.319121785,26,3.849613208,5.885,22.22069426,7.328578721,0.467663119127351,1.4153,5.17921657058922,5.29775010102551,0.876507659817473,1.767231005,11.2586877257378,5.12772298610575,14.0673724573551,3.727649995,32,4.772140559,1.8112,9.203769976,2.73615311007971,1.171076023,2.86544284102248,17.78086115,0.0566911123888416,20.66666667,0,0.215853574,39.9,165.3,13.5,57
"NORTH AMERICAN DESERTS",168.002,17,0.312764134,20,2.541680117,6.564,23.33993615,6.424037157,0.4600125,1.67,5.0813125,5.2051,0.8853875,1.37936672,10.8694875,5.04695,13.966,3.665674114,24,3.572846846,1.8742,7.117293245,2.667,0.771942478,2.864125,13.07263542,0.062875,19.25,2,0.226181831,30.5,122.1,16,48
"NORTH AMERICAN DESERTS",183.075,17,0.313123037,21,3.06323363,6.386,28.7685376,6.750056766,0.4467,1.5456,5.577425,5.6497,0.867475,1.92531347,12.7370875,5.5350875,14.9294625,2.87354117,33,4.57363779,1.6757,7.923306768,2.9726,1.285216939,3.104875,13.12732567,0.05885,20,3,0.227229278,39.2,137.7,16.5,54.2151721345804
"NORTH AMERICAN DESERTS",169.771,21,0.308704078,22,3.400287062,5.518,17.19304106,7.815559685,0.488625,1.4447,4.2227625,4.36765,0.8829875,1.785811946,8.5657625,4.19365,11.8982,3.732259167,32,4.222781135,1.4911,8.011572483,2.5452875,1.22689691,2.656425,15.71110723,0.04955,21.33333333,1,0.258082947,56.3,182.6,9,54
"NORTH AMERICAN DESERTS",171.352,20,0.308867127,23,3.291522817,6.778,24.12869767,6.093226532,0.4821125,1.6947,5.254625,5.362825,0.8837,1.767499441,11.405225,5.19245,14.2607625,3.022226076,25,4.333608294,2.2667,8.628858035,2.7172875,1.235418845,2.8403125,13.08819812,0.0564125,23.66666667,1,0.247899062,35.5,123,13.5,48
"NORTH AMERICAN DESERTS",178.117,17,0.30908897,17,3.116593959,6.761,26.42003614,6.272698013,0.48465,1.8276,4.5336375,4.69875,0.864675,1.797350876,8.9618625,4.5032125,12.5179125,3.932445256,21,3.622739471,2.4,7.23980728,2.43945,1.040703985,2.5638125,14.17088899,0.0563625,18.66666667,0,0.23606955,27.3,114.6,12,43
"NORTH AMERICAN DESERTS",168.427,23,0.310116549,27,3.497366734,5.735,22.85776003,7.674170236,0.4459,1.6374,5.6978,5.7713625,0.8664,1.411213703,12.65185,5.644875,15.3450625,3.181750249,35,5.449243006,1.9403,9.929737903,2.8389625,1.28774057,2.993775,17.3300966,0.06255,34,1,0.246914093,42.2,188.9,18.5,64
"NORTH AMERICAN DESERTS",173.869,24,0.3141158,27,4.490493876,5.738,19.04447344,7.486140494,0.4593375,1.7348,4.8379,4.99605,0.8695125,1.419505851,9.17,4.8022,13.044875,3.56992559,34,4.796933291,0.9763,9.759838686,2.382575,1.142258243,2.5281,17.14384837,0.06295,33,3,0.253248135,54.5,110.6,19,64
"NORTH AMERICAN DESERTS",189.867,18,0.318601969,20,4.109568565,5.941,22.44018152,7.325481967,0.469304463182306,1.5821,5.14914727990805,5.26805944626803,0.877909092048264,1.849702606,11.1609658022775,5.09522657255981,13.991556295924,3.453348907,27,4.637564746,1.1203,9.461350461,2.72147138527824,1.069528191,2.85097876255032,16.00880748,0.0568152567894799,27,4,0.244076116,41.9,165.3,22,54
"NORTH AMERICAN DESERTS",171.655,27,0.31210859,32,3.719416617,6.213,25.30019509,7.111074032,0.4668625,1.5102,5.1170375,5.214625,0.8658875,1.713752461,11.2091625,5.0615,14.0695625,2.955189645,39,5.030895379,1.7538,9.838674999,2.7887,1.160918669,2.9024875,14.85332777,0.054325,29.66666667,3,0.234604293,41.5,187.5,20.5,64
"NORTH AMERICAN DESERTS",185.284,44,0.312401503,46,3.476875935,3.726,20.16165157,10.96377827,0.468162862671812,1.7101,4.9985753292354,5.12394239001904,0.874784071147825,1.330078743,10.4051576225302,4.94889786463588,13.5496324349881,3.127196351,47,4.975685,1.8793,9.008816178,2.61652859394019,1.110295414,2.73830075960398,15.58197647,0.0564947581903062,32,3,0.246956024,48.1,297,21,98
"NORTH AMERICAN DESERTS",162.633,21,0.311830932,21,3.985694085,6.026,18.87582659,7.163199218,0.469791166946218,1.3024,5.18319852713313,5.30208532800766,0.879087037391037,1.357546222,11.2906876231717,5.1320056826765,14.0648797842584,3.307729391,26,4.972348762,1.0787,10.2078338,2.73708631448834,1.244431336,2.86625777561635,16.44452272,0.0566476313461055,33.33333333,4,0.218479644,39.9,171,18.5,59
"NORTH AMERICAN DESERTS",171.139,27,0.307960196,30,3.774747113,5.328,19.5021082,8.516071259,0.466691590146898,1.6233,5.12049902894574,5.24255814548011,0.874867770820316,1.463049216,10.8810921830853,5.06884173078441,13.8709725754294,3.266875968,44,4.781419113,1.8357,9.484765567,2.67284400076086,1.137799175,2.79870007907703,15.66374341,0.0568918995408651,32.66666667,1,0.23022806,45.3,245.7,10,72
"NORTH AMERICAN DESERTS",166.245,43,0.308352131,45,2.547440148,3.017,14.41497745,14.24818976,0.471883413789625,1.3181,4.96094471756434,5.09147425993748,0.878434442283576,1.9462896,10.3532352118302,4.91387408636792,13.4707704827737,3.963536145,63,3.928536748,1,6.777915486,2.61854187253663,1.036990117,2.74057771747043,15.49696319,0.0564060858672394,22.75,2,0.231946825,78.8,300,20.5,103
"NORTH AMERICAN DESERTS",166.576,41,0.309396312,43,3.48845723866842,4.057,26.88433756,9.381919516,0.467130487371942,1.4201,5.15038906643168,5.27290739461016,0.876899862346009,1.73237148544335,11.1506406653026,5.09847284787121,13.9908521204181,3.35886041019793,62,4.64334339360677,1.7713,8.71544421819731,2.72925390239785,1.17138270168043,2.85381994237489,15.358740826962,0.0559950063635016,26.3693944942551,3,0.235400058,49.9,297,21,99
"NORTH AMERICAN DESERTS",153.769,28,0.307610767,31,2.521443123,5.089,18.85982086,8.288563608,0.473743418645509,1.3578,4.84408783957227,4.97901707062549,0.879552833485591,1.584404025,10.0053353926271,4.79815383196729,13.1948192523478,3.488283262,46,3.729593599,1.3909,6.57973596,2.58535181020297,1.01238971,2.70440606535222,13.01914919,0.0556179766465331,23.5,3,0.252885822,42.7,260,18,90
"NORTH AMERICAN DESERTS",156.658,26,0.303623179,27,2.93195869,5.651,19.85246633,7.66797118,0.470707553614637,1.6549,4.95237021520578,5.0830427926573,0.878715128204775,1.423045299,10.2793368360224,4.90457732650269,13.4246907592082,3.411494007,39,4.42568115,1.4726,7.90922443,2.60043837188489,0.941997358,2.72303075379807,15.09137111,0.0565203634400173,26.33333333,3,0.258607923,49.3,227.6,10,65
"NORTH AMERICAN DESERTS",158.516,42,0.312454263,43,2.553953624,3.605,15.25292376,10.90447956,0.469309220733071,1.4315,5.02198187941812,5.15052800846026,0.876722470589448,1.644448745,10.6157941045398,4.97195917182284,13.6477440348316,3.470747512,80,3.962784911,1.5797,6.782084356,2.65691646087625,1.110809536,2.77726696571849,13.75382587,0.0559176392557241,23,4,0.235099296,42.7,385,16,131
"NORTH AMERICAN DESERTS",117.467,26,0.311713077,29,2.442685794,5.335,22.05696174,8.015573194,0.472238830405043,1.4444,4.83265257392576,4.96912693983787,0.876180135999906,1.495879759,9.88519253527613,4.78507339304075,13.1503191439155,4.135100323,45,3.339615545,1.963,6.120350982,2.55654760515393,0.834395627,2.67613494261124,13.81525119,0.0561448969706734,19.33333333,3,0.096341951,42.9,230.4,21,68
"NORTH AMERICAN DESERTS",172.268,22,0.312466622,22,2.256498391,6.341,24.66872666,6.84970333,0.470468748465091,1.3181,5.00187589767508,5.12876979361225,0.875934756515314,1.59174526,10.6388089743223,4.95142898160652,13.6451944800596,3.551013321,33,4.198295118,1.6387,6.508123347,2.66820046092166,0.8838989,2.79264839204284,14.89001608,0.0560889688508632,24.33333333,2,0.242947036,41.4,128.7,21,56
"NORTH AMERICAN DESERTS",157.285,37,0.312547287,37,2.569004484,4.182,20.70912697,9.900124063,0.477116124897823,1.3771,4.78826886873849,4.92519135686033,0.878695157315169,1.6278755780004,9.64355652705381,4.74183391923777,13.0157950469738,3.731731087,53,3.605013522,0.9255,6.736730317,2.50503872986684,0.761211487,2.62567036966458,13.43099028,0.0568167559893364,22.33333333,3,0.258187367,40.3,255,0,95
"NORTH AMERICAN DESERTS",166.894,27,0.308932616,30,4.081701935,4.73,14.94976569,8.768544361,0.4645,1.4863,5.1964,5.3066,0.8741,1.798050796,11.0087,5.1541,13.7759,2.706641497,34,5.421834671,1.9469,10.3137877,2.6988,1.243396799,2.7834,14.60890228,0.0543,28.33333333,1,0.241848119,43.9,225.6,20,68
"NORTH AMERICAN DESERTS",173.562,19,0.310171581,24,2.967741685,5.464,26.64158403,7.80288426,0.471022471322747,1.3206,4.99476387322717,5.12181968090275,0.877422047641564,1.577685845,10.4958064751228,4.94380664906713,13.5675983212351,3.15603166,38,4.191293445,1.3106,7.585061872,2.63168227441931,1.151551148,2.75567464206764,13.20853194,0.0566403004111841,25.5,1,0.235904173,35.4,140.7,25.4,61
"NORTH AMERICAN DESERTS",186.393,25,0.32182539,29,3.610084426,5.238,24.85012634,7.505073158,0.46873867079849,1.4187,5.10680084302968,5.2294586198411,0.878487999212764,1.726043299,11.1142479592583,5.0574201201682,13.9114029270354,3.507026831,32,4.804833899,0.9141,8.954355831,2.73836534540777,1.310805495,2.86179442963762,16.83862496,0.0556971889558309,26,1,0.199272505,33.4,198.9,24,58
"NORTH AMERICAN DESERTS",152.531,23,0.306521297,26,3.439699425,6.695,30.58512611,6.387854119,0.470025,1.4849,5.5642,5.6504125,0.8821625,1.617481475,11.150575,5.5364125,14.3791,3.287271512,35,4.59865762,1.6555,8.844662664,2.5307375,1.18030639,2.6471625,15.11301274,0.058975,21,0,0.228583042,33.7,172.3,22,61
"NORTH AMERICAN DESERTS",161.15,31,0.31159789,34,2.860691845,6.208,16.43430485,7.075335722,0.4767375,1.4342,4.7333875,4.8887625,0.8811875,1.272314465,10.627275,4.7095875,13.413075,2.909166136,45,4.312504998,1.5933,7.857884622,2.809875,1.088872298,2.936875,12.54700304,0.0499625,23.33333333,4,0.26053987,44,227,21,68
"NORTH AMERICAN DESERTS",163.692,21,0.311646262,23,4.369659727,6.483,23.06107044,6.556912148,0.475575,1.5274,4.7148875,4.893575,0.887,1.676392583,9.083525,4.6831375,12.6030375,3.103558088,30,5.232384685,1.6853,10.62011782,2.4275625,1.508274322,2.521475,16.24347288,0.0568375,26.66666667,1,0.20731007,42.1,162.4,17.5,56
"NORTH AMERICAN DESERTS",166.179,30,0.30894397,33,3.565316206,5.096,22.53833392,8.786771084,0.43305,1.5582,5.277125,5.393725,0.8881375,1.952134933,11.4750125,5.24405,14.1134,3.116597126,44,4.940742076,1.5606,10.24087198,2.87735,1.170423447,2.9778875,15.40383085,0.05295,24.25,1,0.233832193,33.6,198.8,18,71
"NORTH AMERICAN DESERTS",172.277,33,0.310912078,23,2.647287155,6.846,26.30809024,6.172271682,0.466325,1.3837,4.4767375,4.6478125,0.87775,1.681440952,9.16175,4.4476625,12.4248875,3.125893824,32,4.461930443,1.5217,7.468539414,2.5836625,1.023488094,2.719925,13.92599444,0.0545125,21,1,0.232503468,29.7,161.3,22,54
"NORTH AMERICAN DESERTS",174.822606504682,20,0.314778119361005,37,3.46337951,4.616,22.7921266541008,9.016991644,0.444075,1.49390602366247,5.1593625,5.27565,0.8849875,1.318318698,10.66535,5.1329,13.7459375,3.698342647,47,4.432268165,1.55235770173625,8.644524011,2.677575,1.109620713,2.8072375,16.38932879,0.0589875,23.33333333,0,0.221818478976774,40.4,217,25.5,69
"NORTH AMERICAN DESERTS",163.958,34,0.3066761,36,3.054122906,5.835,20.25250357,7.477069483,0.469125,1.7096,5.445125,5.5463625,0.889425,1.889964358,11.43455,5.3922125,14.3509125,3.660538061,44,4.428043687,2.1683,8.582835357,2.6154,1.118928289,2.780775,16.1803484,0.06405,23.66666667,4,0.240518913,38.3,215.8,10.5,64
"NORTH AMERICAN DESERTS",182.53,28,0.309620336,27,3.012371783,3.864,16.61483603,11.50444451,0.4788625,1.5974,4.386775,4.544275,0.874275,1.624692004,7.869875,4.302125,11.921725,3.34416243,35,3.798975371,1.709,7.209114222,2.24105,1.35067261,2.336275,12.68602849,0.0544625,21.66666667,4,0.241275407,41.7,188,11,61
"NORTH AMERICAN DESERTS",162.493,25,0.30824097,29,3.56407646,6.21,29.95717995,6.587680352,0.476525,1.3344,4.9874,5.1131,0.885425,1.577706493,9.8738625,4.9477125,13.353475,3.363533904,38,4.115964659,1,8.451028019,2.4249,1.159079156,2.6087875,13.8215203,0.0623375,23.66666667,1,0.267383826,41.3,218.6,12,64
"NORTH AMERICAN DESERTS",170.791,23,0.307691857,28,3.624223464,6.65,26.93346241,6.453283454,0.454175,1.3568,5.213625,5.3148625,0.882625,1.389708194,10.6134125,5.1646625,13.7479125,3.700087859,32,3.5732846,1.363,8.421174632,2.6114375,1.267682833,2.7265375,13.21901338,0.056375,22.33333333,2,0.229666669,37.4,174.5,21,55
"NORTH AMERICAN DESERTS",174.487,19,0.313054841,20,3.251912181,6.557,20.86436841,6.639439741,0.48465,1.564,4.59185,4.7299625,0.8843,1.615725151,9.17845,4.561425,12.5465375,3.235793017,32,4.904709305,2.2393,8.757979943,2.5069375,1.240176102,2.61145,15.86280406,0.0535375,21,2,0.229919707,36.6,154.2,19,50
"NORTH AMERICAN DESERTS",168.539,23,0.300221314,24,3.177419776,5.811,26.48042899,7.344126608,0.4526125,1.4219,4.9860875,5.1276125,0.8504125,1.988586013,9.126925,4.9701875,13.1625875,3.564674951,33,4.236194064,1.7015,8.231192135,2.327025,1.267715752,2.4937,15.09290477,0.06375,21.66666667,2,0.256522229,25.4,132.5,7.5,55
"GREAT PLAINS",166.41,33,0.307307253,33,2.452353569,4.602,15.7323064,9.49224103,0.49745,1.4973,3.903925,4.0827,0.8662,1.370004295,6.589875,3.8695375,10.833625,3.06578821,47,3.82141016,1.6378,6.777757189,2.099475,1.065456082,2.1881,11.70411429,0.05295,30.66666667,0,0.2401298,33.3,186.8,9.5,68
"GREAT PLAINS",170.295,25,0.305223289,29,2.226062896,5.494,22.55309178,8.020227963,0.4451875,1.1633,4.284925,4.418725,0.8601875,1.24228165,8.16945,4.247875,11.8331875,2.998932212,38,3.912488974,1.1319,6.627921975,2.5095625,0.879789442,2.6193875,11.71914149,0.04965,30.5,3,0.244317214,37.7,127,16.5,58
"GREAT PLAINS",173.778011488472,31,0.313648654534067,32,2.820891731,4.821,19.63345749,9.080257425,0.476175,1.4636,4.6077125,4.732125,0.88685,1.286118051,9.1676375,4.56275,12.5646875,3.577666651,48,3.537328329,1.5547,7.426768732,2.514875,1.119050431,2.6273125,12.6525334,0.053525,20.66666667,2,0.221068227698567,36.1,179.5,8,68
"GREAT PLAINS",165.829,23,0.307376876,23,3.168296219,5.697,23.71265091,7.360830449,0.4652375,1.4744,4.045475,4.21235,0.8813,1.827098178,7.835725,4.0256375,11.4889,3.159700779,34,4.331344797,1.5859,8.334175821,2.4765,1.132944207,2.5717625,13.68037013,0.050475,25.25,3,0.238987149,26.4,152.4,22,56
"GREAT PLAINS",165.535,27,0.307113299,28,2.424176032,5.735,25.13822197,7.549189043,0.477275,1.4824,4.568025,4.7304125,0.871925,1.587369928,8.373975,4.52305,12.1393375,3.799978444,42,3.493610869,1.8346,6.597622337,2.333625,1.083813646,2.4169625,13.2895874,0.053225,20.33333333,2,0.233467243,34.4,170.4,12,64
"GREAT PLAINS",173.055,24,0.313160556,23,2.19025199,5.408,23.18811727,8.084096301,0.498475,1.4061,3.999175,4.206775,0.8798625,1.809667149,7.7941125,3.984625,11.49865,4.666302653,34,2.780637301,2.1786,5.744330012,2.4421125,1.022002039,2.5360375,12.97763705,0.0498625,20.66666667,0,0.218785935,35,146.9,6.5,55
"GREAT PLAINS",188.333,24,0.314926221,24,2.305881702,5.484,29.39445975,7.974702254,0.465075,1.5465,3.9105375,4.076675,0.8709125,1.467739896,8.18705,3.892025,11.6726,3.542565259,32,3.811033705,1.5556,6.370156282,2.6881625,1.045251967,2.7900375,13.48372959,0.045475,28.33333333,3,0.21914906,34.4,124.2,2.5,55
"GREAT PLAINS",167.74,12,0.310379158,26,2.842273575,4.995,25.43255268,8.553209812,0.481525,1.2118,3.857625,4.0543375,0.88035,1.703505771,7.4334375,3.8258875,11.2496125,4.379365393,32,3.487426222,1.2778,6.905989204,2.43285,0.845109808,2.5373625,15.55943042,0.0512375,21.33333333,4,0.216269226,31.5,160.4,6,54
"GREAT PLAINS",177.019,19,0.309260588,22,2.915808253,4.79,13.57355265,9.204401667,0.4942,1.3922,4.5667,4.719175,0.869825,1.806539698,10.3825,4.5429,13.4314,4.043001343,26,3.610637353,1.7353,7.245793278,2.8866,0.958081834,2.950125,14.59466481,0.04435,20.66666667,3,0.234364673,39.6,123.5,8.5,49
"GREAT PLAINS",161.659,21,0.306923834,23,2.516287467,5.353,17.66678664,7.992770555,0.469575,1.1628,4.3828375,4.510225,0.8757125,2.08088513,8.694125,4.3524,12.127325,4.255170499,35,3.520924125,1.5188,6.186926844,2.4989875,0.86542744,2.6326125,14.9633792,0.0542,20.33333333,1,0.23708547,33.1,141.1,18,58
