"Ecoregions","Total.RGB","Primary.branches","RGB.proportion.red","Total_Leaf_Number","Phyllaries.length","Leaf.total.N","Specific_Leaf_Area","Leaf.C.N.ratio","Seed.rectangular","Leaf.shape.index.external.I","Seed.maximum.height","Seed.curved.height","Seed.proximal.eccentricity","Ligule.width","Seed.area","Seed.height.mid.width","Seed.perimeter","Flower.FHDD.ratio","Days.to.budding","Disk.diameter","Leaf.shape.index.internal","Phyllaries.diameter","Seed.width.mid.height","Phyllaries.width","Seed.maximum.width","Flower.head.diameter","Seed.ellipsoid","Ligules.number","Stem.colour","RGB.proportion.blue","Stem.diameter.at.flowering","Plant.height.at.flowering","Seed.eccentricity.area.index","Leaf.ellipsoid","Seed.shape.index.internal","Distance.of.first.branching.from.ground","Days_to_flowering","Seed.distal.eccentricity","RGB.proportion.green","Darker.axillae","Seed.eccentricity","Disk.to.phyllaries.diameter.ratio","Seed.width.widest.pos","Leaf.height.mid.width","Leaf.curvedHeight.maxWidth","Leaf.perimeter","Seed.shape.index.external.II","Stem.diameter.final.after.5th.node","Leaf.distal.eccentricity","Ligule.length","Leaf.proximal.eccentricity"
"NORTH AMERICAN DESERTS",178.023,17,0.323042528,18,3.543183831,3.385,26.88643266,12.45769926,0.469503844423931,1.5546,5.07978483263179,5.20185230696552,0.876138820944943,1.882871844,10.819374190805,5.02768385095425,13.8109125142449,4.396850907,13,3.709494876,1.4545,8.14667129,2.67094039439046,1.127246327,2.80011959043319,15.4868995,0.0569224103909374,18.75,2,0.209225774,21.1,79.2,0.406869859494643,0.0824,1.78957280529368,8.5,44,0.849152641374646,0.467731698,"0",0.750390786864355,0.454150947,0.365575944441247,132.08,1.68702993,431.6409,1.89444575784623,28,0.824,5.925114247,0.8807
"NORTH AMERICAN DESERTS",212.721,9,0.327993005,12,2.189668374,4.268,23.90407276,8.974633756,0.4848625,1.3933,5.181875,5.3048625,0.872075,1.792125441,11.639475,5.14615,14.2378375,4.467591844,10,2.930806535,1.381,5.35351665,2.819125,0.809842373,2.9355625,13.00498577,0.052475,14.66666667,0,0.205151348,14.8,48.2,0.410925,0.0961,1.731,14,30,0.8504625,0.466855647,"0",0.751275,0.545368529,0.3797875,100.584,1.595211286,321.2873,1.8276875,30,0.8951,5.175813315,0.788
"NORTH AMERICAN DESERTS",166.117,45,0.314838337,45,2.089059768,3.839,17.58021006,10.52428291,0.473406160484013,1.2635,4.78907196129813,4.92654053199174,0.875240350188131,1.740469949,9.77374146537445,4.74132335875271,13.0823541164036,3.144823546,62,3.29319189,1.9417,5.495739812,2.55480591236431,1.054183398,2.67219259596281,10.35096239,0.0554799337377355,20.8,0,0.20173733,47.8,244,0.40832488469313,0.1444,1.76071659405729,7,92,0.84750627313018,0.483424333,"1",0.748816423007333,0.600930411,0.36905194237049,148.59,1.426321831,511.1896,1.8686103671702,36,0.8927,3.667567057,0.9283
"NORTH AMERICAN DESERTS",178.882,42,0.317142027,44,2.631118632,4.846,18.74968448,9.017503729,0.468049137407166,1.6821,5.02325675038022,5.14973257362841,0.876018177717357,1.997874454,10.5103038438209,4.9719300162147,13.620329886611,3.42477017,53,3.521093245,1.9375,6.552792873,2.63003622221032,0.878242057,2.75383782170305,12.08432994,0.0567475222582894,21,1,0.249007726,43.6,305,0.405030680549956,0.122,1.79714776959098,13,93,0.849388693096106,0.433850248,"1",0.75053440814291,0.536283964,0.368018513482255,147.066,1.798860621,487.0191,1.90163816080384,37,0.8594,4.414915158,0.8493
"NORTH AMERICAN DESERTS",166.943,31,0.311148116,31,3.482054798,4.609,16.07282302,9.450467718,0.470131549245262,1.3964,4.96407409043642,5.09406292067478,0.876372960102545,1.52702596,10.4240607796303,4.91527654783237,13.5183809301566,3.387356175,46,3.72559066,1.4398,7.8429547,2.63642013376587,0.945649828,2.75797950316677,12.61064854,0.0559807775158036,23.33333333,1,0.233690541,42.7,222.9,0.405089523492962,0.1137,1.77710308652993,7.5,72,0.850164022707045,0.455161342,"1",0.751784445043582,0.474797966,0.367364264864442,151.892,1.484707015,628.5668,1.87624929376416,40,0.8951,4.532923776,0.9122
"NORTH AMERICAN DESERTS",204.319,19,0.326670549,22,2.478450877,6.576,28.40812382,6.551905881,0.4502875,1.4192,4.2359625,4.41565,0.8746375,2.1106863,7.15225,4.1618875,11.387975,3.46365312,28,3.728656155,1.5656,5.966260488,2.17355,0.945056214,2.268825,12.87608975,0.0571875,20,1,0.198209662,27.4,105.9,0.43235,0.1008,1.748,19.5,50,0.8015125,0.475119788,"0",0.7101875,0.624558584,0.3991625,124.206,1.518287132,392.3432,1.9227,40,0.8741,4.707455003,0.8904
"NORTH AMERICAN DESERTS",177.604,33,0.312954663,32,2.6895106,5.274,23.88981074,8.476702591,0.47170713313503,1.4574,4.88889644775709,5.02173560796348,0.875564082602411,1.539594503,10.1136248537027,4.84204506385629,13.3178882637321,3.689188135,50,3.244326915,1.7846,6.528161254,2.59019687440821,0.916984905,2.71168478804885,11.97276905,0.0561770499492616,21.66666667,3,0.23859823,46.9,232.5,0.40692559105747,0.1283,1.77482979069576,6.5,78,0.848480890707311,0.448447107,"1",0.750123100903625,0.496866205,0.36750771856001,147.574,1.646472582,572.3002,1.88197885810041,35,0.8609,4.387489769,0.8821
"NORTH AMERICAN DESERTS",180.052,38,0.312554151,37,2.674710108,4.711,19.2284274,9.246499601,0.469695560074979,1.3929,4.95957797329207,5.08821790452642,0.875128793862941,1.426229469,10.2593889644234,4.91055977807662,13.4555728998841,3.158393235,53,3.616873899,1.9118,6.197772233,2.59398533008528,0.772008545,2.71713624692685,11.38790943,0.0567186355010948,22.33333333,3,0.237564704,56.4,290,0.40807728889991,0.1443,1.79392131281463,14.5,83,0.846685969488676,0.449881145,"1",0.748267048381445,0.583917358,0.366599324261436,165.862,1.488021905,613.1313,1.90492247539995,48,0.8696,4.004350022,0.9386
"NORTH AMERICAN DESERTS",174.199017044014,25.157217422507,0.31425723149899,27.0166375863318,3.32982273005459,5.35570373691897,22.6694451664598,8.27009168958381,0.466983302327129,1.50096973708282,5.05466667482543,5.17932887902625,0.875535020777364,1.66083877447952,10.6848456153085,5.00392218320633,13.7187538639557,3.34716964017305,36.2687046976342,4.48316398016903,1.59233867360794,8.33793126099992,2.66105140974027,1.10578146970467,2.78598828333351,14.82879898848,0.0564913961531654,25.9626663674055,1,0.221807446454875,37.5260685183289,180.055455504601,0.404503667920594,0.112733829229556,1.78665904458813,19,64.0358408332775,0.849483433870473,0.463935321741456,"1",0.750571044591756,0.541445336682253,0.368376169924475,151.378360059995,1.65362401169001,549.48193565341,1.89086606165229,37.097563088711,0.872132729285995,5.29852368396755,0.839267534320234
"NORTH AMERICAN DESERTS",180.418,22,0.318560232,25,3.798475449,5.769,24.40844763,7.566159856,0.49545,1.5405,3.7716375,3.9521875,0.8874,1.732296568,6.3941375,3.74255,10.587575,3.507566701,34,4.180154752,1.731,8.712513253,2.11005,1.124988735,2.182825,14.64558955,0.0545,21,3,0.220953563,36.3,168.9,0.414775,0.114,1.6895375,13.5,58,0.8387875,0.460486204,"1",0.7537125,0.480248921,0.3784875,169.418,1.826607109,625.5294,1.7756375,43,0.8655,5.353934218,0.8494
"NORTH AMERICAN DESERTS",176.204,25,0.310742094,27,2.887251547,5.929,26.82516667,7.286113627,0.471070670803302,1.5773,4.95328421634162,5.08188992008807,0.876212194957153,1.513796491,10.2832543559036,4.90519979564124,13.457948227313,3.571223376,39,3.380135595,1.7364,6.336306868,2.59794624168937,0.736083591,2.7219118200775,12.04948619,0.056746591507167,21,3,0.237900388,59.7,182.7,0.407451702328334,0.1028,1.79501700316573,7,64,0.848523371832537,0.451357517,"1",0.750459644982382,0.538730497,0.365934994985932,145.542,1.776096883,470.864,1.90027097828991,42,0.8767,4.356051815,0.8907
"NORTH AMERICAN DESERTS",172.68,76,0.326534631,71,3.24458715397046,3.924,24.67259219,10.39250678,0.470100147959667,1.6366,4.92254698689766,5.05312727389372,0.875678524176939,1.66146615979092,10.206495783841,4.87390652005312,13.3862938386841,3.4172348718403,82,4.32872529222314,1.9174,8.07754774185012,2.59727968091045,1.0665270965905,2.71831295517074,14.6186961521086,0.0563482649811631,25.215975784823,2,0.224513551,40.9,315,0.40627509527383,0.1123,1.78371986143868,9,119,0.849063928159647,0.448951818,"1",0.750373479764559,0.539088045314222,0.368418786034561,158.496,1.67916938,467.6249,1.88849104056817,35,0.8906,5.25959069533931,0.8155
"NORTH AMERICAN DESERTS",172.059,27,0.324295736,31,3.160335294,4.054,15.37533377,10.65568788,0.47133290591279,1.7175,4.92644122790117,5.05897672077599,0.877604111047991,2.132460083,10.1832754627397,4.87492510407931,13.3800729405558,4.460153506,48,2.978697165,1.3481,6.620750973,2.5891875967643,0.798098909,2.71002433686103,13.23461899,0.0564621387275355,19.66666667,4,0.1991933,41.1,243,0.40518925394323,0.1227,1.80067583891571,17.5,82,0.851565298309751,0.476510964,"1",0.753284698406312,0.449984302,0.367443642429185,202.692,1.755527815,641.3047,1.89579770969223,38,0.8641,5.437944106,0.578
"NORTH AMERICAN DESERTS",161.263,52,0.316110949,52,2.140181112,3.342,20.26269961,11.51777856,0.472488493165599,1.4324,4.88466135218792,5.01817327685689,0.876369558019986,1.208723865,10.0044042468686,4.83737279976825,13.26548189194,3.967770796,83,2.88413215,1.6809,5.339762575,2.5603282201574,0.681485054,2.68248788596298,11.44357532,0.0565544496593235,21,1,0.23506322,46.9,322,0.407126117264206,0.113,1.79927160798019,12,114,0.850251213300344,0.448825831,"1",0.751963128265725,0.540123668,0.366481408485563,143.256,1.49830062,481.6403,1.90010532950034,37.2621061706779,0.9405,4.213242753,0.881
"NORTH AMERICAN DESERTS",189.703,27,0.309884398,30,2.576236335,5.117,25.01424533,8.510782943,0.473562004130536,1.6055,4.82037076091991,4.95691260675068,0.876254942347428,1.546519552,9.72092072824889,4.77344500766062,13.0937929605736,3.452668789,47,3.089459163,2.217,5.964279947,2.51629122444418,0.686404334,2.63695287482156,10.67399618,0.0568852375388689,20,3,0.233976268,54.8,171.3,0.40791934650879,0.129,1.80624281103285,10.5,66,0.85011215885681,0.456139334,"0",0.751653417814201,0.520675766,0.365857959750759,155.702,1.685049303,515.2946,1.910028077679,63,0.872,3.84075706,0.8818
"NORTH AMERICAN DESERTS",180.527,63,0.32530314,66,1.651758921,3.57,20.04700909,12.12785411,0.475293169859191,1.5085,4.68265884973633,4.82363935463399,0.875066344700727,1.60820213085953,9.28037011122203,4.63489355311833,12.7801495645207,3.45571420752112,84,2.097198198,1.662,3.812526969,2.47319925153995,0.693620416,2.59080002025134,13.688729588724,0.0561362662409436,19,2,0.201221978,45.4,373,0.411179258480319,0.0924,1.77637120116766,9.7,119,0.8469748078283,0.473474882,"0",0.74822178231935,0.549564573,0.367230156743243,153.416,1.560121828,464.3409,1.88672560899757,33,0.8661,4.94130958939104,0.8806
"NORTH AMERICAN DESERTS",183.734,29,0.321072855,30,2.603946409,5.304,23.98266507,8.407663064,0.47198581344537,1.5784,4.84632358455291,4.98063873576058,0.874737435836739,1.273518115,9.93180051252421,4.79787754920384,13.2025649170299,4.092443006,46,2.619534409,1.7563,5.626797109,2.56281591038025,0.670071213,2.68270754007582,10.69350782,0.0562207307612418,18.66666667,0,0.195314966,36.3,163.6,0.407643611057894,0.1184,1.77765477363561,9,70,0.849096168317549,0.483612178,"0",0.74971033678919,0.46294896,0.368383945543595,133.604,1.772877153,519.6276,1.88504856009149,32,0.88,4.044487531,0.8932
"NORTH AMERICAN DESERTS",149.639,20.6841548840146,0.309986033,17,3.261484684,6.75,20.14261113,6.326849085,0.471373197538177,1.5739,5.06416187112676,5.18809821107303,0.877468088374213,1.252563631,10.7203111469886,5.01281850042522,13.7342785869453,3.750301234,20,4.340746153,1.3377,8.036201287,2.65209589007336,0.812383793,2.77851615892818,16.14333884,0.0569192488997494,31.66666667,3,0.218853374,22.9,89.2,0.404766606609744,0.1143,1.80934370064538,22.5,46,0.852510101758277,0.471160593,"1",0.754115542685697,0.546059091,0.366007934609568,178.054,1.781858952,620.0559,1.90451557827632,30,0.8577,6.12653871,0.6312
"NORTH AMERICAN DESERTS",182.338,19.0886962177643,0.314734175,13,3.672480574,5.746,22.21076544,7.427083933,0.470511890224298,1.7422,5.08578003686811,5.20704666023823,0.87610919745974,1.72479526324177,10.8696058076534,5.03303409353484,13.821330204704,3.35666536008245,18,4.978830027,2.0556,8.346700023,2.67843105280618,1.216777546,2.80665202788701,15.0920132590432,0.0568255658255393,29,4,0.224209984,27.3,95.9,0.405545558615701,0.0878,1.79298661370335,14.6844647025875,48,0.851831155024646,0.461055841,"1",0.752493715736511,0.596502811,0.365920208233691,141.478,1.838044701,396.18,1.89223039676165,36.2287353146002,0.8916,5.40324254149978,0.897
"NORTH AMERICAN DESERTS",165.163,18,0.308337824,16,3.40511361557869,6.705,33.74473162,6.427566052,0.47101446079465,1.5448,5.04984604615889,5.17283782255345,0.876439175567476,1.71368118715734,10.7301288135504,4.99841241704526,13.7328139126483,3.37786835800761,24,4.49268960751367,1.7813,8.39430621438639,2.66378872391281,1.11900087509413,2.79018859928599,14.929897784785,0.0566243130379482,24.630500888982,0,0.23360559,32.5,112.5,0.406589697530571,0.1052,1.78680919438247,6,57,0.849596440153404,0.458056587,"1",0.751098907768318,0.538535106673383,0.366636259086269,103.124,1.687861797,332.0967,1.88984332671904,30,0.937,5.35092179659398,0.8702
"NORTH AMERICAN DESERTS",177.55,15,0.311591101,19,2.774295071,6.358,25.68253647,6.915497268,0.470001703311528,1.543,5.05606587261061,5.18129910764054,0.877344644606055,1.66139326,10.8442636097337,5.00343750408092,13.7757835126839,3.24785979,32,4.394278992,1.3774,7.02228377,2.68958954562518,1.314847007,2.81789562134879,14.24668746,0.0564641103592425,22,3,0.242269783,36.5,90.3,0.405326624680543,0.1136,1.77708227054716,9,51,0.851161233046205,0.446139116,"1",0.752814086478882,0.626682744,0.366452780270686,199.644,1.623627085,725.0667,1.87314684359243,36.4460916443243,0.8367,5.048017788,0.8403
"NORTH AMERICAN DESERTS",179.991,15,0.317399203,16,1.887651514,5.787,20.71351908,7.292136922,0.48195,1.287,4.3669625,4.5324375,0.8837875,0.935351548,9.2906625,4.319325,12.3387375,3.036198441,24,3.061583293,1.474,4.488256494,2.656425,0.712491483,2.7702,9.304823408,0.0500875,27.66666667,4,0.216721947,24.4,94.6,0.4017375,0.1153,1.5873875,14,51,0.86465,0.465878849,"1",0.76905,0.694228982,0.360925,135.636,1.342519685,505.8332,1.62605,23,0.9361,3.36579995,0.885
"NORTH AMERICAN DESERTS",168.367,17,0.315625984,22,3.399722763,6.599,19.10444234,6.255633773,0.483375,2.063,5.0231125,5.1766,0.886975,1.658791188,10.9233875,4.9715125,13.9145,3.081736197,26,5.406586746,1.0971,8.584201521,2.7027125,1.158314074,2.820475,16.66557601,0.055475,30.66666667,0,0.244163049,36.3,108,0.4040375,0.1061,1.8026125,8,58,0.8646,0.440210968,"0",0.7707,0.632209684,0.3636,213.868,2.199312624,800.5787,1.84125,46,0.7853,5.830762645,0.5818
"NORTH AMERICAN DESERTS",190.616,18,0.316494943,18,3.52677612279833,6.682,16.55438388,6.376831084,0.4721,1.3009,5.1554125,5.2683625,0.871475,2.211648382,11.7308875,5.1077875,14.50295,3.517138222,21,4.914618982,1.4545,8.73476628078546,2.919675,1.16649591512106,3.020225,17.25136846,0.052125,28.33333333,2,0.232446384,35.7,111.3,0.401325,0.1185,1.6054125,9,51,0.8330875,0.451058673,"1",0.7349375,0.537617547067849,0.3933625,129.794,1.4483933,465.2337,1.761525,44,0.8514,6.225804839,0.8496
"NORTH AMERICAN DESERTS",169.763,18.8676283892661,0.316753356,13,3.51373425676497,6.651,19.38761964,6.415997793,0.4707375,1.5182,4.953,5.0882625,0.8733875,1.74128727381203,11.128775,4.9199375,13.9492875,3.35889671727884,14,4.61573339116397,1.5968,8.65613134844772,2.8151875,1.15298107993174,2.981875,15.2659737214767,0.056025,29,2,0.208549566,31.7,93,0.417975,0.127,1.6321625,17,44,0.8375125,0.474697078,"0",0.742025,0.536734699772168,0.3573375,139.954,1.659268732,527.6112,1.749425,38,0.8684,5.4658288966102,0.7645
"NORTH AMERICAN DESERTS",175.628,16,0.314995331,19,3.854768427,6.095,26.64862504,7.052596504,0.4766125,1.3852,5.30225,5.408675,0.87715,1.75477418127741,12.166925,5.2546125,14.509025,3.541011512,26,4.75631779,1.7323,8.966956405,2.8641125,1.211301071,3.0122875,16.78441637,0.057725,24.8211267259351,0,0.213234792,28.4,118.5,0.394825,0.1117,1.797175,19,49,0.8726875,0.471769877,"0",0.77135,0.532545934,0.3382625,141.478,1.497069116,452.7186,1.852375,25,0.8998,6.144685521,0.8907
"NORTH AMERICAN DESERTS",160.75,12,0.315228616,14,4.74562945,6.839,26.14454143,6.163013894,0.512675,1.5438,5.2586,5.3605375,0.88055,1.679868292,11.115275,5.2268625,14.072275,3.017851411,13,5.020061367,1.9,10.58481173,2.5783625,1.106700374,2.68685,14.96748108,0.0589625,24.66666667,4,0.189337481,22.5,66.1,0.3985875,0.1155,1.9540375,15.5,37,0.8723875,0.495433904,"1",0.77525,0.47290729,0.3465125,147.828,1.689837852,470.4475,2.0323625,29,0.8736,5.237588001,0.9325
"NORTH AMERICAN DESERTS",178.234,14,0.31810429,17,3.658132409,6.243,35.18274044,7.049260002,0.5023125,1.2867,5.2877,5.3881875,0.8892,1.952916105,12.50205,5.2096625,14.8100125,3.342425178,20,5.606594702,1.6176,9.362082104,2.8614875,1.263842046,3.0189125,18.40191527,0.05905,21.33333333,3,0.227498682,30.8,113.3,0.4004,0.1182,1.81915,6,43,0.8893375,0.454397029,"1",0.7872125,0.596411339,0.3275375,140.208,1.596710832,506.4962,1.843075,31,0.8871,6.639380468,0.8889
"NORTH AMERICAN DESERTS",192.83,16,0.319141212,15,2.937746896,6.495,21.78337989,6.692179062,0.498975,1.7175,4.93315,5.061975,0.8863875,1.241077166,10.8078625,4.90935,13.5477625,2.814926955,20,4.879718297,2.0638,8.322421058,2.7146375,1.163712135,2.821775,13.72882482,0.0525125,29.33333333,1,0.208722709,37,103.4,0.3972375,0.1147,1.7858875,23,49,0.8717875,0.472136078,"1",0.780425,0.586401054,0.3732125,126.492,1.926899138,427.7948,1.8146375,38,0.8879,4.556296389,0.8344
"NORTH AMERICAN DESERTS",196.015,18,0.319404127,19,3.59001184,5.918,11.06432145,7.491906655,0.470996236743223,1.6265,5.05016797416638,5.17386320792903,0.876713007184873,1.459450732,10.7670439939988,4.99868467806641,13.7454547400675,3.384730113,22,5.63789573,1.9904,10.68573014,2.67002224766557,1.13719246,2.79847382549127,19.06605451,0.0567814961188131,40.66666667,2,0.206596434,28.9,177.6,0.405268171489289,0.1121,1.78997954633728,12.5,51,0.852478460427011,0.473999439,"1",0.753595116247184,0.528095325,0.364886484942653,131.826,1.816742705,468.964,1.88579785943165,35,0.8884,6.88537684,0.8827
"NORTH AMERICAN DESERTS",185.56,20,0.324213192,23,3.839116999,6.834,22.8543306,6.02834172,0.468491723570147,1.7451,5.15192004866778,5.27111713222075,0.877129322715702,1.893403975,11.2058078807926,5.09930776176655,14.0133134473779,3.555905701,28,4.565249564,2.2349,8.549716311,2.73415058146256,1.181906554,2.86408476377284,16.15536353,0.0565430315161256,23.5,1,0.183794999,41.7,160.7,0.403503959420111,0.1179,1.78335341724569,16.5,54,0.852406872566599,0.491991809,"1",0.753714024466459,0.530018826,0.36657724489134,211.582,1.943992562,693.5204,1.87791071421894,41,0.8798,5.75267308,0.9501
"NORTH AMERICAN DESERTS",179.646,17,0.316082741,18,5.365782132,3.804,18.81696796,11.09887694,0.47061328662752,1.5594,5.08012774013459,5.20209504437844,0.876174969618913,1.550650078,10.8065510132827,5.02854457098099,13.7947984838845,2.998246519,25,5.550966317,1.7465,11.29208861,2.66347369439976,1.706635459,2.79225881965163,16.57714231,0.0571108749008454,25,1,0.213970809,34.5,124.6,0.40589562024438,0.1063,1.7998394701238,6,50,0.851178162060936,0.46994645,"0",0.752182486069476,0.512296804,0.364512255976278,157.734,1.746382088,579.3088,1.90145541701025,33,0.8889,5.837800872,0.8889
"NORTH AMERICAN DESERTS",154.663,24,0.309789672,27,3.464413165,4.461,20.98444474,8.844187017,0.46475,1.3879,5.2294875,5.34735,0.866775,1.766477054,11.60175,5.203025,14.1743,3.265401591,39,5.240975415,1.4417,9.262125901,2.8588375,1.42862927,2.9487875,17.0577044,0.0521625,34.66666667,2,0.22323374,52,227.2,0.381425,0.0998,1.7611625,10,75,0.87655,0.466976588,"1",0.7678875,0.56590455,0.4016625,155.702,1.482005159,540.9953,1.8247125,49,0.8545,6.163361945,0.8577
"NORTH AMERICAN DESERTS",168.88,17,0.309367598,20,3.339461533,5.71,42.77776489,7.717341324,0.4689125,1.3038,5.151425,5.2736875,0.8625,2.023313475,11.1808125,5.09855,14.019025,4.13653955,26,4.296933724,1.373,7.984040557,2.7993,1.304340507,2.87205,17.77454015,0.047975,22.33333333,3,0.239726433,37.1,145.7,0.4064625,0.1337,1.659275,22,54,0.8285375,0.450905969,"1",0.725725,0.538364874,0.4244375,178.308,1.471397246,694.1983,1.8285125,37,0.8439,7.050100326,0.9304
"NORTH AMERICAN DESERTS",181.825,18,0.308208442,19,4.201685336,5.044,60.85813325,8.481307623,0.469434753745046,1.5369,5.15447779775437,5.27410603300215,0.877226469770245,1.929280975,11.2477314408701,5.10251057324741,14.0282148808933,4.16474194,33,4.383124892,2.015,10.0545835,2.74231161684028,1.663935329,2.87055480082344,18.06255859,0.0563262108759436,23,3,0.231882304,39.6,183.6,0.403150947690541,0.1278,1.78242533348392,14,62,0.853204415865354,0.459909253,"1",0.754561109911218,0.442289787,0.367115101469417,177.038,1.774587046,611.9647,1.87424257717762,36,0.886,7.157554231,0.9194
"NORTH AMERICAN DESERTS",193.357,13,0.316357825,17,3.137411975,6.904,6.857289268,5.979550093,0.469451184396034,1.5136,5.12593212807288,5.24571961946274,0.876881894220062,1.967788828,11.0751163058571,5.07216863103985,13.9437423474756,3.55546596,22,4.898297131,1.7767,8.208846093,2.71314501135087,1.283871489,2.84194756012028,17.31030901,0.0566102599905361,22.75,3,0.231581996,27.7,115.3,0.404880868159033,0.1059,1.78609353632124,14,49,0.851565327815813,0.452060179,"0",0.752785542223734,0.596405018,0.366783740845684,121.158,1.728019364,407.9511,1.88273029727464,36,0.8862,6.248606165,0.8492
"NORTH AMERICAN DESERTS",167.499,17,0.317434731,21,3.179896695,5.495,35.72554217,7.661128681,0.466025,1.709,5.45835,5.557675,0.87245,2.285909231,12.20315,5.4120625,14.847125,3.665193889,24,4.676528961,2.1181,7.603348289,2.8284,1.327067762,2.9607,17.09933237,0.0561375,22,2,0.201672846,37,142.6,0.4069875,0.0991,1.7849875,11,51,0.8424,0.480892423,"1",0.7427375,0.615169602,0.36415,171.196,1.839105653,510.2309,1.926175,50,0.8907,6.530493521,0.9057
"NORTH AMERICAN DESERTS",183.476,16,0.311931806,20,3.074478706,6.708,27.71645224,6.311948151,0.44195,1.4591,5.267875,5.4283625,0.876125,1.906529432,10.502975,5.156725,13.98645,3.061315853,24,5.013029979,1.6045,7.193063189,2.60615,1.387787712,2.6921375,15.30869952,0.05645,28,3,0.24175369,63.3,169.6,0.4066375,0.1125,1.7938875,11.5,50,0.813575,0.446314504,"1",0.7175875,0.69718347,0.400325,132.08,1.712040601,489.6419,1.97885,40,0.8811,5.228791397,0.911
"NORTH AMERICAN DESERTS",187.674,15,0.314998348,18,3.29312795849246,6.437,13.3729138,6.501807818,0.45535,1.2956,4.4225125,4.5950875,0.87785,1.70439263965886,8.991875,4.3696,12.4019875,3.41313510070638,22,4.36798422758925,0.9577,8.22393516005542,2.648475,1.09707127369842,2.7424,14.6982421853034,0.0506,27,1,0.237257159,27.1,92.9,0.381475,0.1039,1.6192875,17,48,0.8679375,0.447744493,"0",0.7664875,0.534864850998502,0.386325,116.586,1.433685201,458.7548,1.653775,32,0.7884,5.28327596843237,0.6476
"NORTH AMERICAN DESERTS",176.932,19,0.312905523,21,3.368795388,5.729,35.04499165,7.692099786,0.4818875,1.493,4.7373625,4.860175,0.8817875,1.908041964,10.0911,4.6910875,13.012725,3.863611402,22,4.706940059,1.5526,8.645548086,2.6723,1.197717507,2.7662125,18.14272977,0.0505875,24.75,1,0.251797301,25.2,127.5,0.411375,0.0838,1.6880625,17,44,0.85005,0.435297176,"1",0.7557125,0.523976009,0.394925,150.114,1.573377364,486.8373,1.757625,31,0.8889,6.528448544,0.8856
"NORTH AMERICAN DESERTS",174.856,14,0.315705495,18,4.142028108,5.815,15.3478298,7.094270888,0.466725,1.9563,5.10515,5.1813125,0.8404875,1.752323218,11.15145,4.9926875,14.2072875,3.527348636,24,5.093812696,2,9.734376971,2.7754875,1.136499305,2.9170375,17.97416032,0.0538625,20.66666667,2,0.19958137,37.9,118.7,0.41555,0.0995,1.6508,15.5,51,0.860225,0.484713135,"1",0.7238375,0.50330986,0.3837625,130.048,2.000686516,427.8459,1.805475,42,0.885,6.373449498,0.8699
"NORTH AMERICAN DESERTS",163.986,18,0.316892905,22,3.290753064,3.944,26.27731456,7.51770298,0.4754375,1.4209,4.5786125,4.73405,0.884,2.340080096,9.2921875,4.5468625,12.623925,4.111899116,28,3.872654455,1.4722,7.51854812,2.5294375,1.303839212,2.6617,15.89739891,0.0565625,20,2,0.195906968,44.6,150.7,0.389875,0.0786,1.7796,20,55,0.8796375,0.487200127,"1",0.7831375,0.514496959,0.3604125,135.89,1.533547905,476.5136,1.8002375,37,0.8945,6.008070037,0.8983
"NORTH AMERICAN DESERTS",168.09,17,0.312564697,20,4.286771072,5.843,14.02142143,6.983619748,0.470254791104219,1.5211,5.12038910154308,5.24068604524343,0.876198306574053,2.12265161,11.0188378561541,5.06782875978425,13.9237276905756,3.675774242,21,4.426348928,1.7939,9.223632468,2.69962031478835,1.113355142,2.82922005154381,16.27143888,0.0568479523342999,26,1,0.199952406,33.5,143.1,0.405173904165273,0.1159,1.79147247736856,21,49,0.851952808192717,0.487482896,"1",0.752722349126758,0.480694803,0.365715836371591,150.876,1.737882149,538.3364,1.89045762426154,35,0.8769,6.137046987,0.8952
"NORTH AMERICAN DESERTS",200.898,22,0.331924658,25,3.949157541,3.417,24.38531133,11.83109716,0.470378392567601,1.5874,5.02338111299881,5.14978309762394,0.877436539617517,1.735858652,10.675348042372,4.97210509472734,13.6683894006912,4.175573907,39,4.212391982,1.7914,9.248631743,2.66248741532043,0.977196601,2.78556922909425,17.58086364,0.0561582624506643,23.66666667,1,0.191987974,38.7,260.8,0.404695630862135,0.1044,1.78395673969323,25,76,0.851142691743105,0.476087368,"0",0.753021860214052,0.455894713,0.368130731767481,187.706,1.623856507,588.4647,1.88013539668094,29,0.8795,6.792267713,0.8985
"NORTH AMERICAN DESERTS",174.277,17,0.317873271,22,3.058370529,6.366,23.5447650494627,6.741944739,0.4819375,1.2975,5.513925,5.6333375,0.8805,1.793519725,12.967225,5.4623375,15.320425,3.223310393,28,5.175068799,0.942,8.790852567,2.9157125,1.259414463,3.062575,16.6991343,0.0592375,31.66666667,2,0.194437591,39.9,142.3,0.4271,0.151,1.781525,12,58,0.8345,0.487689139,"0",0.740875,0.589788738,0.370525,156.718,1.577277179,767.0084,1.889025,42,0.8478,5.944224445,0.6667
